Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00681,7.322461,[24 56] ; [11  6],[28.86597938 51.13402062] ; [ 6.13402062 10.86597938],0
d1,1,0.740437,0.109743,[47 35] ; [9 8],[46.38383838 35.61616162] ; [9.61616162 7.38383838],0
b1,1,0.754835,0.097513,[42 40] ; [8 9],[41.41414141 40.58585859] ; [8.58585859 8.41414141],0
p4,1,0.776865,0.080319,[30 50] ; [ 7 10],[30.51546392 49.48453608] ; [ 6.48453608 10.51546392],0
b2,1,0.780154,0.077907,[16 34] ; [4 7],[16.39344262 33.60655738] ; [3.60655738 7.39344262],0
b3,1,0.780154,0.077907,[16 34] ; [4 7],[16.39344262 33.60655738] ; [3.60655738 7.39344262],0
d5,1,0.797334,0.065946,[65 17] ; [13  4],[64.60606061 17.39393939] ; [13.39393939  3.60606061],0
p9,1,0.805637,0.060545,[49 30] ; [10  7],[48.55208333 30.44791667] ; [10.44791667  6.55208333],0
s1,1,0.833647,0.044111,[ 6 76] ; [ 1 16],[ 5.7979798 76.2020202] ; [ 1.2020202 15.7979798],0
r2,1,0.923674,0.009179,[44 31] ; [9 6],[44.16666667 30.83333333] ; [8.83333333 6.16666667],0
v2,1,0.926868,0.008425,[36 44] ; [7 9],[35.83333333 44.16666667] ; [7.16666667 8.83333333],0
d2,1,0.934858,0.00668,[39 42] ; [8 9],[38.84693878 42.15306122] ; [8.15306122 8.84693878],0
n1,1,0.950885,0.003794,[11 26] ; [2 5],[10.93181818 26.06818182] ; [2.06818182 4.93181818],0
