Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.003102,8.746389,[2 1] ; [ 1 19],[0.39130435 2.60869565] ; [ 2.60869565 17.39130435],0
s1,1,0.028079,4.823212,[3 6] ; [ 4 47],[1.05 7.95] ; [ 5.95 45.05],0
b4,1,0.030746,4.667098,[3 6] ; [36 15],[5.85 3.15] ; [33.15 17.85],0
a6,1,0.034354,4.476976,[1 8] ; [25 26],[3.9 5.1] ; [22.1 28.9],0
s7,1,0.057608,3.604941,[4 4] ; [ 9 38],[1.89090909 6.10909091] ; [11.10909091 35.89090909],0
d4,1,0.069581,3.292873,[4 5] ; [38 13],[6.3 2.7] ; [35.7 15.3],0
p3,1,0.072004,3.236738,[4 5] ; [ 9 42],[1.95 7.05] ; [11.05 39.95],0
a7,1,0.089087,2.890794,[2 7] ; [27 24],[4.35 4.65] ; [24.65 26.35],0
n2,1,0.120507,2.410714,[1 5] ; [11 10],[2.66666667 3.33333333] ; [ 9.33333333 11.66666667],0
n4,1,0.160817,1.96653,[4 5] ; [35 16],[5.85 3.15] ; [33.15 17.85],0
s6,1,0.190826,1.71123,[4 5] ; [12 39],[2.4 6.6] ; [13.6 37.4],0
v1,1,0.204075,1.612972,[4 5] ; [12 38],[2.44067797 6.55932203] ; [13.55932203 36.44067797],0
b1,1,0.278076,1.176471,[6 3] ; [24 27],[4.5 4.5] ; [25.5 25.5],0
s2,1,0.292784,1.106773,[3 6] ; [ 9 41],[1.83050847 7.16949153] ; [10.16949153 39.83050847],0
r4,1,0.296621,1.089325,[1 8] ; [14 37],[2.25 6.75] ; [12.75 38.25],0
b5,1,0.359301,0.840336,[5 4] ; [20 31],[3.75 5.25] ; [21.25 29.75],0
n1,1,0.410214,0.678179,[2 4] ; [11 10],[2.88888889 3.11111111] ; [10.11111111 10.88888889],0
p7,1,0.44169,0.591889,[3 6] ; [11 40],[2.1 6.9] ; [11.9 39.1],0
v3,1,0.469618,0.522876,[1 8] ; [11 40],[1.8 7.2] ; [10.2 40.8],0
a5,1,0.489938,0.476662,[4 5] ; [29 22],[4.95 4.05] ; [28.05 22.95],0
p2,1,0.519372,0.41514,[4 5] ; [17 34],[3.15 5.85] ; [17.85 33.15],0
p4,1,0.531168,0.392157,[3 6] ; [12 39],[2.25 6.75] ; [12.75 38.25],0
v2,1,0.557561,0.343945,[2 7] ; [16 34],[2.74576271 6.25423729] ; [15.25423729 34.74576271],0
r1,1,0.582306,0.302521,[3 6] ; [22 29],[3.75 5.25] ; [21.25 29.75],0
r3,1,0.597166,0.279291,[4 5] ; [27 23],[4.72881356 4.27118644] ; [26.27118644 23.72881356],0
r2,1,0.619211,0.246977,[5 3] ; [26 23],[4.35087719 3.64912281] ; [26.64912281 22.35087719],0
p8,1,0.639128,0.219884,[2 6] ; [ 9 41],[1.51724138 6.48275862] ; [ 9.48275862 40.51724138],0
p10,1,0.661286,0.191965,[4 5] ; [18 31],[3.4137931 5.5862069] ; [18.5862069 30.4137931],0
d5,1,0.682543,0.167277,[5 4] ; [32 19],[5.55 3.45] ; [31.45 19.55],0
n6,1,0.716862,0.131519,[5 4] ; [24 25],[4.5 4.5] ; [24.5 24.5],0
d3,1,0.717688,0.130719,[5 4] ; [25 26],[4.5 4.5] ; [25.5 25.5],0
d1,1,0.737902,0.111979,[3 6] ; [20 31],[3.45 5.55] ; [19.55 31.45],0
n5,1,0.767837,0.087146,[5 4] ; [31 20],[5.4 3.6] ; [30.6 20.4],0
a3,1,0.78984,0.071032,[6 3] ; [31 19],[5.6440678 3.3559322] ; [31.3559322 18.6440678],0
s5,1,0.815729,0.054308,[1 8] ; [ 7 43],[1.22033898 7.77966102] ; [ 6.77966102 43.22033898],0
p1,1,0.831547,0.045249,[1 8] ; [ 7 44],[1.2 7.8] ; [ 6.8 44.2],0
b3,1,0.857942,0.032039,[2 4] ; [13 22],[2.19512195 3.80487805] ; [12.80487805 22.19512195],0
b2,1,0.857942,0.032039,[2 4] ; [13 22],[2.19512195 3.80487805] ; [12.80487805 22.19512195],0
s3,1,0.87116,0.026304,[3 6] ; [15 34],[2.79310345 6.20689655] ; [15.20689655 33.79310345],0
d2,1,0.931283,0.007436,[4 5] ; [23 27],[4.11864407 4.88135593] ; [22.88135593 27.11864407],0
s8,1,0.955093,0.003171,[1 8] ; [ 6 45],[1.05 7.95] ; [ 5.95 45.05],0
a4,1,0.968974,0.001513,[3 6] ; [17 33],[3.05084746 5.94915254] ; [16.94915254 33.05084746],0
p9,1,0.969267,0.001484,[4 5] ; [21 27],[3.94736842 5.05263158] ; [21.05263158 26.94736842],0
p11,1,0.971013,0.00132,[4 5] ; [23 28],[4.05 4.95] ; [22.95 28.05],0
n3,1,1.0,0.0,[3 3] ; [10 10],[3. 3.] ; [10. 10.],0
