Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.686421,[415  22] ; [9 5],[410.83813747  26.16186253] ; [13.16186253  0.83813747],1
r1,1,0.000609,11.748854,[367  67] ; [7 7],[362.3125  71.6875] ; [11.6875  2.3125],1
s1,1,0.005155,7.824242,[ 20 412] ; [ 3 11],[ 22.27802691 409.72197309] ; [ 0.72197309 13.27802691],0
d5,1,0.005667,7.653124,[367  66] ; [8 6],[363.25503356  69.74496644] ; [11.74496644  2.25503356],0
d4,1,0.018169,5.579759,[375  58] ; [9 5],[371.97315436  61.02684564] ; [12.02684564  1.97315436],0
p7,1,0.033525,4.518779,[280 139] ; [5 8],[276.42361111 142.57638889] ; [8.57638889 4.42361111],0
v2,1,0.073877,3.194712,[248 168] ; [5 9],[244.7627907 171.2372093] ; [8.2372093 5.7627907],0
d3,1,0.083922,2.987258,[309 124] ; [7 7],[306.10290828 126.89709172] ; [9.89709172 4.10290828],0
d1,1,0.085192,2.962963,[285 152] ; [6 8],[281.96674058 155.03325942] ; [9.03325942 4.96674058],0
a2,1,0.085785,2.951748,[122 315] ; [ 1 13],[119.18181818 317.81818182] ; [ 3.81818182 10.18181818],0
s6,1,0.09694,2.755183,[371  56] ; [10  4],[368.9047619  58.0952381] ; [12.0952381  1.9047619],0
p1,1,0.128943,2.305182,[ 40 392] ; [ 3 11],[ 41.65022422 390.34977578] ; [ 1.34977578 12.65022422],0
a7,1,0.153989,2.032281,[322 112] ; [8 6],[319.6875 114.3125] ; [10.3125  3.6875],0
u1,1,0.164334,1.933883,[100 337] ; [ 1 13],[ 97.86474501 339.13525499] ; [ 3.13525499 10.86474501],0
n1,1,0.22652,1.462578,[36 53] ; [5 3],[37.6185567 51.3814433] ; [3.3814433 4.6185567],0
a6,1,0.243898,1.357924,[282 151] ; [7 7],[279.94854586 153.05145414] ; [9.05145414 4.94854586],0
v4,1,0.248503,1.3317,[425  10] ; [13  1],[424.34298441  10.65701559] ; [13.65701559  0.34298441],0
p9,1,0.254081,1.300723,[379  49] ; [11  3],[377.64705882  50.35294118] ; [12.35294118  1.64705882],0
p4,1,0.271163,1.210854,[278 154] ; [7 7],[276.05381166 155.94618834] ; [8.94618834 5.05381166],0
b4,1,0.327901,0.957168,[255 182] ; [10  4],[256.77383592 180.22616408] ; [8.22616408 5.77383592],0
a4,1,0.341341,0.905388,[212 224] ; [5 9],[210.24888889 225.75111111] ; [6.75111111 7.24888889],0
b5,1,0.405995,0.690499,[264 173] ; [10  4],[265.49445676 171.50554324] ; [8.50554324 5.49445676],0
