Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.686421,[415  22] ; [9 5],[410.83813747  26.16186253] ; [13.16186253  0.83813747],1
n6,1,0.410509,0.677326,[372  59] ; [11  3],[370.9505618  60.0494382] ; [12.0494382  1.9505618],0
b1,1,0.433584,0.613203,[173 264] ; [7 7],[174.41241685 262.58758315] ; [5.58758315 8.41241685],0
p3,1,0.443648,0.586828,[230 202] ; [6 8],[228.59192825 203.40807175] ; [7.40807175 6.59192825],0
p10,1,0.465281,0.533162,[368  62] ; [11  3],[367.04954955  62.95045045] ; [11.95045045  2.04954955],0
n5,1,0.471656,0.518093,[336  97] ; [12  2],[337.10067114  95.89932886] ; [10.89932886  3.10067114],0
n4,1,0.487715,0.481562,[339  96] ; [12  2],[340.05567929  94.94432071] ; [10.94432071  3.05567929],0
s5,1,0.538751,0.377859,[202 212] ; [8 6],[203.13084112 210.86915888] ; [6.86915888 7.13084112],0
v3,1,0.539201,0.377023,[183 233] ; [5 9],[181.87906977 234.12093023] ; [6.12093023 7.87906977],0
n2,1,0.562501,0.335392,[71 19] ; [7 1],[71.63265306 18.36734694] ; [6.36734694 1.63265306],0
p6,1,0.584877,0.298416,[183 246] ; [7 7],[183.99548533 245.00451467] ; [6.00451467 7.99548533],0
p11,1,0.603664,0.269506,[338  99] ; [10  4],[337.19733925  99.80266075] ; [10.80266075  3.19733925],0
s3,1,0.605618,0.266605,[379  54] ; [12  1],[379.60313901  53.39686099] ; [11.39686099  1.60313901],0
p2,1,0.621102,0.244322,[361  71] ; [11  3],[360.32286996  71.67713004] ; [11.67713004  2.32286996],0
s4,1,0.655916,0.198523,[101 330] ; [ 4 10],[101.69662921 329.30337079] ; [ 3.30337079 10.69662921],0
p12,1,0.657024,0.197159,[ 47 385] ; [ 1 13],[ 46.49327354 385.50672646] ; [ 1.50672646 12.49327354],0
s8,1,0.708697,0.139582,[270 165] ; [8 6],[269.33184855 165.66815145] ; [8.66815145 5.33184855],0
p8,1,0.729166,0.119879,[225 204] ; [8 6],[225.63656885 203.36343115] ; [7.36343115 6.63656885],0
a3,1,0.743311,0.107238,[325 110] ; [11  3],[325.5233853 109.4766147] ; [10.4766147  3.5233853],0
d2,1,0.798616,0.065096,[232 202] ; [7 7],[231.53125 202.46875] ; [7.46875 6.53125],0
u2,1,0.815974,0.054161,[66 44] ; [2 1],[66.19469027 43.80530973] ; [1.80530973 1.19469027],0
a5,1,0.81897,0.052382,[331 105] ; [11  3],[331.36 104.64] ; [10.64  3.36],0
a1,1,0.822205,0.050494,[ 25 412] ; [ 1 13],[ 25.19290466 411.80709534] ; [ 0.80709534 13.19290466],0
b2,1,0.82847,0.046943,[105 160] ; [4 7],[104.6557971 160.3442029] ; [4.3442029 6.6557971],0
b3,1,0.82847,0.046943,[105 160] ; [4 7],[104.6557971 160.3442029] ; [4.3442029 6.6557971],0
p5,1,0.853441,0.034125,[ 54 374] ; [ 2 12],[ 54.22624434 373.77375566] ; [ 1.77375566 12.22624434],0
n3,1,0.880332,0.022665,[66 25] ; [6 2],[66.18181818 24.81818182] ; [5.81818182 2.18181818],0
s7,1,0.916668,0.010948,[295 123] ; [9 4],[294.83062645 123.16937355] ; [9.16937355 3.83062645],0
v1,1,0.925657,0.008707,[247 176] ; [8 6],[246.83066362 176.16933638] ; [8.16933638 5.83066362],0
