Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,49.808581,[42 59] ; [70  5],[64.27272727 36.72727273] ; [47.72727273 27.27272727],1
d5,1,0.0,49.034571,[49 53] ; [73  2],[70.30508475 31.69491525] ; [51.69491525 23.30508475],1
d2,1,0.0,32.351187,[16 87] ; [42 33],[33.56179775 69.43820225] ; [24.43820225 50.56179775],1
a2,1,8.5e-05,15.44474,[  3 100] ; [16 59],[10.99438202 92.00561798] ; [ 8.00561798 66.99438202],1
a4,1,0.000107,15.004054,[19 84] ; [34 41],[30.66853933 72.33146067] ; [22.33146067 52.66853933],1
a5,1,0.000202,13.815003,[41 62] ; [51 24],[53.23595506 49.76404494] ; [38.76404494 36.23595506],1
a7,1,0.000283,13.181051,[58 44] ; [62 13],[69.15254237 32.84745763] ; [50.84745763 24.15254237],1
u1,1,0.00032,12.948025,[  1 102] ; [11 64],[ 6.94382022 96.05617978] ; [ 5.05617978 69.94382022],1
a3,1,0.00071,11.463566,[46 56] ; [53 22],[57.05084746 44.94915254] ; [41.94915254 33.05084746],1
a6,1,0.001716,9.830437,[50 53] ; [54 21],[60.17977528 42.82022472] ; [43.82022472 31.17977528],0
v2,1,0.004855,7.932567,[36 64] ; [41 30],[45.02923977 54.97076023] ; [31.97076023 39.02923977],0
r1,1,0.005478,7.714527,[57 46] ; [56 18],[65.75706215 37.24293785] ; [47.24293785 26.75706215],0
n5,1,0.010069,6.622667,[40 61] ; [16 59],[32.13636364 68.86363636] ; [23.86363636 51.13636364],0
p7,1,0.043002,4.095334,[55 43] ; [30 44],[48.43023256 49.56976744] ; [36.56976744 37.43023256],0
r3,1,0.063952,3.431799,[84 18] ; [69  6],[88.16949153 13.83050847] ; [64.83050847 10.16949153],0
a1,1,0.127896,2.317855,[ 6 97] ; [ 1 74],[ 4.0505618 98.9494382] ; [ 2.9494382 72.0505618],0
u3,1,0.128544,2.31,[27 28] ; [15  7],[30. 25.] ; [12. 10.],0
n2,1,0.141382,2.162853,[28 11] ; [17 14],[25.07142857 13.92857143] ; [19.92857143 11.07142857],0
r4,1,0.169518,1.887203,[70 33] ; [58 17],[74.06741573 28.93258427] ; [53.93258427 21.06741573],0
p6,1,0.177477,1.818627,[22 78] ; [10 62],[18.60465116 81.39534884] ; [13.39534884 58.60465116],0
s7,1,0.193769,1.688728,[13 88] ; [14 55],[16.04117647 84.95882353] ; [10.95882353 58.04117647],0
s1,1,0.209226,1.576776,[ 7 95] ; [ 2 73],[ 5.18644068 96.81355932] ; [ 3.81355932 71.18644068],0
r2,1,0.232492,1.425553,[83 19] ; [66  9],[85.86440678 16.13559322] ; [63.13559322 11.86440678],0
s4,1,0.264636,1.244341,[25 78] ; [13 62],[21.98876404 81.01123596] ; [16.01123596 58.98876404],0
b1,1,0.285508,1.140681,[41 62] ; [24 51],[37.61235955 65.38764045] ; [27.38764045 47.61235955],0
s6,1,0.300731,1.070951,[41 61] ; [36 39],[44.37288136 57.62711864] ; [32.62711864 42.37288136],0
n3,1,0.332802,0.937965,[27 12] ; [18 13],[25.07142857 13.92857143] ; [19.92857143 11.07142857],0
b4,1,0.353642,0.860344,[56 47] ; [46 29],[59.02247191 43.97752809] ; [42.97752809 32.02247191],0
p2,1,0.363625,0.825336,[66 36] ; [52 21],[68.77714286 33.22285714] ; [49.22285714 23.77714286],0
s5,1,0.424347,0.638244,[20 82] ; [18 55],[22.14857143 79.85142857] ; [15.85142857 57.14857143],0
v4,1,0.434472,0.61084,[86 15] ; [66  8],[87.72571429 13.27428571] ; [64.27428571  9.72571429],0
u2,1,0.469343,0.523521,[28 28] ; [13  9],[29.43589744 26.56410256] ; [11.56410256 10.43589744],0
v3,1,0.471842,0.517658,[21 79] ; [18 52],[22.94117647 77.05882353] ; [16.05882353 53.94117647],0
b5,1,0.501987,0.450734,[58 45] ; [46 29],[60.17977528 42.82022472] ; [43.82022472 31.17977528],0
s3,1,0.506865,0.440533,[35 67] ; [29 45],[37.09090909 64.90909091] ; [26.90909091 47.09090909],0
p11,1,0.63987,0.218912,[64 39] ; [44 31],[62.49438202 40.50561798] ; [45.50561798 29.49438202],0
p9,1,0.652179,0.203164,[69 31] ; [48 25],[67.6300578 32.3699422] ; [49.3699422 23.6300578],0
s2,1,0.673388,0.177665,[29 74] ; [23 51],[30.25988701 72.74011299] ; [21.74011299 52.25988701],0
