Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.012646,6.21792,[7 3] ; [14 35],[3.55932203 6.44067797] ; [17.44067797 31.55932203],0
p7,1,0.082674,3.011538,[2 8] ; [24 24],[4.48275862 5.51724138] ; [21.51724138 26.48275862],0
r2,1,0.118954,2.431044,[8 2] ; [25 22],[5.78947368 4.21052632] ; [27.21052632 19.78947368],0
d5,1,0.127908,2.317714,[8 2] ; [27 23],[5.83333333 4.16666667] ; [29.16666667 20.83333333],0
s1,1,0.143672,2.138182,[2 8] ; [ 3 47],[0.83333333 9.16666667] ; [ 4.16666667 45.83333333],0
p1,1,0.143672,2.138182,[2 8] ; [ 3 47],[0.83333333 9.16666667] ; [ 4.16666667 45.83333333],0
d3,1,0.147892,2.093856,[7 3] ; [22 27],[4.91525424 5.08474576] ; [24.08474576 24.91525424],0
p9,1,0.147892,2.093856,[7 3] ; [22 27],[4.91525424 5.08474576] ; [24.08474576 24.91525424],0
p2,1,0.168747,1.894037,[2 7] ; [23 26],[3.87931034 5.12068966] ; [21.12068966 27.87931034],0
d2,1,0.19768,1.659429,[6 4] ; [19 31],[4.16666667 5.83333333] ; [20.83333333 29.16666667],0
n2,1,0.198814,1.651066,[1 3] ; [16 11],[2.19354839 1.80645161] ; [14.80645161 12.19354839],0
a6,1,0.203772,1.615128,[7 3] ; [24 26],[5.16666667 4.83333333] ; [25.83333333 24.16666667],0
a7,1,0.24716,1.339286,[7 3] ; [25 25],[5.33333333 4.66666667] ; [26.66666667 23.33333333],0
d1,1,0.275973,1.186813,[5 5] ; [16 34],[3.5 6.5] ; [17.5 32.5],0
p4,1,0.333769,0.934219,[1 8] ; [13 37],[2.13559322 6.86440678] ; [11.86440678 38.13559322],0
r3,1,0.351294,0.868778,[3 7] ; [23 27],[4.33333333 5.66666667] ; [21.66666667 28.33333333],0
p8,1,0.362151,0.83042,[1 8] ; [12 36],[2.05263158 6.94736842] ; [10.94736842 37.05263158],0
a2,1,0.368527,0.808625,[2 8] ; [ 5 45],[1.16666667 8.83333333] ; [ 5.83333333 44.16666667],0
s3,1,0.384933,0.754888,[3 7] ; [22 27],[4.23728814 5.76271186] ; [20.76271186 28.23728814],0
a3,1,0.384933,0.754888,[7 3] ; [27 22],[5.76271186 4.23728814] ; [28.23728814 20.76271186],0
s4,1,0.455639,0.556586,[1 9] ; [10 40],[1.83333333 8.16666667] ; [ 9.16666667 40.83333333],0
n4,1,0.488422,0.48,[6 4] ; [24 26],[5. 5.] ; [25. 25.],0
b5,1,0.488422,0.48,[4 6] ; [26 24],[5. 5.] ; [25. 25.],0
p10,1,0.519622,0.414644,[3 6] ; [22 27],[3.87931034 5.12068966] ; [21.12068966 27.87931034],0
s5,1,0.520414,0.413074,[1 9] ; [ 9 40],[1.69491525 8.30508475] ; [ 8.30508475 40.69491525],0
s7,1,0.528558,0.397163,[3 6] ; [11 36],[2.25 6.75] ; [11.75 35.25],0
v2,1,0.562589,0.335242,[4 6] ; [15 34],[3.22033898 6.77966102] ; [15.77966102 33.22033898],0
s2,1,0.601508,0.272727,[2 8] ; [14 36],[2.66666667 7.33333333] ; [13.33333333 36.66666667],0
a4,1,0.624206,0.24,[4 6] ; [16 34],[3.33333333 6.66666667] ; [16.66666667 33.33333333],0
a1,1,0.627626,0.235294,[2 8] ; [ 7 43],[1.5 8.5] ; [ 7.5 42.5],0
u2,1,0.635788,0.224293,[2 1] ; [12 11],[1.61538462 1.38461538] ; [12.38461538 10.61538462],0
n1,1,0.638662,0.220497,[1 3] ; [10 17],[1.41935484 2.58064516] ; [ 9.58064516 17.41935484],0
p3,1,0.691224,0.157763,[1 8] ; [ 8 41],[1.39655172 7.60344828] ; [ 7.60344828 41.39655172],0
b1,1,0.716503,0.131868,[6 4] ; [33 17],[6.5 3.5] ; [32.5 17.5],0
p11,1,0.716503,0.131868,[3 7] ; [18 32],[3.5 6.5] ; [17.5 32.5],0
a5,1,0.727724,0.121212,[5 5] ; [22 28],[4.5 5.5] ; [22.5 27.5],0
b2,1,0.733271,0.116129,[2 3] ; [10 21],[1.66666667 3.33333333] ; [10.33333333 20.66666667],0
b3,1,0.733271,0.116129,[2 3] ; [10 21],[1.66666667 3.33333333] ; [10.33333333 20.66666667],0
s8,1,0.734095,0.115385,[1 9] ; [ 7 43],[1.33333333 8.66666667] ; [ 6.66666667 43.33333333],0
r1,1,0.794003,0.068182,[3 7] ; [13 37],[2.66666667 7.33333333] ; [13.33333333 36.66666667],0
n3,1,0.834941,0.043417,[2 2] ; [12 15],[1.80645161 2.19354839] ; [12.19354839 14.80645161],0
s6,1,0.901225,0.015404,[3 7] ; [16 34],[3.16666667 6.83333333] ; [15.83333333 34.16666667],0
n5,1,0.908022,0.013348,[5 5] ; [26 24],[5.16666667 4.83333333] ; [25.83333333 24.16666667],0
b4,1,0.908022,0.013348,[5 5] ; [24 26],[4.83333333 5.16666667] ; [24.16666667 25.83333333],0
u3,1,0.918512,0.010467,[1 2] ; [ 7 16],[0.92307692 2.07692308] ; [ 7.07692308 15.92307692],0
v4,1,0.953094,0.00346,[5 5] ; [25 24],[5.08474576 4.91525424] ; [24.91525424 24.08474576],0
d4,1,1.0,0.0,[6 4] ; [30 20],[6. 4.] ; [30. 20.],0
