Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,29.016098,[ 3 27] ; [25  7],[13.5483871 16.4516129] ; [14.4516129 17.5483871],1
d3,1,1e-06,23.98676,[ 9 21] ; [29  3],[18.38709677 11.61290323] ; [19.61290323 12.38709677],1
d5,1,0.000278,13.2101,[16 14] ; [30  2],[22.25806452  7.74193548] ; [23.74193548  8.25806452],1
a2,1,0.00199,9.558764,[ 1 29] ; [11 21],[ 5.80645161 24.19354839] ; [ 6.19354839 25.80645161],0
a5,1,0.013398,6.115761,[18 12] ; [28  4],[22.25806452  7.74193548] ; [23.74193548  8.25806452],0
a3,1,0.018777,5.522183,[16 14] ; [26  6],[20.32258065  9.67741935] ; [21.67741935 10.32258065],0
a4,1,0.05943,3.553216,[ 8 22] ; [16 16],[11.61290323 18.38709677] ; [12.38709677 19.61290323],0
r2,1,0.071494,3.248388,[25  5] ; [31  1],[27.09677419  2.90322581] ; [28.90322581  3.09677419],0
p10,1,0.074766,3.175152,[16 14] ; [24  8],[19.35483871 10.64516129] ; [20.64516129 11.35483871],0
v3,1,0.124981,2.353769,[11 17] ; [ 6 23],[ 8.35087719 19.64912281] ; [ 8.64912281 20.35087719],0
s8,1,0.172801,1.85847,[ 9 21] ; [15 17],[11.61290323 18.38709677] ; [12.38709677 19.61290323],0
n1,1,0.197703,1.659259,[1 4] ; [5 4],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
n3,1,0.20686,1.593266,[3 2] ; [8 1],[3.92857143 1.07142857] ; [7.07142857 1.92857143],0
b3,1,0.209356,1.575873,[ 4 14] ; [ 9 13],[ 5.85 12.15] ; [ 7.15 14.85],0
b2,1,0.209356,1.575873,[ 4 14] ; [ 9 13],[ 5.85 12.15] ; [ 7.15 14.85],0
a7,1,0.211024,1.564384,[17 13] ; [23  9],[19.35483871 10.64516129] ; [20.64516129 11.35483871],0
s6,1,0.212968,1.551133,[16 14] ; [22 10],[18.38709677 11.61290323] ; [19.61290323 12.38709677],0
p4,1,0.212968,1.551133,[16 14] ; [22 10],[18.38709677 11.61290323] ; [19.61290323 12.38709677],0
p1,1,0.235281,1.408648,[ 6 24] ; [ 3 29],[ 4.35483871 25.64516129] ; [ 4.64516129 27.35483871],0
p6,1,0.244217,1.356086,[ 8 21] ; [13 18],[10.15 18.85] ; [10.85 20.15],0
v2,1,0.293223,1.104762,[12 16] ; [17 13],[14. 14.] ; [15. 15.],0
b5,1,0.324139,0.972171,[16 14] ; [21 11],[17.90322581 12.09677419] ; [19.09677419 12.90322581],0
p5,1,0.33319,0.936458,[ 1 29] ; [ 3 29],[ 1.93548387 28.06451613] ; [ 2.06451613 29.93548387],0
s7,1,0.407626,0.685714,[12 16] ; [ 9 19],[10.5 17.5] ; [10.5 17.5],0
n5,1,0.415214,0.663821,[11 18] ; [ 9 23],[ 9.50819672 19.49180328] ; [10.49180328 21.50819672],0
r3,1,0.43752,0.602778,[28  2] ; [28  4],[27.09677419  2.90322581] ; [28.90322581  3.09677419],0
s4,1,0.455334,0.55734,[ 6 24] ; [ 9 23],[ 7.25806452 22.74193548] ; [ 7.74193548 24.25806452],0
s3,1,0.464792,0.53433,[16 14] ; [20 12],[17.41935484 12.58064516] ; [18.58064516 13.41935484],0
s5,1,0.48598,0.485414,[ 7 21] ; [10 20],[ 8.20689655 19.79310345] ; [ 8.79310345 21.20689655],0
u2,1,0.516407,0.421062,[9 4] ; [5 1],[9.57894737 3.42105263] ; [4.42105263 1.57894737],0
p7,1,0.525427,0.403227,[19 11] ; [22  9],[20.16393443  9.83606557] ; [20.83606557 10.16393443],0
b1,1,0.552534,0.352796,[20 10] ; [19 13],[18.87096774 11.12903226] ; [20.12903226 11.87096774],0
u3,1,0.573138,0.31746,[10  4] ; [5 1],[10.5  3.5] ; [4.5 1.5],0
b4,1,0.622086,0.242947,[15 15] ; [18 14],[15.96774194 14.03225806] ; [17.03225806 14.96774194],0
r4,1,0.641618,0.216632,[25  5] ; [28  4],[25.64516129  4.35483871] ; [27.35483871  4.64516129],0
p11,1,0.749138,0.102257,[19 11] ; [19 13],[18.38709677 11.61290323] ; [19.61290323 12.38709677],0
v4,1,0.75592,0.096623,[27  3] ; [28  4],[26.61290323  3.38709677] ; [28.38709677  3.61290323],0
s2,1,0.779447,0.078423,[13 17] ; [15 17],[13.5483871 16.4516129] ; [14.4516129 17.5483871],0
p8,1,0.792961,0.068889,[16 14] ; [16 16],[15.48387097 14.51612903] ; [16.51612903 15.48387097],0
n4,1,0.817609,0.053186,[16 14] ; [18 14],[16.4516129 13.5483871] ; [17.5483871 14.4516129],0
p9,1,0.870878,0.02642,[21  9] ; [23  9],[21.29032258  8.70967742] ; [22.70967742  9.29032258],0
v1,1,0.899754,0.015869,[15 15] ; [15 16],[14.75409836 15.24590164] ; [15.24590164 15.75409836],0
p2,1,0.90092,0.0155,[24  6] ; [26  6],[24.19354839  5.80645161] ; [25.80645161  6.19354839],0
n2,1,0.92265,0.009428,[4 1] ; [7 2],[3.92857143 1.07142857] ; [7.07142857 1.92857143],0
a6,1,0.930983,0.007501,[20 10] ; [21 11],[19.83870968 10.16129032] ; [21.16129032 10.83870968],0
r1,1,0.944282,0.004884,[23  7] ; [24  7],[23.1147541  6.8852459] ; [23.8852459  7.1147541],0
a1,1,0.962993,0.002153,[ 1 29] ; [ 1 31],[ 0.96774194 29.03225806] ; [ 1.03225806 30.96774194],0
