Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.006879,7.304396,[12  1] ; [4 6],[9.04347826 3.95652174] ; [6.95652174 3.04347826],0
p10,1,0.025944,4.959744,[11  2] ; [4 6],[8.47826087 4.52173913] ; [6.52173913 3.47826087],0
p7,1,0.062579,3.467692,[12  1] ; [6 4],[10.17391304  2.82608696] ; [7.82608696 2.17391304],0
p8,1,0.072073,3.235165,[10  3] ; [4 6],[7.91304348 5.08695652] ; [6.08695652 3.91304348],0
a6,1,0.072073,3.235165,[10  3] ; [4 6],[7.91304348 5.08695652] ; [6.08695652 3.91304348],0
p11,1,0.073691,3.198832,[11  2] ; [5 5],[9.04347826 3.95652174] ; [6.95652174 3.04347826],0
n5,1,0.073691,3.198832,[11  2] ; [5 5],[9.04347826 3.95652174] ; [6.95652174 3.04347826],0
u2,1,0.078983,3.085714,[4 1] ; [2 5],[2.5 2.5] ; [3.5 3.5],0
r3,1,0.123324,2.374585,[8 5] ; [9 1],[9.60869565 3.39130435] ; [7.39130435 2.60869565],0
a3,1,0.133348,2.253089,[8 5] ; [3 7],[6.2173913 6.7826087] ; [4.7826087 5.2173913],0
r4,1,0.178978,1.80609,[ 3 10] ; [5 5],[4.52173913 8.47826087] ; [3.47826087 6.52173913],0
v3,1,0.191719,1.704359,[6 7] ; [2 8],[4.52173913 8.47826087] ; [3.47826087 6.52173913],0
b3,1,0.196667,1.666955,[4 5] ; [1 6],[2.8125 6.1875] ; [2.1875 4.8125],0
b2,1,0.196667,1.666955,[4 5] ; [1 6],[2.8125 6.1875] ; [2.1875 4.8125],0
s2,1,0.252781,1.30787,[7 6] ; [3 7],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
s6,1,0.305319,1.050816,[8 5] ; [4 6],[6.7826087 6.2173913] ; [5.2173913 4.7826087],0
n4,1,0.340144,0.90989,[8 5] ; [8 2],[9.04347826 3.95652174] ; [6.95652174 3.04347826],0
p5,1,0.340144,0.90989,[5 8] ; [2 8],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
a4,1,0.340144,0.90989,[5 8] ; [2 8],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
v4,1,0.340144,0.90989,[8 5] ; [8 2],[9.04347826 3.95652174] ; [6.95652174 3.04347826],0
s4,1,0.381905,0.76456,[ 3 10] ; [4 6],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
d4,1,0.381905,0.76456,[10  3] ; [6 4],[9.04347826 3.95652174] ; [6.95652174 3.04347826],0
a7,1,0.431333,0.619231,[6 7] ; [3 7],[5.08695652 7.91304348] ; [3.91304348 6.08695652],0
u3,1,0.558185,0.342857,[2 3] ; [4 3],[2.5 2.5] ; [3.5 3.5],0
s8,1,0.559847,0.33997,[4 9] ; [2 8],[3.39130435 9.60869565] ; [2.60869565 7.39130435],0
d5,1,0.559847,0.33997,[9 4] ; [8 2],[9.60869565 3.39130435] ; [7.39130435 2.60869565],0
r1,1,0.644965,0.212308,[4 9] ; [4 6],[4.52173913 8.47826087] ; [3.47826087 6.52173913],0
n6,1,0.707787,0.140498,[10  3] ; [7 3],[9.60869565 3.39130435] ; [7.39130435 2.60869565],0
n3,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
n1,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
v2,1,0.746188,0.104762,[4 8] ; [4 6],[4.36363636 7.63636364] ; [3.63636364 6.36363636],0
s3,1,0.767896,0.087101,[6 7] ; [4 6],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
d3,1,0.767896,0.087101,[6 7] ; [4 6],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
a8,1,0.772205,0.083806,[ 2 11] ; [2 8],[ 2.26086957 10.73913043] ; [1.73913043 8.26086957],0
s7,1,0.852179,0.034722,[5 7] ; [3 5],[4.8 7.2] ; [3.2 4.8],0
b5,1,0.854757,0.033508,[6 7] ; [5 5],[6.2173913 6.7826087] ; [4.7826087 5.2173913],0
p2,1,0.859234,0.031453,[10  3] ; [8 2],[10.17391304  2.82608696] ; [7.82608696 2.17391304],0
p6,1,0.940259,0.005617,[5 8] ; [4 6],[5.08695652 7.91304348] ; [3.91304348 6.08695652],0
v1,1,0.940259,0.005617,[5 8] ; [4 6],[5.08695652 7.91304348] ; [3.91304348 6.08695652],0
b1,1,0.940259,0.005617,[8 5] ; [6 4],[7.91304348 5.08695652] ; [6.08695652 3.91304348],0
s5,1,0.968296,0.00158,[4 9] ; [3 7],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
d1,1,0.968296,0.00158,[4 9] ; [3 7],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
b4,1,0.968296,0.00158,[4 9] ; [3 7],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
d2,1,0.968296,0.00158,[4 9] ; [3 7],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
