Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,59.237408,[250  22] ; [20 22],[233.88535032  38.11464968] ; [36.11464968  5.88535032],1
p10,1,0.0,32.424298,[252  18] ; [27 15],[241.44230769  28.55769231] ; [37.55769231  4.44230769],1
n6,1,0.0,26.781974,[256  17] ; [28 13],[246.91719745  26.08280255] ; [37.08280255  3.91719745],1
p9,1,1.3e-05,18.986452,[255  16] ; [31 11],[247.62300319  23.37699681] ; [38.37699681  3.62300319],1
r4,1,0.000289,13.142112,[261  12] ; [34  8],[255.66666667  17.33333333] ; [39.33333333  2.66666667],1
p2,1,0.001439,10.154686,[254  18] ; [33  9],[248.61146497  23.38853503] ; [38.38853503  3.61146497],0
s1,1,0.002331,9.268863,[  4 263] ; [ 4 38],[  6.91262136 260.08737864] ; [ 1.08737864 40.91262136],0
r2,1,0.006681,7.356779,[259  11] ; [36  6],[255.28846154  14.71153846] ; [39.71153846  2.28846154],0
p5,1,0.009614,6.705113,[ 59 212] ; [ 2 40],[ 52.81469649 218.18530351] ; [ 8.18530351 33.81469649],0
p8,1,0.009799,6.671004,[194  75] ; [22 20],[186.82958199  82.17041801] ; [29.17041801 12.82958199],0
p11,1,0.012419,6.250103,[236  37] ; [30 12],[230.53333333  42.46666667] ; [35.46666667  6.53333333],0
s8,1,0.017041,5.692112,[156 114] ; [16 26],[148.84615385 121.15384615] ; [23.15384615 18.84615385],0
d1,1,0.02033,5.38337,[192  81] ; [22 20],[185.46666667  87.53333333] ; [28.53333333 13.46666667],0
v3,1,0.035683,4.412187,[146 117] ; [16 26],[139.69180328 123.30819672] ; [22.30819672 19.69180328],0
s7,1,0.039179,4.2531,[152 102] ; [18 24],[145.87837838 108.12162162] ; [24.12162162 17.87837838],0
p7,1,0.051099,3.805012,[210  59] ; [27 15],[204.99356913  64.00643087] ; [32.00643087  9.99356913],0
s6,1,0.096061,2.769749,[202  65] ; [26 15],[197.64935065  69.35064935] ; [30.35064935 10.64935065],0
u3,1,0.109161,2.566323,[42 24] ; [12  2],[44.55 21.45] ; [9.45 4.55],0
d2,1,0.114861,2.486027,[152 120] ; [18 24],[147.2611465 124.7388535] ; [22.7388535 19.2611465],0
r1,1,0.133426,2.252186,[232  40] ; [32 10],[228.68789809  43.31210191] ; [35.31210191  6.68789809],0
b1,1,0.155318,2.019231,[105 168] ; [21 21],[109.2 163.8] ; [16.8 25.2],0
v2,1,0.156369,2.008993,[188  79] ; [25 17],[184.04854369  82.95145631] ; [28.95145631 13.04854369],0
d4,1,0.158415,1.989291,[236  36] ; [33  9],[233.01910828  38.98089172] ; [35.98089172  6.01910828],0
p3,1,0.159059,1.983149,[192  81] ; [25 17],[188.06666667  84.93333333] ; [28.93333333 13.06666667],0
v4,1,0.168076,1.900022,[264   8] ; [39  3],[262.47133758   9.52866242] ; [40.52866242  1.47133758],0
a3,1,0.189629,1.720497,[207  65] ; [28 14],[203.56687898  68.43312102] ; [31.43312102 10.56687898],0
u1,1,0.243022,1.362981,[ 68 205] ; [ 7 35],[ 65. 208.] ; [10. 32.],0
d5,1,0.278241,1.175664,[237  35] ; [34  8],[234.75159236  37.24840764] ; [36.24840764  5.75159236],0
b5,1,0.305865,1.048447,[166 107] ; [29 13],[169. 104.] ; [26. 16.],0
s3,1,0.327221,0.959863,[155 112] ; [21 21],[152.0776699 114.9223301] ; [23.9223301 18.0776699],0
a4,1,0.330686,0.946209,[138 133] ; [18 24],[135.06709265 135.93290735] ; [20.93290735 21.06709265],0
p1,1,0.360194,0.837217,[ 27 245] ; [ 6 35],[ 28.67731629 243.32268371] ; [ 4.32268371 36.67731629],0
a8,1,0.429563,0.624004,[ 37 203] ; [ 4 34],[ 35.39568345 204.60431655] ; [ 5.60431655 32.39568345],0
n1,1,0.52404,0.405934,[19 18] ; [4 6],[18.10638298 18.89361702] ; [4.89361702 5.10638298],0
