Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,56.215048,[223  68] ; [35 64],[192.50769231  98.49230769] ; [65.49230769 33.50769231],1
d3,1,0.0,27.822173,[233  59] ; [52 47],[212.83887468  79.16112532] ; [72.16112532 26.83887468],1
a2,1,2.1e-05,18.075327,[ 97 195] ; [11 88],[ 80.65473146 211.34526854] ; [27.34526854 71.65473146],1
b5,1,3.2e-05,17.276642,[193  99] ; [42 57],[175.49872123 116.50127877] ; [59.50127877 39.49872123],1
r2,1,5.5e-05,16.255432,[284   4] ; [88 10],[277.55440415  10.44559585] ; [94.44559585  3.55440415],1
r4,1,0.000106,15.025085,[276  16] ; [81 18],[266.60869565  25.39130435] ; [90.39130435  8.60869565],1
u1,1,0.00011,14.958675,[ 78 214] ; [ 8 91],[ 64.22506394 227.77493606] ; [21.77493606 77.22506394],1
r1,1,0.004222,8.185665,[247  42] ; [72 27],[237.6056701  51.3943299] ; [81.3943299 17.6056701],0
s7,1,0.007612,7.122574,[192  90] ; [79 17],[202.17460317  79.82539683] ; [68.82539683 27.17460317],0
s8,1,0.00927,6.770138,[172 119] ; [73 26],[182.80769231 108.19230769] ; [62.19230769 36.80769231],0
d1,1,0.013589,6.09077,[202  90] ; [55 44],[191.92838875 100.07161125] ; [65.07161125 33.92838875],0
b1,1,0.023215,5.152323,[104 188] ; [48 51],[113.5140665 178.4859335] ; [38.4859335 60.5140665],0
a1,1,0.038987,4.261431,[ 13 279] ; [10 89],[ 17.17647059 274.82352941] ; [ 5.82352941 93.17647059],0
b4,1,0.040437,4.199459,[176 116] ; [48 51],[167.28388747 124.71611253] ; [56.71611253 42.28388747],0
n3,1,0.041018,4.175274,[40 10] ; [17 12],[36.07594937 13.92405063] ; [20.92405063  8.07594937],0
n4,1,0.041234,4.166364,[228  63] ; [86 12],[234.89460154  56.10539846] ; [79.10539846 18.89460154],0
v4,1,0.045083,4.015536,[284   6] ; [92  6],[281.03092784   8.96907216] ; [94.96907216  3.03092784],0
n5,1,0.066101,3.377275,[226  63] ; [85 13],[232.24547804  56.75452196] ; [78.75452196 19.24547804],0
d4,1,0.079278,3.079647,[261  31] ; [81 17],[256.06153846  35.93846154] ; [85.93846154 12.06153846],0
v3,1,0.096875,2.75625,[113 167] ; [49 49],[120. 160.] ; [42. 56.],0
u3,1,0.097596,2.744393,[51 22] ; [10 10],[47.88172043 25.11827957] ; [13.11827957  6.88172043],0
n1,1,0.166002,1.918682,[17 33] ; [14 14],[19.87179487 30.12820513] ; [11.12820513 16.87179487],0
d5,1,0.185993,1.749075,[249  43] ; [78 20],[244.83076923  47.16923077] ; [82.16923077 15.83076923],0
p7,1,0.202167,1.626647,[193  88] ; [74 24],[197.96042216  83.03957784] ; [69.03957784 28.96042216],0
p1,1,0.204063,1.613056,[ 30 260] ; [ 6 93],[ 26.83804627 263.16195373] ; [ 9.16195373 89.83804627],0
p9,1,0.24636,1.343825,[261  26] ; [86 13],[258.00259067  28.99740933] ; [88.99740933 10.00259067],0
p3,1,0.249665,1.32518,[157 134] ; [60 39],[161.91538462 129.08461538] ; [55.08461538 43.91538462],0
p4,1,0.252577,1.308995,[206  85] ; [64 35],[201.46153846  89.53846154] ; [68.53846154 30.46153846],0
p10,1,0.283056,1.15236,[257  32] ; [84 15],[253.99226804  35.00773196] ; [87.00773196 11.99226804],0
p12,1,0.283105,1.152123,[ 35 257] ; [ 8 91],[ 32.11253197 259.88746803] ; [10.88746803 88.11253197],0
a3,1,0.293502,1.103486,[217  74] ; [79 20],[220.86153846  70.13846154] ; [75.13846154 23.86153846],0
a5,1,0.309602,1.032373,[227  65] ; [72 27],[223.29411765  68.70588235] ; [75.70588235 23.29411765],0
r3,1,0.372619,0.794911,[280   9] ; [94  5],[278.57216495  10.42783505] ; [95.42783505  3.57216495],0
s5,1,0.402864,0.699761,[134 144] ; [50 44],[137.50537634 140.49462366] ; [46.49462366 47.50537634],0
v2,1,0.403205,0.698747,[166 113] ; [53 44],[162.50265957 116.49734043] ; [56.49734043 40.50265957],0
v1,1,0.452988,0.563165,[158 124] ; [58 38],[161.14285714 120.85714286] ; [54.85714286 41.14285714],0
b3,1,0.510541,0.432958,[ 63 103] ; [31 42],[ 65.28870293 100.71129707] ; [28.71129707 44.28870293],0
b2,1,0.510541,0.432958,[ 63 103] ; [31 42],[ 65.28870293 100.71129707] ; [28.71129707 44.28870293],0
u4,1,0.516713,0.42045,[  8 284] ; [ 4 95],[  8.96163683 283.03836317] ; [ 3.03836317 95.96163683],0
n2,1,0.60789,0.263259,[40 10] ; [21  7],[39.1025641 10.8974359] ; [21.8974359  6.1025641],0
s1,1,0.609409,0.261036,[ 12 275] ; [ 3 96],[ 11.15284974 275.84715026] ; [ 3.84715026 95.15284974],0
u2,1,0.621959,0.243123,[44 28] ; [11  9],[43.04347826 28.95652174] ; [11.95652174  8.04347826],0
