Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.369716,[ 6 29] ; [34 14],[16.86746988 18.13253012] ; [23.13253012 24.86746988],1
p8,1,3.7e-05,17.039438,[ 7 28] ; [31 16],[16.2195122 18.7804878] ; [21.7804878 25.2195122],1
p6,1,0.001571,9.992905,[ 3 32] ; [19 29],[ 9.27710843 25.72289157] ; [12.72289157 35.27710843],0
s7,1,0.005622,7.667506,[ 6 28] ; [21 23],[11.76923077 22.23076923] ; [15.23076923 28.76923077],0
p3,1,0.006332,7.45319,[ 6 29] ; [22 26],[11.80722892 23.19277108] ; [16.19277108 31.80722892],0
v2,1,0.019678,5.440199,[11 23] ; [27 19],[16.15 17.85] ; [21.85 24.15],0
s6,1,0.026425,4.928024,[14 21] ; [31 17],[18.97590361 16.02409639] ; [26.02409639 21.97590361],0
u2,1,0.027001,4.890769,[4 9] ; [14  6],[7.09090909 5.90909091] ; [10.90909091  9.09090909],0
s8,1,0.031424,4.62963,[ 8 27] ; [22 26],[12.65060241 22.34939759] ; [17.34939759 30.65060241],0
p10,1,0.032675,4.562745,[21 14] ; [39  9],[25.30120482  9.69879518] ; [34.69879518 13.30120482],0
r1,1,0.044188,4.049357,[18 17] ; [35 13],[22.34939759 12.65060241] ; [30.65060241 17.34939759],0
n3,1,0.049436,3.860482,[10 11] ; [12  3],[12.83333333  8.16666667] ; [9.16666667 5.83333333],0
p2,1,0.057172,3.617573,[21 14] ; [38 10],[24.87951807 10.12048193] ; [34.12048193 13.87951807],0
p11,1,0.060813,3.515064,[22 13] ; [39  9],[25.72289157  9.27710843] ; [35.27710843 12.72289157],0
s3,1,0.072609,3.22304,[12 23] ; [26 22],[16.02409639 18.97590361] ; [21.97590361 26.02409639],0
v3,1,0.076298,3.142055,[ 5 29] ; [15 32],[ 8.39506173 25.60493827] ; [11.60493827 35.39506173],0
s2,1,0.092289,2.833985,[10 24] ; [23 25],[13.68292683 20.31707317] ; [19.31707317 28.68292683],0
n1,1,0.139135,2.1875,[ 3 18] ; [5 9],[ 4.8 16.2] ; [ 3.2 10.8],0
d3,1,0.167063,1.909104,[17 18] ; [30 17],[20.06097561 14.93902439] ; [26.93902439 20.06097561],0
n2,1,0.171857,1.866667,[14  7] ; [13  2],[15.75  5.25] ; [11.25  3.75],0
a7,1,0.178539,1.809741,[19 16] ; [33 15],[21.92771084 13.07228916] ; [30.07228916 17.92771084],0
r4,1,0.182281,1.778924,[24 11] ; [39  9],[26.56626506  8.43373494] ; [36.43373494 11.56626506],0
r3,1,0.220199,1.503076,[28  7] ; [43  5],[29.93975904  5.06024096] ; [41.06024096  6.93975904],0
v1,1,0.236774,1.399698,[14 21] ; [25 22],[16.64634146 18.35365854] ; [22.35365854 24.64634146],0
b1,1,0.244527,1.354306,[13 22] ; [24 24],[15.60240964 19.39759036] ; [21.39759036 26.60240964],0
s5,1,0.281005,1.162222,[ 5 30] ; [11 35],[ 6.91358025 28.08641975] ; [ 9.08641975 36.91358025],0
a8,1,0.285496,1.140741,[ 1 32] ; [ 4 40],[ 2.14285714 30.85714286] ; [ 2.85714286 41.14285714],0
b4,1,0.290763,1.116085,[23 12] ; [26 22],[20.6626506 14.3373494] ; [28.3373494 19.6626506],0
a5,1,0.31314,1.017385,[18 17] ; [30 18],[20.24096386 14.75903614] ; [27.75903614 20.24096386],0
n6,1,0.315221,1.008673,[28  7] ; [33 14],[26.03658537  8.96341463] ; [34.96341463 12.03658537],0
d5,1,0.408992,0.681729,[21 14] ; [33 15],[22.77108434 12.22891566] ; [31.22891566 16.77108434],0
v4,1,0.41865,0.654101,[31  4] ; [44  3],[32.01219512  2.98780488] ; [42.98780488  4.01219512],0
u1,1,0.446478,0.579577,[ 2 33] ; [ 5 43],[ 2.95180723 32.04819277] ; [ 4.04819277 43.95180723],0
p5,1,0.463486,0.537464,[ 1 34] ; [ 3 44],[ 1.70731707 33.29268293] ; [ 2.29268293 44.70731707],0
p1,1,0.476022,0.507962,[ 1 34] ; [ 3 45],[ 1.68674699 33.31325301] ; [ 2.31325301 45.68674699],0
a4,1,0.510946,0.432128,[10 25] ; [17 31],[11.38554217 23.61445783] ; [15.61445783 32.38554217],0
r2,1,0.515186,0.423521,[28  7] ; [41  7],[29.09638554  5.90361446] ; [39.90361446  8.09638554],0
d4,1,0.519136,0.41561,[23 12] ; [34 13],[24.32926829 10.67073171] ; [32.67073171 14.32926829],0
b5,1,0.532421,0.389769,[21 14] ; [32 16],[22.34939759 12.65060241] ; [30.65060241 17.34939759],0
d2,1,0.574977,0.314426,[13 22] ; [15 33],[11.80722892 23.19277108] ; [16.19277108 31.80722892],0
p9,1,0.59891,0.276644,[26  8] ; [39  9],[26.95121951  7.04878049] ; [38.04878049  9.95121951],0
s4,1,0.661852,0.191282,[ 8 27] ; [13 35],[ 8.85542169 26.14457831] ; [12.14457831 35.85542169],0
a3,1,0.677506,0.172947,[22 13] ; [28 20],[21.08433735 13.91566265] ; [28.91566265 19.08433735],0
