Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,125.755435,[39 73] ; [287  38],[83.55148741 28.44851259] ; [242.44851259  82.55148741],1
p4,1,8.5e-05,15.447282,[42 70] ; [190 132],[59.87096774 52.12903226] ; [172.12903226 149.87096774],1
a4,1,9.9e-05,15.147015,[28 84] ; [148 174],[45.41935484 66.58064516] ; [130.58064516 191.41935484],1
a2,1,0.000276,13.224144,[  9 103] ; [ 78 248],[22.24657534 89.75342466] ; [ 64.75342466 261.24657534],1
s4,1,0.000962,10.899087,[29 83] ; [ 40 278],[17.97209302 94.02790698] ; [ 51.02790698 266.97209302],1
a5,1,0.001018,10.7937,[61 51] ; [232  93],[75.09382151 36.90617849] ; [217.90617849 107.09382151],0
p1,1,0.001423,10.175291,[  1 109] ; [ 34 290],[  8.87096774 101.12903226] ; [ 26.12903226 297.87096774],0
p3,1,0.001727,9.819523,[34 78] ; [153 170],[48.14712644 63.85287356] ; [138.85287356 184.14712644],0
p6,1,0.003255,8.658461,[20 91] ; [105 216],[32.11805556 78.88194444] ; [ 92.88194444 228.11805556],0
p10,1,0.00358,8.485228,[74 36] ; [260  62],[85.0462963 24.9537037] ; [248.9537037  73.0462963],0
a8,1,0.004438,8.095229,[  4 101] ; [ 41 250],[11.93181818 93.06818182] ; [ 33.06818182 257.93181818],0
n3,1,0.006859,7.309607,[26 18] ; [49 10],[32.03883495 11.96116505] ; [42.96116505 16.03883495],0
n1,1,0.00856,6.912481,[ 8 37] ; [24 33],[14.11764706 30.88235294] ; [17.88235294 39.11764706],0
p8,1,0.008934,6.83598,[41 71] ; [163 157],[52.88888889 59.11111111] ; [151.11111111 168.88888889],0
v1,1,0.010135,6.610941,[39 70] ; [160 160],[50.56177156 58.43822844] ; [148.43822844 171.56177156],0
r4,1,0.010482,6.551016,[88 24] ; [288  38],[96.14611872 15.85388128] ; [279.85388128  46.14611872],0
u1,1,0.011371,6.406378,[  8 104] ; [ 55 271],[16.10958904 95.89041096] ; [ 46.89041096 279.10958904],0
v3,1,0.012849,6.189844,[25 83] ; [115 203],[35.49295775 72.50704225] ; [104.50704225 213.49295775],0
a6,1,0.013089,6.157,[65 47] ; [230  95],[75.60640732 36.39359268] ; [219.39359268 105.60640732],0
s7,1,0.013283,6.131052,[19 91] ; [ 91 219],[28.80952381 81.19047619] ; [ 81.19047619 228.80952381],0
d2,1,0.014758,5.945081,[36 76] ; [146 176],[46.96774194 65.03225806] ; [135.03225806 186.96774194],0
d1,1,0.023917,5.100615,[48 64] ; [180 146],[58.30136986 53.69863014] ; [169.69863014 156.30136986],0
r1,1,0.026913,4.896391,[73 39] ; [246  78],[81.94495413 30.05504587] ; [237.05504587  86.94495413],0
