Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.7e-05,18.544143,[13 24] ; [68 22],[23.5984252 13.4015748] ; [57.4015748 32.5984252],1
p8,1,0.307725,1.040415,[ 5 32] ; [19 70],[ 7.04761905 29.95238095] ; [16.95238095 72.04761905],0
a3,1,0.370356,0.802468,[19 18] ; [54 36],[21.26771654 15.73228346] ; [51.73228346 38.26771654],0
s8,1,0.370809,0.800952,[11 26] ; [20 70],[ 9.03149606 27.96850394] ; [21.96850394 68.03149606],0
a8,1,0.388462,0.74375,[ 3 31] ; [ 4 81],[ 2. 32.] ; [ 5. 80.],0
s3,1,0.390705,0.736746,[17 19] ; [35 55],[14.85714286 21.14285714] ; [37.14285714 52.85714286],0
n2,1,0.39329,0.728745,[10  5] ; [16 14],[8.66666667 6.33333333] ; [17.33333333 12.66666667],0
p3,1,0.402896,0.699666,[10 27] ; [18 71],[ 8.22222222 28.77777778] ; [19.77777778 69.22222222],0
s6,1,0.463428,0.537602,[16 20] ; [46 43],[17.856 18.144] ; [44.144 44.856],0
n3,1,0.507211,0.439817,[7 6] ; [20 11],[7.97727273 5.02272727] ; [19.02272727 11.97727273],0
v3,1,0.508043,0.438096,[ 7 24] ; [25 62],[ 8.40677966 22.59322034] ; [23.59322034 63.40677966],0
s5,1,0.596893,0.279707,[ 7 26] ; [22 63],[ 8.11016949 24.88983051] ; [20.88983051 64.11016949],0
d2,1,0.597027,0.279504,[15 22] ; [32 58],[13.69291339 23.30708661] ; [33.30708661 56.69291339],0
p1,1,0.625358,0.238408,[ 2 35] ; [ 7 82],[ 2.64285714 34.35714286] ; [ 6.35714286 82.64285714],0
s7,1,0.72453,0.124194,[10 23] ; [23 62],[ 9.22881356 23.77118644] ; [23.77118644 61.22881356],0
s4,1,0.724894,0.123852,[ 8 29] ; [17 73],[ 7.28346457 29.71653543] ; [17.71653543 72.28346457],0
v2,1,0.728076,0.120885,[16 18] ; [44 43],[16.85950413 17.14049587] ; [43.14049587 43.85950413],0
r3,1,0.736532,0.113198,[33  4] ; [82  8],[33.50393701  3.49606299] ; [81.49606299  8.50393701],0
v1,1,0.755029,0.097353,[16 21] ; [35 52],[15.21774194 21.78225806] ; [35.78225806 51.21774194],0
r4,1,0.760665,0.092786,[27 10] ; [68 22],[27.67716535  9.32283465] ; [67.32283465 22.67716535],0
b4,1,0.771344,0.084459,[22 15] ; [56 34],[22.72440945 14.27559055] ; [55.27559055 34.72440945],0
r2,1,0.845782,0.037831,[32  4] ; [78 11],[31.68  4.32] ; [78.32 10.68],0
p12,1,0.860674,0.030806,[ 1 35] ; [ 2 87],[ 0.864 35.136] ; [ 2.136 86.864],0
u2,1,0.937572,0.006134,[11  7] ; [21 14],[10.86792453  7.13207547] ; [21.13207547 13.86792453],0
r1,1,0.95379,0.003358,[26 11] ; [63 26],[26.13492063 10.86507937] ; [62.86507937 26.13492063],0
s2,1,0.969399,0.001472,[14 23] ; [34 55],[14.0952381 22.9047619] ; [33.9047619 55.0952381],0
a5,1,0.992572,8.7e-05,[21 16] ; [51 39],[20.97637795 16.02362205] ; [51.02362205 38.97637795],0
