Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.172645,[56 35] ; [272  18],[78.34120735 12.65879265] ; [249.65879265  40.34120735],1
a5,1,4.6e-05,16.612642,[42 49] ; [202  88],[58.27821522 32.72178478] ; [185.72178478 104.27821522],1
r3,1,6.7e-05,15.887861,[73 18] ; [271  17],[82.59630607  8.40369393] ; [261.40369393  26.59630607],1
v2,1,9.8e-05,15.179821,[28 60] ; [151 120],[43.87743733 44.12256267] ; [135.12256267 135.87743733],1
d4,1,0.000886,11.052337,[59 32] ; [234  53],[70.53703704 20.46296296] ; [222.46296296  64.53703704],1
p1,1,0.000982,10.861424,[12 78] ; [ 11 277],[ 5.47619048 84.52380952] ; [ 17.52380952 270.47619048],1
a8,1,0.001242,10.42613,[ 2 85] ; [ 41 227],[10.53802817 76.46197183] ; [ 32.46197183 235.53802817],0
v4,1,0.00206,9.494872,[77 13] ; [274  14],[83.57142857  6.42857143] ; [267.42857143  20.57142857],0
d1,1,0.00282,8.92061,[32 59] ; [154 136],[44.42519685 46.57480315] ; [141.57480315 148.42519685],0
s8,1,0.008862,6.850462,[20 71] ; [106 182],[30.25329815 60.74670185] ; [ 95.74670185 192.25329815],0
a3,1,0.012285,6.269268,[51 39] ; [204  84],[60.71428571 29.28571429] ; [194.28571429  93.71428571],0
s6,1,0.016984,5.697981,[39 50] ; [166 119],[48.78342246 40.21657754] ; [156.21657754 128.78342246],0
v1,1,0.017254,5.670323,[29 59] ; [135 150],[38.69168901 49.30831099] ; [125.30831099 159.69168901],0
d3,1,0.022758,5.186919,[44 45] ; [182 107],[53.21164021 35.78835979] ; [172.78835979 116.21164021],0
a6,1,0.026031,4.953944,[51 40] ; [198  90],[59.78627968 31.21372032] ; [189.21372032  98.78627968],0
a2,1,0.027186,4.878985,[10 81] ; [ 62 228],[17.19685039 73.80314961] ; [ 54.80314961 235.19685039],0
u1,1,0.027256,4.874539,[ 5 86] ; [ 41 249],[10.98687664 80.01312336] ; [ 35.01312336 254.98687664],0
s4,1,0.027392,4.865934,[22 69] ; [ 41 246],[15.16666667 75.83333333] ; [ 47.83333333 239.16666667],0
n4,1,0.028145,4.819153,[53 38] ; [204  85],[61.54473684 29.45526316] ; [195.45526316  93.54473684],0
s7,1,0.029311,4.749279,[25 65] ; [112 164],[33.68852459 56.31147541] ; [103.31147541 172.68852459],0
u2,1,0.031412,4.630322,[13 26] ; [46 39],[18.55645161 20.44354839] ; [40.44354839 44.55645161],0
a4,1,0.052697,3.7535,[28 62] ; [123 166],[35.85751979 54.14248021] ; [115.14248021 173.85751979],0
a1,1,0.056007,3.651851,[ 8 83] ; [ 11 279],[ 4.53805774 86.46194226] ; [ 14.46194226 275.53805774],0
p7,1,0.066359,3.370869,[32 55] ; [133 144],[39.43681319 47.56318681] ; [125.56318681 151.43681319],0
d5,1,0.085113,2.964466,[61 29] ; [222  67],[67.20316623 22.79683377] ; [215.79683377  73.20316623],0
p2,1,0.090944,2.857578,[56 34] ; [207  82],[62.45382586 27.54617414] ; [200.54617414  88.45382586],0
b1,1,0.096579,2.761146,[27 64] ; [114 176],[33.67716535 57.32283465] ; [107.32283465 182.67716535],0
p11,1,0.114742,2.48766,[57 34] ; [207  83],[63.05511811 27.94488189] ; [200.94488189  89.05511811],0
u3,1,0.129883,2.293906,[17 23] ; [49 37],[20.95238095 19.04761905] ; [45.04761905 40.95238095],0
s3,1,0.143813,2.136682,[41 50] ; [154 132],[47.06896552 43.93103448] ; [147.93103448 138.06896552],0
a7,1,0.193097,1.693828,[55 35] ; [198  91],[60.07915567 29.92084433] ; [192.92084433  96.07915567],0
p12,1,0.22669,1.461508,[ 2 88] ; [ 15 270],[ 4.08 85.92] ; [ 12.92 272.08],0
n1,1,0.264434,1.245394,[10 22] ; [37 50],[12.63865546 19.36134454] ; [34.36134454 52.63865546],0
s5,1,0.28179,1.158436,[19 67] ; [ 78 201],[22.85479452 63.14520548] ; [ 74.14520548 204.85479452],0
