Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,118.936185,[43 88] ; [198  25],[89.18361582 41.81638418] ; [151.81638418  71.18361582],1
s7,1,0.0,49.984436,[39 91] ; [148  66],[70.66860465 59.33139535] ; [116.33139535  97.66860465],1
s8,1,1.9e-05,18.256718,[47 86] ; [131  92],[66.5 66.5] ; [111.5 111.5],1
s5,1,0.000108,14.988906,[38 93] ; [107 106],[55.21802326 75.78197674] ; [ 89.78197674 123.21802326],1
s4,1,0.000396,12.54994,[ 20 112] ; [ 70 147],[34.04011461 97.95988539] ; [ 55.95988539 161.04011461],1
p6,1,0.000788,11.270319,[37 94] ; [102 118],[51.87749288 79.12250712] ; [ 87.12250712 132.87749288],1
d1,1,0.001295,10.349886,[59 74] ; [138  85],[73.59831461 59.40168539] ; [123.40168539  99.59831461],0
a3,1,0.002988,8.814689,[79 53] ; [167  56],[91.47042254 40.52957746] ; [154.52957746  68.47042254],0
d2,1,0.015542,5.853923,[51 82] ; [115 108],[62.01685393 70.98314607] ; [103.98314607 119.01685393],0
a2,1,0.038419,4.28636,[ 22 111] ; [ 58 165],[ 29.88764045 103.11235955] ; [ 50.11235955 172.88764045],0
d4,1,0.056821,3.627825,[102  31] ; [189  34],[108.71629213  24.28370787] ; [182.28370787  40.71629213],0
v4,1,0.061239,3.503501,[122  10] ; [214   7],[125.64305949   6.35694051] ; [210.35694051  10.64305949],0
p4,1,0.064138,3.427004,[75 58] ; [147  75],[83.17183099 49.82816901] ; [138.82816901  83.17183099],0
p9,1,0.100342,2.700096,[109  24] ; [195  26],[114.21468927  18.78531073] ; [189.78531073  31.21468927],0
b5,1,0.104919,2.629129,[75 58] ; [145  78],[82.19101124 50.80898876] ; [137.80898876  85.19101124],0
r2,1,0.139017,2.188809,[119  11] ; [209  10],[122.17765043   7.82234957] ; [205.82234957  13.17765043],0
