Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2.8e-05,17.542245,[4 6] ; [37  2],[8.36734694 1.63265306] ; [32.63265306  6.36734694],1
a7,1,9.5e-05,15.229215,[ 1 10] ; [29 10],[6.6 4.4] ; [23.4 15.6],1
p11,1,0.01087,6.486528,[4 7] ; [30  9],[7.48 3.52] ; [26.52 12.48],0
d3,1,0.01087,6.486528,[4 7] ; [30  9],[7.48 3.52] ; [26.52 12.48],0
r4,1,0.014529,5.972648,[5 6] ; [32  7],[8.14 2.86] ; [28.86 10.14],0
a6,1,0.016859,5.710956,[2 9] ; [23 16],[5.5 5.5] ; [19.5 19.5],0
s8,1,0.017819,5.613831,[ 1 10] ; [19 20],[4.4 6.6] ; [15.6 23.4],0
n4,1,0.01939,5.46599,[3 8] ; [26 13],[6.38 4.62] ; [22.62 16.38],0
p6,1,0.029995,4.709578,[2 9] ; [21 17],[5.16326531 5.83673469] ; [17.83673469 20.16326531],0
d5,1,0.059228,3.558868,[6 5] ; [32  7],[8.36 2.64] ; [29.64  9.36],0
p2,1,0.059228,3.558868,[6 5] ; [32  7],[8.36 2.64] ; [29.64  9.36],0
d1,1,0.063074,3.454665,[3 8] ; [23 16],[5.72 5.28] ; [20.28 18.72],0
n5,1,0.070008,3.282828,[4 7] ; [26 13],[6.6 4.4] ; [23.4 15.6],0
d2,1,0.070008,3.282828,[7 4] ; [13 26],[4.4 6.6] ; [15.6 23.4],0
p8,1,0.07194,3.238189,[2 9] ; [18 19],[4.58333333 6.41666667] ; [15.41666667 21.58333333],0
a5,1,0.103367,2.652814,[5 6] ; [28 11],[7.26 3.74] ; [25.74 13.26],0
b3,1,0.113846,2.5,[2 8] ; [10 10],[4. 6.] ; [ 8. 12.],0
b2,1,0.113846,2.5,[2 8] ; [10 10],[4. 6.] ; [ 8. 12.],0
v1,1,0.116162,2.46832,[3 7] ; [22 16],[5.20833333 4.79166667] ; [19.79166667 18.20833333],0
a3,1,0.122576,2.384094,[4 6] ; [26 13],[6.12244898 3.87755102] ; [23.87755102 15.12244898],0
n6,1,0.124471,2.36014,[7 4] ; [33  6],[8.8 2.2] ; [31.2  7.8],0
v2,1,0.137893,2.201318,[3 8] ; [19 17],[5.14893617 5.85106383] ; [16.85106383 19.14893617],0
s4,1,0.1468,2.105186,[6 5] ; [12 27],[3.96 7.04] ; [14.04 24.96],0
v4,1,0.158716,1.986419,[9 2] ; [37  2],[10.12  0.88] ; [35.88  3.12],0
v3,1,0.204249,1.611731,[1 9] ; [11 26],[2.55319149 7.44680851] ; [ 9.44680851 27.55319149],0
r3,1,0.248203,1.333389,[8 3] ; [34  5],[9.24 1.76] ; [32.76  6.24],0
u3,1,0.250829,1.318681,[3 4] ; [9 4],[4.2 2.8] ; [7.8 5.2],0
u2,1,0.250829,1.318681,[3 4] ; [9 4],[4.2 2.8] ; [7.8 5.2],0
r2,1,0.264685,1.244085,[8 3] ; [33  5],[9.20408163 1.79591837] ; [31.79591837  6.20408163],0
p5,1,0.305749,1.048951,[ 1 10] ; [ 9 30],[2.2 8.8] ; [ 7.8 31.2],0
p4,1,0.339807,0.911158,[5 6] ; [24 15],[6.38 4.62] ; [22.62 16.38],0
s2,1,0.37493,0.787258,[7 4] ; [30  9],[8.14 2.86] ; [28.86 10.14],0
b4,1,0.383841,0.758365,[10  1] ; [31  8],[9.02 1.98] ; [31.98  7.02],0
b1,1,0.424987,0.636485,[6 5] ; [16 23],[4.84 6.16] ; [17.16 21.84],0
s7,1,0.5914,0.288163,[5 5] ; [22 15],[5.74468085 4.25531915] ; [21.25531915 15.74468085],0
a1,1,0.595213,0.282276,[ 1 10] ; [ 6 33],[1.54 9.46] ; [ 5.46 33.54],0
b5,1,0.622718,0.242066,[6 5] ; [18 21],[5.28 5.72] ; [18.72 20.28],0
d4,1,0.650847,0.204834,[9 2] ; [34  5],[9.46 1.54] ; [33.54  5.46],0
n1,1,0.718904,0.129545,[2 2] ; [6 9],[1.68421053 2.31578947] ; [6.31578947 8.68421053],0
p3,1,0.732807,0.11655,[6 5] ; [19 20],[5.5 5.5] ; [19.5 19.5],0
p1,1,0.82315,0.04995,[2 9] ; [ 6 33],[1.76 9.24] ; [ 6.24 32.76],0
s1,1,0.87997,0.022803,[ 1 10] ; [ 3 36],[ 0.88 10.12] ; [ 3.12 35.88],0
a4,1,0.899255,0.016028,[4 7] ; [15 24],[4.18 6.82] ; [14.82 24.18],0
s3,1,0.899255,0.016028,[7 4] ; [24 15],[6.82 4.18] ; [24.18 14.82],0
n3,1,0.905565,0.014074,[2 2] ; [7 8],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
p7,1,0.966384,0.001776,[6 5] ; [21 17],[6.06122449 4.93877551] ; [20.93877551 17.06122449],0
s6,1,0.985603,0.000326,[9 2] ; [31  7],[8.97959184 2.02040816] ; [31.02040816  6.97959184],0
