Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,9e-06,19.821055,[2 8] ; [33  4],[7.44680851 2.55319149] ; [27.55319149  9.44680851],1
a5,1,0.004052,8.260577,[2 8] ; [26 11],[5.95744681 4.04255319] ; [22.04255319 14.95744681],0
p4,1,0.011342,6.41091,[2 8] ; [24 13],[5.53191489 4.46808511] ; [20.46808511 16.53191489],0
n5,1,0.018543,5.544097,[4 6] ; [29  8],[7.0212766 2.9787234] ; [25.9787234 11.0212766],0
n4,1,0.031724,4.613326,[3 7] ; [25 12],[5.95744681 4.04255319] ; [22.04255319 14.95744681],0
r4,1,0.03801,4.304561,[1 9] ; [17 20],[3.82978723 6.17021277] ; [14.17021277 22.82978723],0
p3,1,0.07055,3.270178,[1 9] ; [15 22],[3.40425532 6.59574468] ; [12.59574468 24.40425532],0
s8,1,0.093821,2.807562,[1 9] ; [14 23],[3.19148936 6.80851064] ; [11.80851064 25.19148936],0
n6,1,0.115198,2.481426,[5 5] ; [28  9],[7.0212766 2.9787234] ; [25.9787234 11.0212766],0
r3,1,0.141252,2.164265,[7 3] ; [32  4],[8.47826087 1.52173913] ; [30.52173913  5.47826087],0
d5,1,0.15514,2.020971,[4 6] ; [24 13],[5.95744681 4.04255319] ; [22.04255319 14.95744681],0
p7,1,0.15514,2.020971,[4 6] ; [24 13],[5.95744681 4.04255319] ; [22.04255319 14.95744681],0
a4,1,0.159407,1.97984,[1 9] ; [12 25],[2.76595745 7.23404255] ; [10.23404255 26.76595745],0
p2,1,0.162415,1.951597,[6 4] ; [30  7],[7.65957447 2.34042553] ; [28.34042553  8.65957447],0
v3,1,0.204249,1.611731,[1 9] ; [11 26],[2.55319149 7.44680851] ; [ 9.44680851 27.55319149],0
r1,1,0.290871,1.115584,[2 8] ; [14 23],[3.40425532 6.59574468] ; [12.59574468 24.40425532],0
b4,1,0.292594,1.107648,[7 3] ; [19 18],[5.53191489 4.46808511] ; [20.46808511 16.53191489],0
a2,1,0.310413,1.028919,[1 9] ; [ 1 36],[0.42553191 9.57446809] ; [ 1.57446809 35.42553191],0
d3,1,0.346073,0.887803,[4 6] ; [21 16],[5.31914894 4.68085106] ; [19.68085106 17.31914894],0
b5,1,0.346073,0.887803,[4 6] ; [21 16],[5.31914894 4.68085106] ; [19.68085106 17.31914894],0
s2,1,0.42608,0.633485,[4 6] ; [10 27],[2.9787234 7.0212766] ; [11.0212766 25.9787234],0
s7,1,0.45167,0.566457,[2 8] ; [11 23],[2.95454545 7.04545455] ; [10.04545455 23.95454545],0
u2,1,0.467267,0.528431,[3 2] ; [13  4],[3.63636364 1.36363636] ; [12.36363636  4.63636364],0
u3,1,0.518647,0.416583,[1 4] ; [ 6 11],[1.59090909 3.40909091] ; [ 5.40909091 11.59090909],0
b1,1,0.52404,0.405934,[6 4] ; [18 19],[5.10638298 4.89361702] ; [18.89361702 18.10638298],0
p8,1,0.52404,0.405934,[4 6] ; [19 18],[4.89361702 5.10638298] ; [18.10638298 18.89361702],0
d4,1,0.53646,0.38214,[6 4] ; [26 11],[6.80851064 3.19148936] ; [25.19148936 11.80851064],0
a6,1,0.626745,0.236501,[6 4] ; [19 18],[5.31914894 4.68085106] ; [19.68085106 17.31914894],0
v4,1,0.654088,0.200785,[6 4] ; [25 12],[6.59574468 3.40425532] ; [24.40425532 12.59574468],0
a7,1,0.702964,0.145406,[5 5] ; [21 16],[5.53191489 4.46808511] ; [20.46808511 16.53191489],0
s5,1,0.714955,0.133378,[3 7] ; [ 9 28],[2.55319149 7.44680851] ; [ 9.44680851 27.55319149],0
a8,1,0.725134,0.123626,[1 9] ; [ 5 30],[1.33333333 8.66666667] ; [ 4.66666667 30.33333333],0
n3,1,0.755497,0.09697,[4 1] ; [8 3],[3.75 1.25] ; [8.25 2.75],0
n2,1,0.755497,0.09697,[4 1] ; [8 3],[3.75 1.25] ; [8.25 2.75],0
a3,1,0.819678,0.051966,[5 5] ; [20 17],[5.31914894 4.68085106] ; [19.68085106 17.31914894],0
p1,1,0.849128,0.036188,[1 9] ; [ 3 34],[0.85106383 9.14893617] ; [ 3.14893617 33.85106383],0
p6,1,0.852069,0.034774,[3 7] ; [10 27],[2.76595745 7.23404255] ; [10.23404255 26.76595745],0
s6,1,0.853975,0.033874,[6 4] ; [21 16],[5.74468085 4.25531915] ; [21.25531915 15.74468085],0
v2,1,0.876376,0.0242,[5 5] ; [17 19],[4.7826087 5.2173913] ; [17.2173913 18.7826087],0
n1,1,0.889243,0.019394,[2 3] ; [4 7],[1.875 3.125] ; [4.125 6.875],0
d2,1,0.900685,0.015574,[4 6] ; [14 23],[3.82978723 6.17021277] ; [14.17021277 22.82978723],0
v1,1,0.900685,0.015574,[4 6] ; [14 23],[3.82978723 6.17021277] ; [14.17021277 22.82978723],0
s4,1,0.938552,0.005943,[2 8] ; [ 7 30],[1.91489362 8.08510638] ; [ 7.08510638 29.91489362],0
s3,1,0.98677,0.000275,[3 7] ; [11 26],[2.9787234 7.0212766] ; [11.0212766 25.9787234],0
d1,1,0.98677,0.000275,[3 7] ; [11 26],[2.9787234 7.0212766] ; [11.0212766 25.9787234],0
