Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,2.6e-05,17.71053,[23 14] ; [14 53],[13.16346154 23.83653846] ; [23.83653846 43.16346154],1
v3,1,0.000551,11.933147,[17 20] ; [10 57],[ 9.60576923 27.39423077] ; [17.39423077 49.60576923],1
n4,1,0.001892,9.651478,[28  9] ; [30 38],[20.43809524 16.56190476] ; [37.56190476 30.43809524],0
s6,1,0.004396,8.112367,[21 14] ; [21 47],[14.27184466 20.72815534] ; [27.72815534 40.27184466],0
d5,1,0.00497,7.890233,[25 12] ; [26 41],[18.14423077 18.85576923] ; [32.85576923 34.14423077],0
s8,1,0.008435,6.938748,[13 24] ; [ 9 59],[ 7.75238095 29.24761905] ; [14.24761905 53.75238095],0
d1,1,0.009983,6.637987,[12 25] ; [ 8 60],[ 7.04761905 29.95238095] ; [12.95238095 55.04761905],0
a3,1,0.012523,6.235305,[19 18] ; [18 49],[13.16346154 23.83653846] ; [23.83653846 43.16346154],0
d4,1,0.022312,5.221298,[26 11] ; [32 36],[20.43809524 16.56190476] ; [37.56190476 30.43809524],0
d3,1,0.026428,4.92778,[23 14] ; [26 40],[17.60194175 19.39805825] ; [31.39805825 34.60194175],0
s7,1,0.028818,4.778446,[13 20] ; [13 55],[ 8.4950495 24.5049505] ; [17.5049505 50.4950495],0
p5,1,0.04151,4.155054,[ 6 31] ; [ 3 64],[ 3.20192308 33.79807692] ; [ 5.79807692 61.20192308],0
p11,1,0.044938,4.020951,[28  9] ; [38 30],[23.25714286 13.74285714] ; [42.74285714 25.25714286],0
b4,1,0.045329,4.006359,[27 10] ; [36 32],[22.2 14.8] ; [40.8 27.2],0
p7,1,0.063815,3.435343,[23 14] ; [28 37],[18.5 18.5] ; [32.5 32.5],0
p6,1,0.07743,3.118044,[13 22] ; [14 53],[ 9.26470588 25.73529412] ; [17.73529412 49.26470588],0
n6,1,0.078871,3.088017,[30  7] ; [44 24],[26.07619048 10.92380952] ; [47.92380952 20.07619048],0
r3,1,0.082487,3.015203,[33  4] ; [51 17],[29.6  7.4] ; [54.4 13.6],0
n5,1,0.111328,2.535274,[25 12] ; [35 33],[21.14285714 15.85714286] ; [38.85714286 29.14285714],0
p10,1,0.142474,2.15103,[25 11] ; [36 30],[21.52941176 14.47058824] ; [39.47058824 26.52941176],0
a8,1,0.179834,1.798998,[ 1 32] ; [ 7 57],[ 2.72164948 30.27835052] ; [ 5.27835052 58.72164948],0
d2,1,0.216052,1.5304,[11 26] ; [13 55],[ 8.45714286 28.54285714] ; [15.54285714 52.45714286],0
p4,1,0.221728,1.493155,[17 20] ; [23 45],[14.0952381 22.9047619] ; [25.9047619 42.0952381],0
p2,1,0.223466,1.481975,[30  7] ; [47 20],[27.39423077  9.60576923] ; [49.60576923 17.39423077],0
p12,1,0.234961,1.410572,[ 3 34] ; [ 2 66],[ 1.76190476 35.23809524] ; [ 3.23809524 64.76190476],0
