Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,50.522097,[227  67] ; [47 69],[196.47804878  97.52195122] ; [77.52195122 38.47804878],1
a6,1,0.0,45.880193,[238  56] ; [55 61],[210.10243902  83.89756098] ; [82.89756098 33.10243902],1
a2,1,8.5e-05,15.4453,[ 70 224] ; [  8 108],[ 55.93170732 238.06829268] ; [22.06829268 93.93170732],1
d5,1,0.000646,11.639624,[245  49] ; [79 37],[232.33170732  61.66829268] ; [91.66829268 24.33170732],1
u1,1,0.003285,8.64204,[ 47 247] ; [  6 110],[ 38.00487805 255.99512195] ; [ 14.99512195 101.00487805],0
s5,1,0.006674,7.358606,[ 47 241] ; [31 78],[ 56.58438287 231.41561713] ; [21.41561713 87.58438287],0
d1,1,0.007816,7.075164,[167 127] ; [49 67],[154.88780488 139.11219512] ; [61.11219512 54.88780488],0
v2,1,0.010965,6.470963,[164 117] ; [50 63],[152.62436548 128.37563452] ; [61.37563452 51.62436548],0
d4,1,0.012802,6.196281,[238  56] ; [80 35],[228.58679707  65.41320293] ; [89.41320293 25.58679707],0
s3,1,0.031354,4.633468,[ 62 228] ; [36 78],[ 70.34653465 219.65346535] ; [27.65346535 86.34653465],0
b5,1,0.03981,4.22596,[187 107] ; [61 55],[177.83414634 116.16585366] ; [70.16585366 45.83414634],0
b1,1,0.057836,3.598391,[ 95 199] ; [49 67],[103.25853659 190.74146341] ; [40.74146341 75.25853659],0
u3,1,0.059617,3.548012,[55 36] ; [20 26],[49.81751825 41.18248175] ; [25.18248175 20.81751825],0
a3,1,0.075599,3.157075,[203  89] ; [70 46],[195.38235294  96.61764706] ; [77.61764706 38.38235294],0
s1,1,0.086284,2.942365,[  3 287] ; [  4 110],[  5.02475248 284.97524752] ; [  1.97524752 112.02475248],0
p2,1,0.095943,2.771714,[245  48] ; [88 27],[239.13970588  53.86029412] ; [93.86029412 21.13970588],0
p10,1,0.107907,2.584615,[225  65] ; [79 34],[218.75930521  71.24069479] ; [85.24069479 27.75930521],0
r1,1,0.115058,2.483334,[248  44] ; [91 25],[242.61764706  49.38235294] ; [96.38235294 19.61764706],0
s4,1,0.142492,2.150838,[ 24 266] ; [ 15 100],[ 27.92592593 262.07407407] ; [ 11.07407407 103.92592593],0
p4,1,0.145915,2.114441,[163 129] ; [54 59],[156.45432099 135.54567901] ; [60.54567901 52.45432099],0
v1,1,0.146948,2.103653,[146 143] ; [48 65],[139.46766169 149.53233831] ; [54.53233831 58.46766169],0
v4,1,0.214118,1.543362,[284  10] ; [107   7],[281.75  12.25] ; [109.25   4.75],0
n3,1,0.224356,1.476292,[47 17] ; [23  4],[49.23076923 14.76923077] ; [20.76923077  6.23076923],0
n6,1,0.230908,1.435258,[245  49] ; [90 25],[240.80684597  53.19315403] ; [94.19315403 20.80684597],0
p8,1,0.236315,1.402445,[156 131] ; [54 59],[150.675 136.325] ; [59.325 53.675],0
n2,1,0.255686,1.291968,[44 20] ; [24  6],[46.29787234 17.70212766] ; [21.70212766  8.29787234],0
b3,1,0.277476,1.179409,[ 60 115] ; [28 39],[ 63.63636364 111.36363636] ; [24.36363636 42.63636364],0
b2,1,0.277476,1.179409,[ 60 115] ; [28 39],[ 63.63636364 111.36363636] ; [24.36363636 42.63636364],0
r2,1,0.292002,1.110368,[284   9] ; [108   6],[282.2014742  10.7985258] ; [109.7985258   4.2014742],0
a1,1,0.364135,0.823581,[ 10 284] ; [  2 114],[  8.60487805 285.39512195] ; [  3.39512195 112.60487805],0
a5,1,0.365304,0.819577,[211  83] ; [78 38],[207.23414634  86.76585366] ; [81.76585366 34.23414634],0
d2,1,0.380745,0.768297,[124 170] ; [54 61],[127.95110024 166.04889976] ; [50.04889976 64.95110024],0
