Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,102.599162,[54 47] ; [314  18],[85.83833718 15.16166282] ; [282.16166282  49.83833718],1
r2,1,0.0,54.167946,[72 26] ; [320  10],[89.75700935  8.24299065] ; [302.24299065  27.75700935],1
v4,1,0.0,41.647104,[76 24] ; [319  12],[91.64733179  8.35266821] ; [303.35266821  27.64733179],1
r3,1,0.0,28.510052,[76 24] ; [312  19],[90.02320186  9.97679814] ; [297.97679814  33.02320186],1
d1,1,0.0,27.084533,[32 69] ; [203 129],[54.81524249 46.18475751] ; [180.18475751 151.81524249],1
v2,1,2e-06,22.605033,[30 68] ; [183 132],[50.54237288 47.45762712] ; [162.45762712 152.54237288],1
s8,1,3e-06,21.694725,[18 83] ; [143 186],[37.81627907 63.18372093] ; [123.18372093 205.81627907],1
d5,1,4e-06,21.233238,[62 39] ; [275  56],[78.78935185 22.21064815] ; [258.21064815  72.78935185],1
v3,1,7e-06,20.165422,[20 79] ; [145 174],[39.07894737 59.92105263] ; [125.92105263 193.07894737],1
d3,1,1.2e-05,19.155474,[45 56] ; [227 104],[63.59259259 37.40740741] ; [208.40740741 122.59259259],1
d4,1,1.5e-05,18.782497,[62 39] ; [270  59],[77.98139535 23.01860465] ; [254.01860465  74.98139535],1
a5,1,1.9e-05,18.282373,[57 44] ; [259  73],[73.70900693 27.29099307] ; [242.29099307  89.70900693],1
a7,1,0.000125,14.718728,[53 48] ; [241  90],[68.73611111 32.26388889] ; [225.26388889 105.73611111],1
s6,1,0.000209,13.750649,[46 53] ; [220 108],[61.67213115 37.32786885] ; [204.32786885 123.67213115],1
a2,1,0.000236,13.523091,[11 90] ; [ 96 236],[24.95842956 76.04157044] ; [ 82.04157044 249.95842956],1
a3,1,0.000245,13.451743,[56 45] ; [246  84],[70.77030162 30.22969838] ; [231.22969838  98.77030162],1
u1,1,0.000388,12.590507,[ 5 96] ; [ 66 266],[16.56120092 84.43879908] ; [ 54.43879908 277.56120092],1
n6,1,0.000423,12.427652,[76 24] ; [297  34],[86.54292343 13.45707657] ; [286.45707657  44.54292343],1
p2,1,0.000568,11.877507,[64 37] ; [265  66],[76.91898148 24.08101852] ; [252.08101852  78.91898148],1
u3,1,0.001418,10.182624,[14 31] ; [52 34],[22.67175573 22.32824427] ; [43.32824427 42.67175573],0
a6,1,0.001483,10.099533,[57 44] ; [242  89],[69.90509259 31.09490741] ; [229.09490741 101.90509259],0
s5,1,0.001815,9.728216,[15 83] ; [102 223],[27.10638298 70.89361702] ; [ 89.89361702 235.10638298],0
p11,1,0.001935,9.610144,[67 34] ; [269  63],[78.37413395 22.62586605] ; [257.62586605  74.37413395],0
s7,1,0.002177,9.394359,[29 67] ; [151 164],[42.04379562 53.95620438] ; [137.95620438 177.04379562],0
n4,1,0.003678,8.436553,[77 24] ; [292  40],[86.07159353 14.92840647] ; [282.92840647  49.07159353],0
p4,1,0.006197,7.491983,[38 63] ; [175 154],[50.03023256 50.96976744] ; [162.96976744 166.03023256],0
s2,1,0.010463,6.554301,[34 67] ; [157 169],[45.17798595 55.82201405] ; [145.82201405 180.17798595],0
u2,1,0.011187,6.435416,[15 29] ; [49 36],[21.82945736 22.17054264] ; [42.17054264 42.82945736],0
a4,1,0.011763,6.346254,[33 67] ; [156 174],[43.95348837 56.04651163] ; [145.04651163 184.95348837],0
p8,1,0.012437,6.247443,[31 69] ; [147 179],[41.78403756 58.21596244] ; [136.21596244 189.78403756],0
d2,1,0.014253,6.006572,[38 61] ; [173 157],[48.69230769 50.30769231] ; [162.30769231 167.69230769],0
v1,1,0.015041,5.911717,[38 59] ; [172 151],[48.5 48.5] ; [161.5 161.5],0
p10,1,0.015742,5.831468,[71 29] ; [271  59],[79.53488372 20.46511628] ; [262.46511628  67.53488372],0
p12,1,0.019356,5.469055,[ 1 99] ; [ 24 308],[ 5.78703704 94.21296296] ; [ 19.21296296 312.78703704],0
s4,1,0.025959,4.958767,[22 79] ; [ 42 287],[15.03255814 85.96744186] ; [ 48.96744186 280.03255814],0
p7,1,0.028142,4.819343,[41 59] ; [173 150],[50.59101655 49.40898345] ; [163.40898345 159.59101655],0
s3,1,0.037714,4.317864,[44 57] ; [180 145],[53.10798122 47.89201878] ; [170.89201878 154.10798122],0
p3,1,0.052511,3.7594,[34 67] ; [147 183],[42.41531323 58.58468677] ; [138.58468677 191.41531323],0
a1,1,0.071,3.259739,[ 8 93] ; [ 12 320],[ 4.66512702 96.33487298] ; [ 15.33487298 316.66512702],0
a8,1,0.15012,2.07103,[10 86] ; [ 49 249],[14.37563452 81.62436548] ; [ 44.62436548 253.37563452],0
p9,1,0.256237,1.288974,[75 23] ; [268  60],[78.90610329 19.09389671] ; [264.09389671  63.90610329],0
p1,1,0.440227,0.59569,[ 9 92] ; [ 22 309],[ 7.24768519 93.75231481] ; [ 23.75231481 307.24768519],0
u4,1,0.464894,0.534087,[  1 100] ; [  7 325],[ 1.86605081 99.13394919] ; [  6.13394919 325.86605081],0
s1,1,0.634496,0.226014,[ 3 98] ; [ 13 312],[ 3.79342723 97.20657277] ; [ 12.20657277 312.79342723],0
p5,1,0.636073,0.223915,[ 9 90] ; [ 25 303],[ 7.88290398 91.11709602] ; [ 26.11709602 301.88290398],0
