Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,7e-05,15.803632,[54 49] ; [ 38 101],[39.15702479 63.84297521] ; [52.84297521 86.15702479],1
r1,1,0.002024,9.527523,[80 25] ; [85 63],[68.47826087 36.52173913] ; [96.52173913 51.47826087],0
s8,1,0.003279,8.645463,[40 66] ; [ 31 117],[29.62992126 76.37007874] ; [ 41.37007874 106.62992126],0
s6,1,0.004087,8.244865,[66 36] ; [68 79],[54.89156627 47.10843373] ; [79.10843373 67.89156627],0
a2,1,0.0043,8.152687,[11 96] ; [  3 145],[  5.8745098 101.1254902] ; [  8.1254902 139.8745098],0
p9,1,0.005108,7.840778,[85 21] ; [90 51],[75.10121457 30.89878543] ; [99.89878543 41.10121457],0
v3,1,0.006797,7.325823,[36 70] ; [ 27 116],[26.81927711 79.18072289] ; [ 36.18072289 106.81927711],0
a5,1,0.012722,6.207412,[61 46] ; [61 87],[51.19215686 55.80784314] ; [70.80784314 77.19215686],0
u1,1,0.012891,6.184037,[ 8 99] ; [  2 146],[  4.19607843 102.80392157] ; [  5.80392157 142.19607843],0
p4,1,0.01636,5.763794,[40 67] ; [ 34 111],[31.42063492 75.57936508] ; [ 42.57936508 102.42063492],0
p10,1,0.017653,5.630282,[78 26] ; [86 56],[69.33333333 34.66666667] ; [94.66666667 47.33333333],0
r2,1,0.021374,5.296006,[94 10] ; [117  30],[87.42629482 16.57370518] ; [123.57370518  23.42629482],0
s7,1,0.023597,5.124003,[42 59] ; [ 39 102],[33.80578512 67.19421488] ; [47.19421488 93.80578512],0
r4,1,0.025802,4.969205,[87 20] ; [102  46],[79.30588235 27.69411765] ; [109.69411765  38.30588235],0
p5,1,0.036246,4.38551,[ 8 98] ; [  3 142],[  4.64541833 101.35458167] ; [  6.35458167 138.64541833],0
p6,1,0.04857,3.890158,[28 77] ; [ 24 122],[21.75298805 83.24701195] ; [ 30.24701195 115.75298805],0
s2,1,0.050531,3.823748,[47 58] ; [48 99],[39.58333333 65.41666667] ; [55.41666667 91.58333333],0
n4,1,0.05146,3.793229,[72 33] ; [83 64],[64.58333333 40.41666667] ; [90.41666667 56.58333333],0
u3,1,0.063061,3.454997,[25 19] ; [29 45],[20.13559322 23.86440678] ; [33.86440678 40.13559322],0
a4,1,0.067316,3.347286,[31 74] ; [ 29 119],[24.90118577 80.09881423] ; [ 35.09881423 112.90118577],0
r3,1,0.068021,3.330137,[93 11] ; [119  28],[87.84063745 16.15936255] ; [124.15936255  22.84063745],0
p1,1,0.093779,2.808274,[10 97] ; [  6 139],[  6.79365079 100.20634921] ; [  9.20634921 135.79365079],0
a3,1,0.100051,2.704729,[63 43] ; [72 75],[56.56126482 49.43873518] ; [78.43873518 68.56126482],0
b1,1,0.121319,2.400215,[36 71] ; [64 84],[41.96078431 65.03921569] ; [58.03921569 89.96078431],0
s3,1,0.123997,2.366099,[54 50] ; [61 84],[48.03212851 55.96787149] ; [66.96787149 78.03212851],0
v4,1,0.127735,2.319813,[93 10] ; [122  24],[88.93574297 14.06425703] ; [126.06425703  19.93574297],0
b5,1,0.129366,2.30009,[68 39] ; [80 68],[62.10196078 44.89803922] ; [85.89803922 62.10196078],0
a8,1,0.133416,2.252295,[19 80] ; [ 17 123],[14.91213389 84.08786611] ; [ 21.08786611 118.91213389],0
n5,1,0.152099,2.051068,[75 31] ; [90 55],[69.6812749 36.3187251] ; [95.3187251 49.6812749],0
p2,1,0.163942,1.937483,[80 27] ; [98 49],[74.98425197 32.01574803] ; [103.01574803  43.98425197],0
p7,1,0.180628,1.792447,[52 51] ; [59 82],[46.85655738 56.14344262] ; [64.14344262 76.85655738],0
n6,1,0.213464,1.547777,[79 26] ; [100  47],[74.58333333 30.41666667] ; [104.41666667  42.58333333],0
d3,1,0.221393,1.495317,[50 57] ; [57 89],[45.25296443 61.74703557] ; [61.74703557 84.25296443],0
n2,1,0.246245,1.344483,[27  5] ; [42 15],[24.80898876  7.19101124] ; [44.19101124 12.80898876],0
p11,1,0.247376,1.338062,[74 33] ; [92 56],[69.65490196 37.34509804] ; [96.34509804 51.65490196],0
s4,1,0.313021,1.017885,[16 91] ; [ 29 117],[19.03162055 87.96837945] ; [ 25.96837945 120.03162055],0
s5,1,0.352669,0.863831,[27 75] ; [ 31 114],[23.951417 78.048583] ; [ 34.048583 110.951417],0
a1,1,0.372724,0.794563,[  7 100] ; [  6 142],[  5.45490196 101.54509804] ; [  7.54509804 140.45490196],0
d5,1,0.433922,0.612302,[57 50] ; [71 76],[53.92125984 53.07874016] ; [74.07874016 72.92125984],0
b2,1,0.467938,0.52684,[23 44] ; [20 50],[21.02919708 45.97080292] ; [21.97080292 48.02919708],0
b3,1,0.467938,0.52684,[23 44] ; [20 50],[21.02919708 45.97080292] ; [21.97080292 48.02919708],0
d4,1,0.469286,0.523657,[62 45] ; [79 69],[59.16470588 47.83529412] ; [81.83529412 66.16470588],0
p8,1,0.474545,0.511374,[38 66] ; [47 99],[35.36 68.64] ; [49.64 96.36],0
u2,1,0.506009,0.442311,[23 21] ; [34 40],[21.25423729 22.74576271] ; [35.74576271 38.25423729],0
n3,1,0.536493,0.382079,[23  9] ; [36 19],[21.70114943 10.29885057] ; [37.29885057 17.70114943],0
p12,1,0.603906,0.269145,[  5 101] ; [  5 141],[  4.20634921 101.79365079] ; [  5.79365079 140.20634921],0
a6,1,0.622891,0.241826,[59 48] ; [77 71],[57.06666667 49.93333333] ; [78.93333333 69.06666667],0
d2,1,0.831078,0.045505,[17 90] ; [ 25 123],[17.62352941 89.37647059] ; [ 24.37647059 123.62352941],0
a7,1,0.848546,0.036471,[64 42] ; [87 60],[63.26482213 42.73517787] ; [87.73517787 59.26482213],0
s1,1,0.911799,0.01227,[ 6 97] ; [  9 137],[ 6.20481928 96.79518072] ; [  8.79518072 137.20481928],0
n1,1,0.954285,0.003286,[13 19] ; [22 33],[12.87356322 19.12643678] ; [22.12643678 32.87356322],0
b4,1,0.980878,0.000574,[58 49] ; [80 68],[57.90588235 49.09411765] ; [80.09411765 67.90588235],0
