Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4.7e-05,16.57026,[27  7] ; [28 47],[17.1559633 16.8440367] ; [37.8440367 37.1559633],1
a5,1,0.007729,7.09513,[30  6] ; [47 34],[23.69230769 12.30769231] ; [53.30769231 27.69230769],0
s2,1,0.046884,3.949556,[19 17] ; [27 54],[14.15384615 21.84615385] ; [31.84615385 49.15384615],0
a2,1,0.070794,3.264509,[ 3 33] ; [18 63],[ 6.46153846 29.53846154] ; [14.53846154 66.46153846],0
p10,1,0.087942,2.911647,[25 10] ; [43 36],[20.87719298 14.12280702] ; [47.12280702 31.87719298],0
p8,1,0.093947,2.805405,[19 16] ; [30 50],[14.91304348 20.08695652] ; [34.08695652 45.91304348],0
r3,1,0.132562,2.262243,[35  1] ; [71  9],[32.89655172  3.10344828] ; [73.10344828  6.89655172],0
p5,1,0.13743,2.206501,[ 3 32] ; [ 2 79],[ 1.50862069 33.49137931] ; [ 3.49137931 77.50862069],0
v4,1,0.142854,2.14694,[34  2] ; [67 12],[31.6173913  4.3826087] ; [69.3826087  9.6173913],0
d2,1,0.143405,2.141034,[10 26] ; [34 47],[13.53846154 22.46153846] ; [30.46153846 50.53846154],0
v1,1,0.169098,1.890919,[20 16] ; [33 46],[16.59130435 19.40869565] ; [36.40869565 42.59130435],0
p12,1,0.171113,1.873164,[ 2 33] ; [ 1 78],[ 0.92105263 34.07894737] ; [ 2.07894737 76.92105263],0
p4,1,0.205832,1.600503,[18 17] ; [31 49],[14.91304348 20.08695652] ; [34.08695652 45.91304348],0
p9,1,0.223031,1.484758,[25 10] ; [47 32],[22.10526316 12.89473684] ; [49.89473684 29.10526316],0
u3,1,0.229766,1.442308,[7 6] ; [19  7],[8.66666667 4.33333333] ; [17.33333333  8.66666667],0
a6,1,0.255567,1.292614,[21 15] ; [56 25],[23.69230769 12.30769231] ; [53.30769231 27.69230769],0
p3,1,0.2561,1.289715,[16 19] ; [28 53],[13.27586207 21.72413793] ; [30.72413793 50.27586207],0
r4,1,0.262227,1.256962,[33  3] ; [68 13],[31.07692308  4.92307692] ; [69.92307692 11.07692308],0
p1,1,0.302456,1.063333,[ 3 33] ; [ 3 77],[ 1.86206897 34.13793103] ; [ 4.13793103 75.86206897],0
b4,1,0.314532,1.01155,[24 12] ; [46 35],[21.53846154 14.46153846] ; [48.46153846 32.53846154],0
s8,1,0.329121,0.952352,[13 23] ; [22 59],[10.76923077 25.23076923] ; [24.23076923 56.76923077],0
b5,1,0.375185,0.78642,[20 16] ; [52 29],[22.15384615 13.84615385] ; [49.84615385 31.15384615],0
a3,1,0.420411,0.649166,[22 14] ; [55 25],[23.89655172 12.10344828] ; [53.10344828 26.89655172],0
n4,1,0.440233,0.595674,[21 15] ; [41 40],[19.07692308 16.92307692] ; [42.92307692 38.07692308],0
a8,1,0.472368,0.516431,[ 2 30] ; [ 8 67],[ 2.99065421 29.00934579] ; [ 7.00934579 67.99065421],0
