Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000603,11.766311,[25  1] ; [2 3],[22.64516129  3.35483871] ; [4.35483871 0.64516129],1
r1,1,0.012645,6.218168,[20  6] ; [1 4],[17.61290323  8.38709677] ; [3.38709677 1.61290323],0
s6,1,0.047786,3.91751,[15  7] ; [1 4],[13.03703704  8.96296296] ; [2.96296296 2.03703704],0
n6,1,0.048434,3.894872,[24  2] ; [3 2],[22.64516129  3.35483871] ; [4.35483871 0.64516129],0
v2,1,0.101707,2.678571,[15 10] ; [1 4],[13.33333333 11.66666667] ; [2.66666667 2.33333333],0
b1,1,0.137916,2.201058,[13 13] ; [5 1],[14.625 11.375] ; [3.375 2.625],0
d1,1,0.184963,1.757293,[14 12] ; [5 1],[15.4375 10.5625] ; [3.5625 2.4375],0
d3,1,0.184963,1.757293,[14 12] ; [5 1],[15.4375 10.5625] ; [3.5625 2.4375],0
v1,1,0.235605,1.406699,[17  8] ; [2 3],[15.83333333  9.16666667] ; [3.16666667 1.83333333],0
s5,1,0.238821,1.38754,[15  7] ; [2 3],[13.85185185  8.14814815] ; [3.14814815 1.85185185],0
p10,1,0.256727,1.286322,[24  1] ; [5 1],[23.38709677  1.61290323] ; [5.61290323 0.38709677],0
p8,1,0.371332,0.799201,[18  8] ; [3 3],[17.0625  8.9375] ; [3.9375 2.0625],0
b3,1,0.412086,0.672773,[ 9 10] ; [1 3],[ 8.26086957 10.73913043] ; [1.73913043 2.26086957],0
b2,1,0.412086,0.672773,[ 9 10] ; [1 3],[ 8.26086957 10.73913043] ; [1.73913043 2.26086957],0
n4,1,0.451323,0.567326,[21  5] ; [4 2],[20.3125  5.6875] ; [4.6875 1.3125],0
a2,1,0.451323,0.567326,[ 5 21] ; [2 4],[ 5.6875 20.3125] ; [1.3125 4.6875],0
a7,1,0.4829,0.492308,[17  9] ; [3 3],[16.25  9.75] ; [3.75 2.25],0
a6,1,0.488593,0.479623,[18  8] ; [5 1],[18.6875  7.3125] ; [4.3125 1.6875],0
a1,1,0.496631,0.462128,[ 2 24] ; [1 5],[ 2.4375 23.5625] ; [0.5625 5.4375],0
p9,1,0.496631,0.462128,[24  2] ; [5 1],[23.5625  2.4375] ; [5.4375 0.5625],0
a5,1,0.600991,0.273504,[20  6] ; [4 2],[19.5  6.5] ; [4.5 1.5],0
s2,1,0.627072,0.236053,[ 8 18] ; [1 4],[ 7.5483871 18.4516129] ; [1.4516129 3.5483871],0
s3,1,0.627072,0.236053,[ 8 18] ; [1 4],[ 7.5483871 18.4516129] ; [1.4516129 3.5483871],0
n2,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
n3,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
a4,1,0.732074,0.117216,[11 15] ; [3 3],[11.375 14.625] ; [2.625 3.375],0
u1,1,0.732074,0.117216,[ 6 20] ; [1 5],[ 5.6875 20.3125] ; [1.3125 4.6875],0
p1,1,0.752917,0.099096,[ 7 19] ; [2 4],[ 7.3125 18.6875] ; [1.6875 4.3125],0
b4,1,0.815076,0.054701,[16 10] ; [4 2],[16.25  9.75] ; [3.75 2.25],0
b5,1,0.815076,0.054701,[16 10] ; [4 2],[16.25  9.75] ; [3.75 2.25],0
d2,1,0.815076,0.054701,[16 10] ; [4 2],[16.25  9.75] ; [3.75 2.25],0
n5,1,0.884673,0.021039,[21  5] ; [5 1],[21.125  4.875] ; [4.875 1.125],0
d4,1,0.884673,0.021039,[21  5] ; [5 1],[21.125  4.875] ; [4.875 1.125],0
p7,1,0.902787,0.014918,[18  8] ; [4 2],[17.875  8.125] ; [4.125 1.875],0
p6,1,0.923704,0.009172,[11 15] ; [2 3],[10.90322581 15.09677419] ; [2.09677419 2.90322581],0
a3,1,0.952475,0.003552,[17  9] ; [4 2],[17.0625  8.9375] ; [3.9375 2.0625],0
p3,1,0.952475,0.003552,[17  9] ; [4 2],[17.0625  8.9375] ; [3.9375 2.0625],0
r2,1,0.968196,0.00159,[21  5] ; [4 1],[20.96774194  5.03225806] ; [4.03225806 0.96774194],0
p2,1,0.968196,0.00159,[21  5] ; [4 1],[20.96774194  5.03225806] ; [4.03225806 0.96774194],0
