Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000177,14.059703,[88 15] ; [88 50],[75.21991701 27.78008299] ; [100.78008299  37.21991701],1
s8,1,0.000909,11.004279,[41 64] ; [ 27 110],[29.50413223 75.49586777] ; [38.49586777 98.50413223],1
p8,1,0.010809,6.496407,[78 26] ; [80 55],[68.75313808 35.24686192] ; [89.24686192 45.75313808],0
n4,1,0.016255,5.775122,[89 16] ; [99 39],[81.2345679 23.7654321] ; [106.7654321  31.2345679],0
b4,1,0.017264,5.669383,[70 35] ; [71 67],[60.92592593 44.07407407] ; [80.07407407 57.92592593],0
p9,1,0.020216,5.393156,[94 11] ; [108  30],[87.28395062 17.71604938] ; [114.71604938  23.28395062],0
v1,1,0.051128,3.804072,[65 40] ; [66 68],[57.55230126 47.44769874] ; [73.44769874 60.55230126],0
s7,1,0.066242,3.373769,[39 59] ; [37 94],[32.52401747 65.47598253] ; [43.47598253 87.52401747],0
s4,1,0.072957,3.215201,[16 88] ; [ 11 126],[11.65145228 92.34854772] ; [ 15.34854772 121.65145228],0
s1,1,0.076607,3.135459,[  1 103] ; [  7 131],[  3.43801653 100.56198347] ; [  4.56198347 133.43801653],0
p1,1,0.076764,3.132116,[15 90] ; [ 10 127],[10.84710744 94.15289256] ; [ 14.15289256 122.84710744],0
v3,1,0.100345,2.700058,[45 59] ; [43 88],[38.94468085 65.05531915] ; [49.05531915 81.94468085],0
s5,1,0.135083,2.233096,[27 75] ; [ 25 111],[22.28571429 79.71428571] ; [ 29.71428571 106.28571429],0
p10,1,0.157298,2.000011,[88 15] ; [108  30],[83.76763485 19.23236515] ; [112.23236515  25.76763485],0
p5,1,0.15958,1.978201,[19 86] ; [ 16 121],[15.18595041 89.81404959] ; [ 19.81404959 117.18595041],0
r2,1,0.164414,1.933155,[97  6] ; [122  15],[93.9875  9.0125] ; [125.0125  11.9875],0
p12,1,0.170302,1.880286,[ 8 97] ; [  5 133],[ 5.61728395 99.38271605] ; [  7.38271605 130.61728395],0
r4,1,0.175382,1.836326,[97  8] ; [120  18],[93.7654321 11.2345679] ; [123.2345679  14.7654321],0
b3,1,0.181334,1.786659,[31 42] ; [27 57],[26.96815287 46.03184713] ; [31.03184713 52.96815287],0
b2,1,0.181334,1.786659,[31 42] ; [27 57],[26.96815287 46.03184713] ; [31.03184713 52.96815287],0
r3,1,0.181784,1.78298,[101   4] ; [127  11],[98.51851852  6.48148148] ; [129.48148148   8.51851852],0
a6,1,0.18814,1.732125,[67 38] ; [99 39],[71.72839506 33.27160494] ; [94.27160494 43.72839506],0
p11,1,0.198807,1.651118,[91 14] ; [111  27],[87.28395062 17.71604938] ; [114.71604938  23.28395062],0
a3,1,0.235012,1.410266,[71 33] ; [84 54],[66.61157025 37.38842975] ; [88.38842975 49.61157025],0
a1,1,0.26271,1.254419,[  5 100] ; [  3 135],[  3.45679012 101.54320988] ; [  4.54320988 133.45679012],0
p2,1,0.263374,1.250933,[96  9] ; [119  18],[93.28512397 11.71487603] ; [121.71487603  15.28512397],0
n6,1,0.302727,1.062145,[91 14] ; [112  25],[88.0785124 16.9214876] ; [114.9214876  22.0785124],0
b1,1,0.309442,1.033054,[44 61] ; [49 89],[40.18518519 64.81481481] ; [52.81481481 85.18518519],0
p3,1,0.311339,1.024987,[72 33] ; [86 52],[68.27160494 36.72839506] ; [89.72839506 48.27160494],0
n3,1,0.326683,0.962001,[16  5] ; [17 10],[14.4375  6.5625] ; [18.5625  8.4375],0
d2,1,0.331697,0.942261,[53 52] ; [61 77],[49.25925926 55.74074074] ; [64.74074074 73.25925926],0
a4,1,0.350414,0.871956,[48 56] ; [55 82],[44.44813278 59.55186722] ; [58.55186722 78.44813278],0
b5,1,0.385005,0.754658,[55 50] ; [80 58],[58.33333333 46.66666667] ; [76.66666667 61.33333333],0
a2,1,0.394234,0.725844,[22 83] ; [ 23 115],[19.44444444 85.55555556] ; [ 25.55555556 112.44444444],0
s6,1,0.42022,0.649701,[56 46] ; [68 69],[52.92050209 49.07949791] ; [71.07949791 65.92050209],0
v4,1,0.425344,0.635502,[100   5] ; [128  10],[98.51851852  6.48148148] ; [129.48148148   8.51851852],0
u1,1,0.448532,0.57436,[19 86] ; [ 20 118],[16.85185185 88.14814815] ; [ 22.14814815 115.85185185],0
d4,1,0.531095,0.392296,[82 23] ; [103  35],[79.9382716 25.0617284] ; [105.0617284  32.9382716],0
d1,1,0.533794,0.387164,[59 46] ; [72 66],[56.60493827 48.39506173] ; [74.39506173 63.60493827],0
n5,1,0.558042,0.343107,[81 23] ; [103  35],[79.07438017 24.92561983] ; [104.92561983  33.07438017],0
n1,1,0.584281,0.299365,[ 9 13] ; [ 9 18],[ 8.08163265 13.91836735] ; [ 9.91836735 17.08163265],0
s3,1,0.627799,0.235057,[21 83] ; [ 31 105],[22.53333333 81.46666667] ; [ 29.46666667 106.53333333],0
n2,1,0.653594,0.201399,[13  9] ; [17  9],[13.75  8.25] ; [16.25  9.75],0
a5,1,0.692371,0.156531,[76 29] ; [103  35],[77.34567901 27.65432099] ; [101.65432099  36.34567901],0
d3,1,0.723385,0.125273,[73 32] ; [93 45],[71.72839506 33.27160494] ; [94.27160494 43.72839506],0
a8,1,0.844414,0.038514,[11 78] ; [ 14 108],[10.5450237 78.4549763] ; [ 14.4549763 107.5450237],0
u3,1,0.853747,0.033981,[19 14] ; [30 24],[18.5862069 14.4137931] ; [30.4137931 23.5862069],0
a7,1,0.880002,0.022791,[77 28] ; [100  38],[76.48148148 28.51851852] ; [100.51851852  37.48148148],0
d5,1,0.886736,0.020288,[86 19] ; [114  24],[86.41975309 18.58024691] ; [113.58024691  24.41975309],0
u2,1,0.915069,0.011374,[19 15] ; [29 24],[18.75862069 15.24137931] ; [29.24137931 23.75862069],0
v2,1,0.985648,0.000324,[60 44] ; [76 56],[59.93220339 44.06779661] ; [76.06779661 55.93220339],0
r1,1,0.990603,0.000139,[83 22] ; [109  29],[82.96296296 22.03703704] ; [109.03703704  28.96296296],0
