Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.002374,9.235009,[27  2] ; [46 27],[20.75490196  8.24509804] ; [52.24509804 20.75490196],0
r1,1,0.019436,5.461872,[25  4] ; [45 27],[20.0990099  8.9009901] ; [49.9009901 22.0990099],0
v1,1,0.02204,5.242635,[17 12] ; [24 47],[11.89 17.11] ; [29.11 41.89],0
v2,1,0.034968,4.44675,[19  9] ; [31 39],[14.28571429 13.71428571] ; [35.71428571 34.28571429],0
p8,1,0.062459,3.470846,[15 13] ; [24 48],[10.92 17.08] ; [28.08 43.92],0
p12,1,0.074959,3.170946,[ 4 24] ; [ 3 69],[ 1.96 26.04] ; [ 5.04 66.96],0
p9,1,0.145021,2.123856,[18  9] ; [58 14],[20.72727273  6.27272727] ; [55.27272727 16.72727273],0
r4,1,0.160435,1.97012,[27  2] ; [60 13],[24.73529412  4.26470588] ; [62.26470588 10.73529412],0
d4,1,0.160435,1.97012,[27  2] ; [60 13],[24.73529412  4.26470588] ; [62.26470588 10.73529412],0
u2,1,0.186858,1.742222,[8 2] ; [17 13],[6.25 3.75] ; [18.75 11.25],0
u1,1,0.200836,1.636287,[ 8 21] ; [12 61],[ 5.68627451 23.31372549] ; [14.31372549 58.68627451],0
d5,1,0.217022,1.523957,[25  4] ; [54 18],[22.68316832  6.31683168] ; [56.31683168 15.68316832],0
v4,1,0.22733,1.457487,[26  3] ; [70  3],[27.29411765  1.70588235] ; [68.70588235  4.29411765],0
b4,1,0.234256,1.41483,[20  9] ; [41 32],[17.34313725 11.65686275] ; [43.65686275 29.34313725],0
s4,1,0.304553,1.05415,[ 8 21] ; [28 45],[10.23529412 18.76470588] ; [25.76470588 47.23529412],0
p6,1,0.308543,1.036901,[ 7 21] ; [26 47],[ 9.14851485 18.85148515] ; [23.85148515 49.14851485],0
p5,1,0.309793,1.031558,[ 2 26] ; [ 2 71],[ 1.10891089 26.89108911] ; [ 2.89108911 70.10891089],0
r3,1,0.329254,0.951828,[27  2] ; [71  2],[27.8627451  1.1372549] ; [70.1372549  2.8627451],0
n1,1,0.351425,0.868304,[2 7] ; [ 8 12],[3.10344828 5.89655172] ; [ 6.89655172 13.10344828],0
d1,1,0.359216,0.840631,[18 11] ; [38 35],[15.92156863 13.07843137] ; [40.07843137 32.92156863],0
a6,1,0.367041,0.813659,[21  8] ; [46 27],[19.04901961  9.95098039] ; [47.95098039 25.04901961],0
d2,1,0.396626,0.718531,[15 14] ; [31 42],[13.07843137 15.92156863] ; [32.92156863 40.07843137],0
p1,1,0.410367,0.677738,[ 1 27] ; [ 6 67],[ 1.94059406 26.05940594] ; [ 5.05940594 67.94059406],0
b2,1,0.447185,0.577778,[4 9] ; [ 8 31],[ 3. 10.] ; [ 9. 30.],0
b3,1,0.447185,0.577778,[4 9] ; [ 8 31],[ 3. 10.] ; [ 9. 30.],0
a3,1,0.458226,0.550223,[19 10] ; [42 31],[17.34313725 11.65686275] ; [43.65686275 29.34313725],0
a8,1,0.533841,0.387075,[ 1 25] ; [ 5 63],[ 1.65957447 24.34042553] ; [ 4.34042553 63.65957447],0
a1,1,0.553631,0.350853,[ 3 26] ; [ 5 68],[ 2.2745098 26.7254902] ; [ 5.7254902 67.2745098],0
