Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.003512,8.520492,[12  4] ; [21 40],[6.85714286 9.14285714] ; [26.14285714 34.85714286],0
s3,1,0.005604,7.673464,[11  3] ; [23 38],[6.34666667 7.65333333] ; [27.65333333 33.34666667],0
r2,1,0.013189,6.143599,[12  2] ; [29 30],[7.8630137 6.1369863] ; [33.1369863 25.8630137],0
d5,1,0.01715,5.680948,[15  1] ; [39 23],[11.07692308  4.92307692] ; [42.92307692 19.07692308],0
s6,1,0.028961,4.769927,[11  4] ; [26 36],[7.20779221 7.79220779] ; [29.79220779 32.20779221],0
s7,1,0.038331,4.290255,[9 6] ; [18 40],[5.54794521 9.45205479] ; [21.45205479 36.54794521],0
n4,1,0.066698,3.362463,[ 6 10] ; [39 23],[9.23076923 6.76923077] ; [35.76923077 26.23076923],0
p5,1,0.113455,2.505421,[ 2 13] ; [ 2 60],[ 0.77922078 14.22077922] ; [ 3.22077922 58.77922078],0
r1,1,0.124977,2.353817,[6 9] ; [13 49],[ 3.7012987 11.2987013] ; [15.2987013 46.7012987],0
v2,1,0.130529,2.2862,[11  5] ; [28 31],[8.32 7.68] ; [30.68 28.32],0
v1,1,0.138506,2.194483,[8 6] ; [21 38],[5.56164384 8.43835616] ; [23.43835616 35.56164384],0
p3,1,0.141729,2.159091,[7 9] ; [15 45],[ 4.63157895 11.36842105] ; [17.36842105 42.63157895],0
n5,1,0.148179,2.090902,[6 9] ; [37 24],[8.48684211 6.51315789] ; [34.51315789 26.48684211],0
p7,1,0.148179,2.090902,[9 6] ; [24 37],[6.51315789 8.48684211] ; [26.48684211 34.51315789],0
b4,1,0.176472,1.827086,[12  4] ; [35 27],[9.64102564 6.35897436] ; [37.35897436 24.64102564],0
b5,1,0.205467,1.603079,[7 9] ; [38 24],[9.23076923 6.76923077] ; [35.76923077 26.23076923],0
p4,1,0.223892,1.479252,[9 7] ; [24 37],[6.85714286 9.14285714] ; [26.14285714 34.85714286],0
s8,1,0.284692,1.144555,[ 6 10] ; [15 47],[ 4.30769231 11.69230769] ; [16.69230769 45.30769231],0
d2,1,0.287294,1.132258,[8 8] ; [22 40],[6.15384615 9.84615385] ; [23.84615385 38.15384615],0
d1,1,0.304709,1.053472,[9 7] ; [26 36],[7.17948718 8.82051282] ; [27.82051282 34.17948718],0
v3,1,0.305724,1.049057,[ 2 13] ; [16 46],[ 3.50649351 11.49350649] ; [14.49350649 47.50649351],0
p12,1,0.30885,1.035586,[ 1 15] ; [ 1 59],[ 0.42105263 15.57894737] ; [ 1.57894737 58.42105263],0
p2,1,0.374721,0.78795,[12  3] ; [41 19],[10.6  4.4] ; [42.4 17.6],0
p10,1,0.37627,0.782852,[11  4] ; [36 23],[9.52702703 5.47297297] ; [37.47297297 21.52702703],0
d3,1,0.404588,0.694647,[10  6] ; [31 30],[8.51948052 7.48051948] ; [32.48051948 28.51948052],0
p6,1,0.443927,0.586112,[ 5 11] ; [13 46],[ 3.84 12.16] ; [14.16 44.84],0
u3,1,0.453508,0.56187,[3 4] ; [ 7 18],[2.1875 4.8125] ; [ 7.8125 17.1875],0
n6,1,0.513259,0.427418,[9 6] ; [42 19],[10.06578947  4.93421053] ; [40.93421053 20.06578947],0
d4,1,0.557704,0.343695,[13  3] ; [46 16],[12.1025641  3.8974359] ; [46.8974359 15.1025641],0
b3,1,0.567109,0.327543,[4 9] ; [ 7 24],[3.25 9.75] ; [ 7.75 23.25],0
b2,1,0.567109,0.327543,[4 9] ; [ 7 24],[3.25 9.75] ; [ 7.75 23.25],0
a6,1,0.574922,0.314516,[7 9] ; [32 30],[8. 8.] ; [31. 31.],0
p9,1,0.606021,0.26601,[12  4] ; [41 19],[11.15789474  4.84210526] ; [41.84210526 18.15789474],0
v4,1,0.609025,0.261597,[8 5] ; [42 19],[8.78378378 4.21621622] ; [41.21621622 19.78378378],0
s4,1,0.675594,0.175128,[ 3 13] ; [ 9 53],[ 2.46153846 13.53846154] ; [ 9.53846154 52.46153846],0
p8,1,0.686141,0.163295,[6 9] ; [21 40],[5.32894737 9.67105263] ; [21.67105263 39.32894737],0
a5,1,0.740513,0.109676,[9 7] ; [32 30],[8.41025641 7.58974359] ; [32.58974359 29.41025641],0
u1,1,0.808129,0.058972,[ 1 15] ; [ 5 57],[ 1.23076923 14.76923077] ; [ 4.76923077 57.23076923],0
n1,1,0.816297,0.053968,[2 4] ; [ 8 20],[1.76470588 4.23529412] ; [ 8.23529412 19.76470588],0
a4,1,0.862299,0.030084,[ 5 11] ; [18 44],[ 4.71794872 11.28205128] ; [18.28205128 43.71794872],0
a3,1,0.891435,0.018629,[9 6] ; [36 26],[8.76623377 6.23376623] ; [36.23376623 25.76623377],0
a7,1,0.919397,0.01024,[9 7] ; [34 28],[8.82051282 7.17948718] ; [34.17948718 27.82051282],0
b1,1,0.919397,0.01024,[7 9] ; [28 34],[7.17948718 8.82051282] ; [27.82051282 34.17948718],0
p11,1,0.938596,0.005934,[11  5] ; [42 20],[10.87179487  5.12820513] ; [42.12820513 19.87179487],0
n2,1,0.954891,0.0032,[4 2] ; [19  9],[4.05882353 1.94117647] ; [18.94117647  9.05882353],0
u2,1,0.957035,0.002902,[3 4] ; [11 14],[3.0625 3.9375] ; [10.9375 14.0625],0
a8,1,1.0,0.0,[ 1 14] ; [ 4 56],[ 1. 14.] ; [ 4. 56.],0
