Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.019585,5.448526,[ 8 30] ; [3 1],[ 9.95238095 28.04761905] ; [1.04761905 2.95238095],0
v2,1,0.022084,5.239169,[ 8 29] ; [3 1],[ 9.92682927 27.07317073] ; [1.07317073 2.92682927],0
s7,1,0.035637,4.414414,[ 6 31] ; [2 1],[ 7.4 29.6] ; [0.6 2.4],0
p6,1,0.038787,4.270153,[ 4 32] ; [2 2],[ 5.4 30.6] ; [0.6 3.4],0
s3,1,0.050148,3.83652,[10 27] ; [3 1],[11.73170732 25.26829268] ; [1.26829268 2.73170732],0
s4,1,0.06002,3.536842,[ 5 33] ; [2 2],[ 6.33333333 31.66666667] ; [0.66666667 3.33333333],0
p1,1,0.06002,3.536842,[ 5 33] ; [2 2],[ 6.33333333 31.66666667] ; [0.66666667 3.33333333],0
n4,1,0.084721,2.97193,[26 12] ; [1 3],[24.42857143 13.57142857] ; [2.57142857 1.42857143],0
s2,1,0.143171,2.143541,[ 7 31] ; [2 2],[ 8.14285714 29.85714286] ; [0.85714286 3.14285714],0
r2,1,0.221853,1.492347,[15 20] ; [3 1],[16.15384615 18.84615385] ; [1.84615385 2.15384615],0
d2,1,0.226294,1.464002,[16 21] ; [3 1],[17.14634146 19.85365854] ; [1.85365854 2.14634146],0
b3,1,0.236377,1.402074,[ 8 17] ; [2 1],[ 8.92857143 16.07142857] ; [1.07142857 1.92857143],0
b2,1,0.236377,1.402074,[ 8 17] ; [2 1],[ 8.92857143 16.07142857] ; [1.07142857 1.92857143],0
r4,1,0.267625,1.228878,[ 3 35] ; [1 3],[ 3.61904762 34.38095238] ; [0.38095238 3.61904762],0
r3,1,0.269443,1.219579,[17 20] ; [3 1],[18.04878049 18.95121951] ; [1.95121951 2.04878049],0
p9,1,0.291841,1.111111,[17 19] ; [3 1],[18. 18.] ; [2. 2.],0
n5,1,0.318587,0.994737,[28 10] ; [2 2],[27.14285714 10.85714286] ; [2.85714286 1.14285714],0
p3,1,0.318587,0.994737,[10 28] ; [2 2],[10.85714286 27.14285714] ; [1.14285714 2.85714286],0
p4,1,0.386311,0.750524,[11 27] ; [2 2],[11.76190476 26.23809524] ; [1.23809524 2.76190476],0
d5,1,0.392578,0.730941,[20 18] ; [3 1],[20.80952381 17.19047619] ; [2.19047619 1.80952381],0
a3,1,0.392578,0.730941,[20 18] ; [3 1],[20.80952381 17.19047619] ; [2.19047619 1.80952381],0
p2,1,0.407885,0.684957,[11 26] ; [2 2],[11.73170732 25.26829268] ; [1.26829268 2.73170732],0
d4,1,0.507362,0.439505,[22 16] ; [3 1],[22.61904762 15.38095238] ; [2.38095238 1.61904762],0
d1,1,0.606239,0.265688,[14 24] ; [2 2],[14.47619048 23.52380952] ; [1.52380952 2.47619048],0
p10,1,0.715258,0.133082,[15 22] ; [2 2],[15.34146341 21.65853659] ; [1.65853659 2.34146341],0
p7,1,0.786601,0.073293,[12 26] ; [1 3],[11.76190476 26.23809524] ; [1.23809524 2.76190476],0
p11,1,0.84057,0.040467,[17 21] ; [2 2],[17.19047619 20.80952381] ; [1.80952381 2.19047619],0
a7,1,0.84057,0.040467,[17 21] ; [2 2],[17.19047619 20.80952381] ; [1.80952381 2.19047619],0
a6,1,0.84057,0.040467,[21 17] ; [2 2],[20.80952381 17.19047619] ; [2.19047619 1.80952381],0
d3,1,0.920155,0.010048,[18 20] ; [2 2],[18.0952381 19.9047619] ; [1.9047619 2.0952381],0
a5,1,0.920155,0.010048,[20 18] ; [2 2],[19.9047619 18.0952381] ; [2.0952381 1.9047619],0
a4,1,0.930734,0.007555,[10 27] ; [1 3],[ 9.92682927 27.07317073] ; [1.07317073 2.92682927],0
n6,1,0.959035,0.002638,[18 19] ; [2 2],[18.04878049 18.95121951] ; [1.95121951 2.04878049],0
b1,1,1.0,0.0,[19 19] ; [2 2],[19. 19.] ; [2. 2.],0
