Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.6e-05,17.089251,[172 337] ; [58 47],[190.66775244 318.33224756] ; [39.33224756 65.66775244],1
s2,1,8.3e-05,15.490444,[261 260] ; [79 33],[279.84202212 241.15797788] ; [60.15797788 51.84202212],1
n4,1,0.000113,14.914051,[447  77] ; [80 34],[432.8338558  91.1661442] ; [94.1661442 19.8338558],1
s6,1,0.00019,13.928739,[347 168] ; [93 16],[363.14102564 151.85897436] ; [76.85897436 32.14102564],1
b3,1,0.000254,13.381572,[142 179] ; [12 50],[129.07049608 191.92950392] ; [24.92950392 37.07049608],1
b2,1,0.000254,13.381572,[142 179] ; [12 50],[129.07049608 191.92950392] ; [24.92950392 37.07049608],1
a8,1,0.00418,8.203713,[ 76 400] ; [  6 104],[ 66.60750853 409.39249147] ; [15.39249147 94.60750853],0
s3,1,0.00541,7.737006,[283 234] ; [78 35],[296.24920635 220.75079365] ; [64.75079365 48.24920635],0
v3,1,0.007851,7.067167,[228 279] ; [35 77],[215.41357027 291.58642973] ; [47.58642973 64.41357027],0
p2,1,0.012977,6.1723,[461  60] ; [91 23],[452.9007874  68.0992126] ; [99.0992126 14.9007874],0
v2,1,0.018191,5.5777,[309 195] ; [54 56],[297.96742671 206.03257329] ; [65.03257329 44.96742671],0
n5,1,0.039735,4.229172,[441  82] ; [87 27],[433.50706436  89.49293564] ; [94.49293564 19.50706436],0
p11,1,0.053583,3.725654,[455  69] ; [91 23],[448.43887147  75.56112853] ; [97.56112853 16.43887147],0
p9,1,0.077257,3.121675,[492  30] ; [112   2],[495.73584906  26.26415094] ; [108.26415094   5.73584906],0
u2,1,0.08235,3.017904,[78 57] ; [14 20],[73.49112426 61.50887574] ; [18.50887574 15.49112426],0
s1,1,0.082575,3.013479,[ 12 507] ; [  6 107],[ 14.78164557 504.21835443] ; [  3.21835443 109.78164557],0
d3,1,0.094719,2.792288,[357 167] ; [86 27],[364.4144427 159.5855573] ; [78.5855573 34.4144427],0
s7,1,0.115457,2.477888,[257 241] ; [67 45],[264.51147541 233.48852459] ; [59.48852459 52.51147541],0
v1,1,0.2184,1.514855,[295 213] ; [59 55],[289.11897106 218.88102894] ; [64.88102894 49.11897106],0
n1,1,0.231737,1.430169,[41 59] ; [ 8 20],[38.28125 61.71875] ; [10.71875 17.28125],0
d4,1,0.287004,1.133622,[439  84] ; [91 23],[435.14913658  87.85086342] ; [94.85086342 19.14913658],0
p5,1,0.292348,1.108776,[ 74 445] ; [ 12 102],[ 70.51184834 448.48815166] ; [15.48815166 98.51184834],0
s8,1,0.312128,1.021651,[247 274] ; [60 54],[251.88503937 269.11496063] ; [55.11496063 58.88503937],0
a1,1,0.312208,1.021312,[ 25 499] ; [  3 111],[ 22.9968652 501.0031348] ; [  5.0031348 108.9968652],0
u4,1,0.333214,0.936367,[ 12 512] ; [  1 113],[ 10.67711599 513.32288401] ; [  2.32288401 111.67711599],0
a3,1,0.362082,0.830661,[388 134] ; [80 34],[384.11320755 137.88679245] ; [83.88679245 30.11320755],0
a2,1,0.373128,0.793219,[131 393] ; [24 90],[127.30407524 396.69592476] ; [27.69592476 86.30407524],0
a7,1,0.373611,0.79162,[387 136] ; [79 34],[383.20440252 139.79559748] ; [82.79559748 30.20440252],0
p7,1,0.378934,0.774158,[343 170] ; [79 32],[346.93269231 166.06730769] ; [75.06730769 35.93269231],0
d5,1,0.398421,0.713085,[434  89] ; [90 23],[430.89937107  92.10062893] ; [93.10062893 19.89937107],0
p6,1,0.459786,0.546416,[201 318] ; [48 65],[204.47943038 314.52056962] ; [44.52056962 68.47943038],0
a6,1,0.50061,0.453644,[361 162] ; [75 39],[357.97174254 165.02825746] ; [78.02825746 35.97174254],0
a4,1,0.522958,0.408055,[242 281] ; [49 65],[238.92150706 284.07849294] ; [52.07849294 61.92150706],0
r1,1,0.536565,0.381943,[426  97] ; [90 24],[423.65463108  99.34536892] ; [92.34536892 21.65463108],0
p3,1,0.555691,0.34722,[286 236] ; [59 55],[283.16037736 238.83962264] ; [61.83962264 52.16037736],0
n3,1,0.602922,0.270612,[73 26] ; [22  6],[74.05511811 24.94488189] ; [20.94488189  7.05511811],0
p12,1,0.650419,0.205372,[ 53 468] ; [ 10 104],[ 51.68976378 469.31023622] ; [ 11.31023622 102.68976378],0
b4,1,0.673595,0.177426,[310 214] ; [65 49],[307.99373041 216.00626959] ; [67.00626959 46.99373041],0
u3,1,0.674124,0.176816,[74 61] ; [20 14],[75.0887574 59.9112426] ; [18.9112426 15.0887574],0
b1,1,0.68902,0.160148,[185 339] ; [38 76],[183.15360502 340.84639498] ; [39.84639498 74.15360502],0
a5,1,0.691628,0.157329,[400 124] ; [89 25],[401.62382445 122.37617555] ; [87.37617555 26.62382445],0
b5,1,0.69274,0.156135,[302 222] ; [68 46],[303.88714734 220.11285266] ; [66.11285266 47.88714734],0
d1,1,0.75191,0.099933,[318 206] ; [71 43],[319.49216301 204.50783699] ; [69.50783699 44.49216301],0
r3,1,0.768707,0.086475,[502  20] ; [108   5],[501.4488189  20.5511811] ; [108.5511811   4.4488189],0
p8,1,0.775502,0.081331,[293 225] ; [65 47],[294.35555556 223.64444444] ; [63.64444444 48.35555556],0
v4,1,0.797982,0.065515,[501  21] ; [110   4],[501.48113208  20.51886792] ; [109.51886792   4.48113208],0
p4,1,0.837408,0.042111,[335 187] ; [72 42],[334.04716981 187.95283019] ; [72.95283019 41.04716981],0
u1,1,0.845042,0.0382,[ 97 427] ; [22 92],[ 97.73667712 426.26332288] ; [21.26332288 92.73667712],0
r4,1,0.868307,0.027493,[485  39] ; [105   9],[484.57680251  39.42319749] ; [105.42319749   8.57680251],0
d2,1,0.894476,0.017594,[260 262] ; [56 58],[259.35849057 262.64150943] ; [56.64150943 57.35849057],0
n2,1,0.914851,0.011432,[74 26] ; [21  7],[74.21875 25.78125] ; [20.78125  7.21875],0
p1,1,0.930869,0.007526,[ 49 473] ; [ 11 103],[ 49.24528302 472.75471698] ; [ 10.75471698 103.24528302],0
r2,1,0.979691,0.000648,[495  23] ; [109   5],[495.05063291  22.94936709] ; [108.94936709   5.05063291],0
