Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.013702,6.0761,[22 26] ; [19  6],[26.95890411 21.04109589] ; [14.04109589 10.95890411],0
r2,1,0.017446,5.650945,[35 13] ; [24  1],[38.79452055  9.20547945] ; [20.20547945  4.79452055],0
v3,1,0.022882,5.177465,[ 4 43] ; [ 7 17],[ 7.28169014 39.71830986] ; [ 3.71830986 20.28169014],0
d2,1,0.134708,2.237392,[20 28] ; [ 6 19],[17.09589041 30.90410959] ; [ 8.90410959 16.09589041],0
n1,1,0.174986,1.839699,[ 5 19] ; [4 5],[ 6.54545455 17.45454545] ; [2.45454545 6.54545455],0
s2,1,0.179527,1.801532,[15 32] ; [12 13],[17.625 29.375] ; [ 9.375 15.625],0
b3,1,0.227844,1.454269,[ 6 23] ; [4 6],[ 7.43589744 21.56410256] ; [2.56410256 7.43589744],0
b2,1,0.227844,1.454269,[ 6 23] ; [4 6],[ 7.43589744 21.56410256] ; [2.56410256 7.43589744],0
r3,1,0.260919,1.263875,[37 11] ; [22  3],[38.79452055  9.20547945] ; [20.20547945  4.79452055],0
u2,1,0.286201,1.137408,[13 11] ; [3 6],[11.63636364 12.36363636] ; [4.36363636 4.63636364],0
s4,1,0.287703,1.130337,[13 35] ; [ 4 21],[11.17808219 36.82191781] ; [ 5.82191781 19.17808219],0
a3,1,0.292944,1.106043,[24 23] ; [16  9],[26.11111111 20.88888889] ; [13.88888889 11.11111111],0
a5,1,0.326767,0.96167,[23 25] ; [15 10],[24.98630137 23.01369863] ; [13.01369863 11.98630137],0
r1,1,0.326767,0.96167,[23 25] ; [15 10],[24.98630137 23.01369863] ; [13.01369863 11.98630137],0
v1,1,0.329867,0.949419,[17 30] ; [12 13],[18.93055556 28.06944444] ; [10.06944444 14.93055556],0
p1,1,0.343529,0.897216,[ 5 43] ; [ 1 24],[ 3.94520548 44.05479452] ; [ 2.05479452 22.94520548],0
b4,1,0.416336,0.660633,[24 24] ; [15 10],[25.64383562 22.35616438] ; [13.35616438 11.64383562],0
s7,1,0.455656,0.556543,[11 34] ; [ 4 20],[ 9.7826087 35.2173913] ; [ 5.2173913 18.7826087],0
a8,1,0.460142,0.545549,[ 4 42] ; [ 1 24],[ 3.23943662 42.76056338] ; [ 1.76056338 23.23943662],0
v4,1,0.460263,0.545256,[39  9] ; [22  3],[40.10958904  7.89041096] ; [20.89041096  4.10958904],0
n5,1,0.476889,0.50597,[21 26] ; [ 9 16],[19.58333333 27.41666667] ; [10.41666667 14.58333333],0
r4,1,0.522099,0.409746,[31 17] ; [18  7],[32.21917808 15.78082192] ; [16.78082192  8.21917808],0
a4,1,0.522099,0.409746,[17 31] ; [ 7 18],[15.78082192 32.21917808] ; [ 8.21917808 16.78082192],0
d1,1,0.524547,0.404943,[12 36] ; [ 8 17],[13.15068493 34.84931507] ; [ 6.84931507 18.15068493],0
s6,1,0.550808,0.355872,[20 27] ; [12 12],[21.18309859 25.81690141] ; [10.81690141 13.18309859],0
s5,1,0.578888,0.308036,[13 33] ; [ 8 15],[14. 32.] ; [ 7. 16.],0
