Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.258814,[48 17] ; [ 4 25],[35.95744681 29.04255319] ; [16.04255319 12.95744681],1
r3,1,2.1e-05,18.068773,[50 15] ; [ 9 20],[40.79787234 24.20212766] ; [18.20212766 10.79787234],1
n6,1,2.5e-05,17.793495,[44 21] ; [ 6 23],[34.57446809 30.42553191] ; [15.42553191 13.57446809],1
r2,1,0.000454,12.297465,[58  6] ; [16 11],[52.04395604 11.95604396] ; [21.95604396  5.04395604],1
d5,1,0.000586,11.818786,[53 11] ; [14 15],[46.10752688 17.89247312] ; [20.89247312  8.10752688],1
u3,1,0.000671,11.56738,[12  6] ; [ 1 13],[ 7.3125 10.6875] ; [5.6875 8.3125],1
r1,1,0.001588,9.974056,[45 20] ; [10 19],[38.03191489 26.96808511] ; [16.96808511 12.03191489],0
v2,1,0.001905,9.638507,[31 33] ; [ 4 24],[24.34782609 39.65217391] ; [10.65217391 17.34782609],0
b5,1,0.004238,8.179098,[43 22] ; [10 19],[36.64893617 28.35106383] ; [16.35106383 12.64893617],0
s6,1,0.006438,7.423305,[32 31] ; [ 6 23],[26.02173913 36.97826087] ; [11.97826087 17.02173913],0
s8,1,0.008959,6.831024,[17 47] ; [ 1 28],[12.38709677 51.61290323] ; [ 5.61290323 23.38709677],0
n3,1,0.009645,6.699248,[20  8] ; [ 5 11],[15.90909091 12.09090909] ; [9.09090909 6.90909091],0
p10,1,0.009994,6.635945,[26 36] ; [ 4 24],[20.66666667 41.33333333] ; [ 9.33333333 18.66666667],0
d3,1,0.01793,5.602982,[39 25] ; [10 19],[33.72043011 30.27956989] ; [15.27956989 13.72043011],0
s7,1,0.029246,4.753051,[20 38] ; [ 3 23],[15.88095238 42.11904762] ; [ 7.11904762 18.88095238],0
p1,1,0.034759,4.456956,[ 4 61] ; [ 6 23],[ 6.91489362 58.08510638] ; [ 3.08510638 25.91489362],0
d4,1,0.052198,3.769415,[50 14] ; [17 12],[46.10752688 17.89247312] ; [20.89247312  8.10752688],0
a3,1,0.061438,3.498137,[47 17] ; [15 13],[43.13043478 20.86956522] ; [18.86956522  9.13043478],0
n4,1,0.075476,3.159728,[32 33] ; [20  9],[35.95744681 29.04255319] ; [16.04255319 12.95744681],0
d1,1,0.082601,3.012962,[35 30] ; [10 19],[31.11702128 33.88297872] ; [13.88297872 15.11702128],0
a2,1,0.083668,2.992177,[17 48] ; [ 3 26],[13.82978723 51.17021277] ; [ 6.17021277 22.82978723],0
p9,1,0.098001,2.737778,[26 34] ; [ 7 21],[22.5 37.5] ; [10.5 17.5],0
a7,1,0.101275,2.685343,[43 22] ; [14 15],[39.41489362 25.58510638] ; [17.58510638 11.41489362],0
s5,1,0.106695,2.602497,[15 45] ; [ 3 26],[12.13483146 47.86516854] ; [ 5.86516854 23.13483146],0
a4,1,0.112827,2.514176,[32 32] ; [ 9 19],[28.52173913 35.47826087] ; [12.47826087 15.52173913],0
a1,1,0.124128,2.364443,[ 6 59] ; [ 6 23],[ 8.29787234 56.70212766] ; [ 3.70212766 25.29787234],0
a6,1,0.14146,2.162001,[37 27] ; [12 17],[33.72043011 30.27956989] ; [15.27956989 13.72043011],0
p6,1,0.153814,2.034014,[12 52] ; [ 2 26],[ 9.73913043 54.26086957] ; [ 4.26086957 23.73913043],0
s2,1,0.154235,2.029853,[23 42] ; [ 6 23],[20.05319149 44.94680851] ; [ 8.94680851 20.05319149],0
v1,1,0.170359,1.879783,[20 45] ; [ 5 24],[17.28723404 47.71276596] ; [ 7.71276596 21.28723404],0
n2,1,0.172435,1.861645,[20 11] ; [7 9],[17.80851064 13.19148936] ; [9.19148936 6.80851064],0
a5,1,0.187182,1.73966,[45 20] ; [16 13],[42.18085106 22.81914894] ; [18.81914894 10.18085106],0
n1,1,0.20192,1.628429,[11 19] ; [9 7],[13.04347826 16.95652174] ; [6.95652174 9.04347826],0
b2,1,0.214041,1.543881,[13 26] ; [10 10],[15.20338983 23.79661017] ; [ 7.79661017 12.20338983],0
b3,1,0.214041,1.543881,[13 26] ; [10 10],[15.20338983 23.79661017] ; [ 7.79661017 12.20338983],0
p7,1,0.364587,0.822033,[19 45] ; [ 6 23],[17.20430108 46.79569892] ; [ 7.79569892 21.20430108],0
s4,1,0.378052,0.777027,[14 51] ; [ 4 25],[12.44680851 52.55319149] ; [ 5.55319149 23.44680851],0
s1,1,0.38512,0.754295,[ 7 58] ; [ 5 24],[ 8.29787234 56.70212766] ; [ 3.70212766 25.29787234],0
v3,1,0.458066,0.550617,[20 41] ; [ 7 21],[18.50561798 42.49438202] ; [ 8.49438202 19.50561798],0
p4,1,0.477941,0.503558,[15 48] ; [ 5 24],[13.69565217 49.30434783] ; [ 6.30434783 22.69565217],0
p8,1,0.513083,0.427775,[13 52] ; [ 4 24],[11.88172043 53.11827957] ; [ 5.11827957 22.88172043],0
u2,1,0.542129,0.371607,[ 7 11] ; [ 4 10],[ 6.1875 11.8125] ; [4.8125 9.1875],0
b4,1,0.617542,0.249337,[30 35] ; [15 14],[31.11702128 33.88297872] ; [13.88297872 15.11702128],0
s3,1,0.656984,0.197208,[26 38] ; [10 18],[25.04347826 38.95652174] ; [10.95652174 17.04347826],0
n5,1,0.667155,0.184948,[35 30] ; [17 12],[35.95744681 29.04255319] ; [16.04255319 12.95744681],0
p3,1,0.769068,0.086197,[15 49] ; [ 6 23],[14.4516129 49.5483871] ; [ 6.5483871 22.4516129],0
a8,1,0.853175,0.034251,[ 7 53] ; [ 3 26],[ 6.74157303 53.25842697] ; [ 3.25842697 25.74157303],0
d2,1,0.890278,0.019031,[33 31] ; [14 14],[32.69565217 31.30434783] ; [14.30434783 13.69565217],0
b1,1,0.984751,0.000365,[36 29] ; [16 13],[35.95744681 29.04255319] ; [16.04255319 12.95744681],0
