Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.313043,[36 22] ; [135  15],[47.68269231 10.31730769] ; [123.31730769  26.68269231],1
p4,1,0.000454,12.295729,[43 17] ; [136  14],[51.14285714  8.85714286] ; [127.85714286  22.14285714],1
p3,1,0.000569,11.873634,[31 29] ; [114  36],[41.42857143 18.57142857] ; [103.57142857  46.42857143],1
p5,1,0.000627,11.694527,[ 2 58] ; [ 35 116],[10.52132701 49.47867299] ; [ 26.47867299 124.52132701],1
p11,1,0.000889,11.045601,[39 21] ; [129  22],[47.77251185 12.22748815] ; [120.22748815  30.77251185],1
n5,1,0.004275,8.163344,[42 18] ; [131  20],[49.1943128 10.8056872] ; [123.8056872  27.1943128],0
a2,1,0.010197,6.600107,[30 30] ; [ 47 104],[21.8957346 38.1042654] ; [55.1042654 95.8957346],0
a4,1,0.01171,6.354265,[45 15] ; [85 66],[36.96682464 23.03317536] ; [93.03317536 57.96682464],0
b5,1,0.013015,6.167091,[43 17] ; [80 71],[34.97630332 25.02369668] ; [88.02369668 62.97630332],0
u1,1,0.016374,5.762276,[27 33] ; [ 42 109],[19.62085308 40.37914692] ; [ 49.37914692 101.62085308],0
p12,1,0.024653,5.048077,[ 3 57] ; [ 25 125],[ 8. 52.] ; [ 20. 130.],0
a6,1,0.027813,4.839621,[48 12] ; [96 53],[41.33971292 18.66028708] ; [102.66028708  46.33971292],0
p2,1,0.040017,4.217152,[50 10] ; [140  11],[54.02843602  5.97156398] ; [135.97156398  15.02843602],0
s2,1,0.068107,3.32807,[45 15] ; [92 57],[39.33014354 20.66985646] ; [97.66985646 51.33014354],0
v1,1,0.078043,3.105183,[33 25] ; [104  45],[38.38647343 19.61352657] ; [98.61352657 50.38647343],0
r4,1,0.088174,2.907403,[54  6] ; [145   6],[56.58767773  3.41232227] ; [142.41232227   8.58767773],0
s7,1,0.092886,2.823626,[43 16] ; [87 57],[37.78325123 21.21674877] ; [92.21674877 51.78325123],0
u2,1,0.095092,2.785995,[7 1] ; [16 13],[4.97297297 3.02702703] ; [18.02702703 10.97297297],0
d2,1,0.103428,2.651868,[50 10] ; [109  41],[45.42857143 14.57142857] ; [113.57142857  36.42857143],0
r1,1,0.13387,2.247047,[47 13] ; [130  20],[50.57142857  9.42857143] ; [126.42857143  23.57142857],0
n6,1,0.175792,1.832841,[52  8] ; [138  11],[54.54545455  5.45454545] ; [135.45454545  13.54545455],0
a8,1,0.200167,1.641158,[ 4 47] ; [ 20 114],[ 6.61621622 44.38378378] ; [ 17.38378378 116.61621622],0
a1,1,0.200185,1.641026,[ 3 57] ; [ 16 135],[ 5.4028436 54.5971564] ; [ 13.5971564 137.4028436],0
n3,1,0.200679,1.637427,[16  3] ; [14  7],[14.25  4.75] ; [15.75  5.25],0
a7,1,0.211861,1.558666,[49 11] ; [111  40],[45.49763033 14.50236967] ; [114.50236967  36.49763033],0
u3,1,0.228464,1.450401,[7 1] ; [19 10],[5.62162162 2.37837838] ; [20.37837838  8.62162162],0
d3,1,0.234879,1.411067,[51  9] ; [136  14],[53.42857143  6.57142857] ; [133.57142857  16.42857143],0
v2,1,0.240831,1.375725,[37 19] ; [85 64],[33.32682927 22.67317073] ; [88.67317073 60.32682927],0
v4,1,0.242103,1.368308,[57  3] ; [146   3],[58.27751196  1.72248804] ; [144.72248804   4.27751196],0
n2,1,0.319193,0.992252,[13  6] ; [18  4],[14.36585366  4.63414634] ; [16.63414634  5.36585366],0
d4,1,0.341897,0.903306,[58  2] ; [147   2],[58.85167464  1.14832536] ; [146.14832536   2.85167464],0
p10,1,0.371888,0.797347,[51  9] ; [135  16],[52.89099526  7.10900474] ; [133.10900474  17.89099526],0
a5,1,0.380474,0.769171,[55  5] ; [132  19],[53.17535545  6.82464455] ; [133.82464455  17.17535545],0
a3,1,0.40171,0.7032,[52  8] ; [122  27],[49.95215311 10.04784689] ; [124.04784689  24.95215311],0
s4,1,0.404212,0.695759,[12 47] ; [ 38 109],[14.32038835 44.67961165] ; [ 35.67961165 111.32038835],0
v3,1,0.470795,0.520109,[22 34] ; [66 81],[24.27586207 31.72413793] ; [63.72413793 83.27586207],0
s3,1,0.487659,0.481688,[41 18] ; [96 53],[38.86057692 20.13942308] ; [98.13942308 50.86057692],0
s8,1,0.52239,0.409173,[35 25] ; [94 55],[37.03349282 22.96650718] ; [91.96650718 57.03349282],0
s6,1,0.615519,0.252215,[45 14] ; [116  30],[46.33658537 12.66341463] ; [114.66341463  31.33658537],0
s1,1,0.728046,0.120913,[ 3 56] ; [  6 144],[ 2.54066986 56.45933014] ; [  6.45933014 143.54066986],0
b1,1,0.751367,0.100386,[24 36] ; [64 87],[25.02369668 34.97630332] ; [62.97630332 88.02369668],0
b3,1,0.751481,0.100291,[19 21] ; [45 56],[18.15602837 21.84397163] ; [45.84397163 55.15602837],0
b2,1,0.751481,0.100291,[19 21] ; [45 56],[18.15602837 21.84397163] ; [45.84397163 55.15602837],0
b4,1,0.796361,0.066595,[35 25] ; [91 60],[35.82938389 24.17061611] ; [90.17061611 60.82938389],0
p1,1,0.803017,0.062222,[ 8 52] ; [ 22 128],[ 8.57142857 51.42857143] ; [ 21.42857143 128.57142857],0
n1,1,0.821963,0.050634,[ 8 10] ; [ 9 13],[ 7.65 10.35] ; [ 9.35 12.65],0
p9,1,0.847343,0.03706,[56  4] ; [142   9],[56.30331754  3.69668246] ; [141.69668246   9.30331754],0
n4,1,0.855085,0.033355,[53  7] ; [132  19],[52.60663507  7.39336493] ; [132.39336493  18.60663507],0
s5,1,0.874822,0.024818,[25 29] ; [68 75],[25.49238579 28.50761421] ; [67.50761421 75.49238579],0
r3,1,0.986979,0.000266,[58  2] ; [143   5],[57.98076923  2.01923077] ; [143.01923077   4.98076923],0
