Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7e-06,20.068698,[55 42] ; [169 346],[35.50326797 61.49673203] ; [188.49673203 326.50326797],1
s6,1,1.6e-05,18.610069,[90 13] ; [345 178],[71.57348243 31.42651757] ; [363.42651757 159.57348243],1
s2,1,4e-05,16.869081,[75 30] ; [261 266],[55.82278481 49.17721519] ; [280.17721519 246.82278481],1
s3,1,0.000361,12.723598,[75 30] ; [275 249],[58.42607313 46.57392687] ; [291.57392687 232.42607313],1
n4,1,0.000379,12.630845,[72 33] ; [444  88],[85.05494505 19.94505495] ; [430.94505495 101.05494505],1
a8,1,0.008792,6.864584,[ 6 92] ; [ 79 403],[14.36206897 83.63793103] ; [ 70.63793103 411.36206897],0
b2,1,0.023734,5.113944,[15 39] ; [147 186],[22.60465116 31.39534884] ; [139.39534884 193.60465116],0
b3,1,0.023734,5.113944,[15 39] ; [147 186],[22.60465116 31.39534884] ; [139.39534884 193.60465116],0
d3,1,0.030812,4.663408,[89 16] ; [399 133],[80.43956044 24.56043956] ; [407.56043956 124.43956044],0
v3,1,0.052703,3.753316,[35 69] ; [225 287],[43.8961039 60.1038961] ; [216.1038961 295.8961039],0
s7,1,0.075211,3.165475,[62 41] ; [257 251],[53.77577741 49.22422259] ; [265.22422259 242.77577741],0
p11,1,0.099279,2.717082,[79 26] ; [437  95],[85.05494505 19.94505495] ; [430.94505495 101.05494505],0
v2,1,0.11349,2.504935,[54 49] ; [312 201],[61.19805195 41.80194805] ; [304.80194805 208.19805195],0
r3,1,0.137906,2.201166,[97  7] ; [512  19],[99.74173228  4.25826772] ; [509.25826772  21.74173228],0
u2,1,0.14723,2.100723,[11 15] ; [74 54],[14.35064935 11.64935065] ; [70.64935065 57.35064935],0
v4,1,0.171202,1.872383,[103   2] ; [504  26],[100.37007874   4.62992126] ; [506.62992126  23.37007874],0
n5,1,0.173256,1.854545,[78 27] ; [425 105],[83.17322835 21.82677165] ; [419.82677165 110.17322835],0
a5,1,0.177563,1.817902,[87 18] ; [409 123],[81.75824176 23.24175824] ; [414.24175824 117.75824176],0
v1,1,0.18973,1.71971,[52 53] ; [291 224],[58.08870968 46.91129032] ; [284.91129032 230.08870968],0
s1,1,0.196688,1.666801,[  5 100] ; [ 13 514],[  2.99050633 102.00949367] ; [ 15.00949367 511.99050633],0
p2,1,0.21225,1.556015,[84 21] ; [449  80],[88.27287066 16.72712934] ; [444.72712934  84.27287066],0
n1,1,0.218221,1.51603,[ 6 18] ; [44 71],[ 8.63309353 15.36690647] ; [41.36690647 73.63309353],0
u4,1,0.232439,1.425876,[  1 104] ; [ 16 516],[  2.8021978 102.1978022] ; [ 14.1978022 517.8021978],0
s8,1,0.247518,1.337258,[55 50] ; [244 284],[49.5971564 55.4028436] ; [249.4028436 278.5971564],0
b5,1,0.25758,1.281716,[68 37] ; [313 219],[62.8021978 42.1978022] ; [318.1978022 213.8021978],0
p6,1,0.287814,1.12982,[45 59] ; [198 327],[40.17806041 63.82193959] ; [202.82193959 322.17806041],0
p4,1,0.305957,1.048048,[70 35] ; [324 204],[65.35545024 39.64454976] ; [328.64454976 199.35545024],0
p5,1,0.312575,1.019763,[10 95] ; [ 69 458],[13.125 91.875] ; [ 65.875 461.125],0
p9,1,0.380676,0.768519,[93 11] ; [451  72],[90.23285486 13.76714514] ; [453.76714514  69.23285486],0
d1,1,0.390096,0.738641,[78 27] ; [373 159],[74.34065934 30.65934066] ; [376.65934066 155.34065934],0
a6,1,0.402264,0.701547,[68 37] ; [366 165],[71.6509434 33.3490566] ; [362.3490566 168.6509434],0
p10,1,0.413256,0.669413,[91 14] ; [439  87],[88.1933439 16.8066561] ; [441.8066561  84.1933439],0
p12,1,0.45402,0.560597,[ 7 98] ; [ 47 481],[ 8.95734597 96.04265403] ; [ 45.04265403 482.95734597],0
p3,1,0.519508,0.414869,[57 48] ; [270 261],[53.98584906 51.01415094] ; [273.01415094 257.98584906],0
r2,1,0.571696,0.319853,[100   4] ; [496  27],[98.85805423  5.14194577] ; [497.14194577  25.85805423],0
b4,1,0.579327,0.307325,[66 39] ; [319 213],[63.46153846 41.53846154] ; [321.53846154 210.46153846],0
a2,1,0.653289,0.201779,[26 79] ; [143 389],[27.85714286 77.14285714] ; [141.14285714 390.85714286],0
u3,1,0.693957,0.154835,[16 10] ; [74 55],[15.09677419 10.90322581] ; [74.90322581 54.09677419],0
a7,1,0.728666,0.12034,[76 29] ; [393 138],[77.42924528 27.57075472] ; [391.57075472 139.42924528],0
u1,1,0.74538,0.105454,[24 81] ; [114 418],[22.74725275 82.25274725] ; [115.25274725 416.74725275],0
r1,1,0.745572,0.10529,[84 21] ; [432  99],[85.18867925 19.81132075] ; [430.81132075 100.18867925],0
b1,1,0.755147,0.097256,[37 68] ; [196 336],[38.40659341 66.59340659] ; [194.59340659 337.40659341],0
a1,1,0.774011,0.082445,[  5 100] ; [ 29 503],[ 5.6043956 99.3956044] ; [ 28.3956044 503.6043956],0
r4,1,0.789346,0.071374,[96  9] ; [482  50],[95.27472527  9.72527473] ; [482.72527473  49.27472527],0
p1,1,0.811663,0.056778,[ 8 97] ; [ 44 485],[ 8.61198738 96.38801262] ; [ 43.38801262 485.61198738],0
p8,1,0.813138,0.055875,[55 48] ; [287 238],[56.09235669 46.90764331] ; [285.90764331 239.09235669],0
p7,1,0.834435,0.043688,[65 37] ; [337 183],[65.92282958 36.07717042] ; [336.07717042 183.92282958],0
n3,1,0.856716,0.032601,[17  7] ; [80 36],[16.62857143  7.37142857] ; [80.37142857 35.62857143],0
a3,1,0.9018,0.015224,[79 26] ; [401 128],[79.49526814 25.50473186] ; [400.50473186 128.49526814],0
d5,1,0.904362,0.014437,[93 12] ; [469  63],[92.63736264 12.36263736] ; [469.36263736  62.63736264],0
n2,1,0.943467,0.005029,[17  7] ; [83 33],[17.14285714  6.85714286] ; [82.85714286 33.14285714],0
a4,1,0.95707,0.002898,[52 53] ; [264 266],[52.2519685 52.7480315] ; [263.7480315 266.2519685],0
d2,1,0.965684,0.001851,[58 47] ; [291 238],[57.79968454 47.20031546] ; [291.20031546 237.79968454],0
