Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.022807,5.183152,[5 5] ; [ 3 20],[2.42424242 7.57575758] ; [ 5.57575758 17.42424242],0
b4,1,0.052821,3.749565,[8 2] ; [10 13],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
b1,1,0.06187,3.486522,[3 7] ; [15  8],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
p2,1,0.141815,2.158152,[9 1] ; [15  8],[7.27272727 2.72727273] ; [16.72727273  6.27272727],0
v2,1,0.161214,1.962804,[3 7] ; [13 10],[4.84848485 5.15151515] ; [11.15151515 11.84848485],0
n2,1,0.196706,1.666667,[1 3] ; [4 2],[2. 2.] ; [3. 3.],0
n3,1,0.196706,1.666667,[1 3] ; [4 2],[2. 2.] ; [3. 3.],0
p4,1,0.19757,1.660248,[8 2] ; [13 10],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
d4,1,0.208082,1.584717,[9 1] ; [16  7],[7.57575758 2.42424242] ; [17.42424242  5.57575758],0
s7,1,0.218089,1.516901,[5 4] ; [ 7 15],[3.48387097 5.51612903] ; [ 8.51612903 13.48387097],0
s3,1,0.239731,1.382174,[3 7] ; [12 11],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
b2,1,0.259177,1.273148,[2 4] ; [ 2 14],[1.09090909 4.90909091] ; [ 2.90909091 13.09090909],0
b3,1,0.259177,1.273148,[2 4] ; [ 2 14],[1.09090909 4.90909091] ; [ 2.90909091 13.09090909],0
p6,1,0.279044,1.171739,[4 6] ; [ 5 18],[2.72727273 7.27272727] ; [ 6.27272727 16.72727273],0
n5,1,0.282932,1.15295,[5 5] ; [16  7],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
b5,1,0.282932,1.15295,[5 5] ; [16  7],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
p3,1,0.282932,1.15295,[5 5] ; [ 7 16],[3.63636364 6.36363636] ; [ 8.36363636 14.63636364],0
d1,1,0.284005,1.147826,[2 8] ; [ 9 14],[3.33333333 6.66666667] ; [ 7.66666667 15.33333333],0
p9,1,0.284005,1.147826,[8 2] ; [14  9],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
