Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,31.884471,[161 154] ; [ 68 179],[128.35409253 186.64590747] ; [100.64590747 146.35409253],1
v2,1,0.0,28.408435,[223  95] ; [117 127],[192.38434164 125.61565836] ; [147.61565836  96.38434164],1
p6,1,2e-05,18.155805,[144 176] ; [ 69 181],[119.57894737 200.42105263] ; [ 93.42105263 156.57894737],1
s8,1,2.2e-05,17.991158,[179 146] ; [ 94 158],[153.7694974 171.2305026] ; [119.2305026 132.7694974],1
p3,1,5.9e-05,16.127046,[194 131] ; [108 144],[170.10398614 154.89601386] ; [131.89601386 120.10398614],1
p8,1,0.000111,14.946788,[191 129] ; [108 141],[168.15465729 151.84534271] ; [130.84534271 118.15465729],1
n5,1,0.000173,14.104402,[268  58] ; [172  78],[249.02777778  76.97222222] ; [190.97222222  59.02777778],1
p2,1,0.000187,13.961832,[288  37] ; [194  58],[271.49046794  53.50953206] ; [210.50953206  41.49046794],1
p4,1,0.000305,13.039353,[225 101] ; [137 115],[204.17301038 121.82698962] ; [157.82698962  94.17301038],1
p9,1,0.001401,10.20464,[289  35] ; [199  51],[275.45644599  48.54355401] ; [212.54355401  37.45644599],0
s2,1,0.001818,9.724922,[185 140] ; [110 141],[166.44965278 158.55034722] ; [128.55034722 122.44965278],0
s5,1,0.001848,9.694911,[135 182] ; [ 72 170],[117.38640429 199.61359571] ; [ 89.61359571 152.38640429],0
r1,1,0.003006,8.803585,[284  42] ; [196  56],[270.7266436  55.2733564] ; [209.2733564  42.7266436],0
p7,1,0.003689,8.430999,[223  94] ; [146 103],[206.66607774 110.33392226] ; [162.33392226  86.66607774],0
b5,1,0.004098,8.24,[213 116] ; [134 119],[196.15635739 132.84364261] ; [150.84364261 102.15635739],0
p11,1,0.004897,7.916973,[269  60] ; [182  71],[254.9467354  74.0532646] ; [196.0532646  56.9467354],0
r4,1,0.009634,6.701311,[304  25] ; [217  36],[294.51718213  34.48281787] ; [226.48281787  26.51718213],0
s6,1,0.010905,6.480783,[234  87] ; [156  92],[220.01757469 100.98242531] ; [169.98242531  78.01757469],0
v4,1,0.016265,5.773988,[314  12] ; [230  21],[307.35528596  18.64471404] ; [236.64471404  14.35528596],0
p12,1,0.016712,5.726358,[ 33 291] ; [ 12 239],[ 25.35652174 298.64347826] ; [ 19.64347826 231.35652174],0
p10,1,0.020557,5.363951,[276  48] ; [195  56],[265.39826087  58.60173913] ; [205.60173913  45.39826087],0
s7,1,0.024301,5.073011,[172 139] ; [110 131],[158.88043478 152.11956522] ; [123.11956522 117.88043478],0
p5,1,0.026826,4.901997,[ 45 281] ; [ 20 232],[ 36.66089965 289.33910035] ; [ 28.33910035 223.66089965],0
n6,1,0.030886,4.659271,[285  41] ; [203  48],[275.71577123  50.28422877] ; [212.28422877  38.71577123],0
n2,1,0.035022,4.444109,[50 12] ; [53 29],[44.34722222 17.65277778] ; [58.65277778 23.34722222],0
u4,1,0.038827,4.268436,[ 11 318] ; [  2 251],[  7.34879725 321.65120275] ; [  5.65120275 247.34879725],0
a8,1,0.056055,3.650411,[ 47 245] ; [ 24 208],[ 39.5648855 252.4351145] ; [ 31.4351145 200.5648855],0
r3,1,0.058623,3.57593,[316  13] ; [232  19],[310.84827586  18.15172414] ; [237.15172414  13.84827586],0
u1,1,0.08076,3.049531,[ 91 238] ; [ 54 199],[ 81.96735395 247.03264605] ; [ 63.03264605 189.96735395],0
n4,1,0.110154,2.552012,[273  54] ; [198  55],[265.54655172  61.45344828] ; [205.45344828  47.54655172],0
a3,1,0.138268,2.197134,[275  53] ; [200  53],[268.15834768  59.84165232] ; [206.84165232  46.15834768],0
b2,1,0.164273,1.934446,[ 91 125] ; [52 97],[ 84.62465753 131.37534247] ; [58.37534247 90.62465753],0
b3,1,0.164273,1.934446,[ 91 125] ; [52 97],[ 84.62465753 131.37534247] ; [58.37534247 90.62465753],0
r2,1,0.18314,1.771957,[315  11] ; [233  14],[311.77661431  14.22338569] ; [236.22338569  10.77661431],0
b4,1,0.240159,1.379659,[198 131] ; [140 113],[191.06872852 137.93127148] ; [146.93127148 106.06872852],0
a6,1,0.253461,1.304123,[231  97] ; [189  64],[237.10843373  90.89156627] ; [182.89156627  70.10843373],0
u3,1,0.298232,1.082084,[34 20] ; [27 24],[31.37142857 22.62857143] ; [29.62857143 21.37142857],0
n1,1,0.327382,0.959224,[27 35] ; [28 51],[24.18439716 37.81560284] ; [30.81560284 48.18439716],0
a2,1,0.426924,0.631177,[117 212] ; [ 82 171],[112.49312715 216.50687285] ; [ 86.50687285 166.49312715],0
d1,1,0.469489,0.523178,[253  76] ; [188  65],[249.29381443  79.70618557] ; [191.70618557  61.29381443],0
s4,1,0.510306,0.43344,[ 50 273] ; [ 44 207],[ 52.89547038 270.10452962] ; [ 41.10452962 209.89547038],0
s3,1,0.540983,0.37372,[177 145] ; [131 119],[173.38461538 148.61538462] ; [134.61538462 115.38461538],0
s1,1,0.570644,0.321606,[  9 316] ; [  9 241],[ 10.17391304 314.82608696] ; [  7.82608696 242.17391304],0
a4,1,0.627653,0.235257,[194 134] ; [144 108],[191.14482759 136.85517241] ; [146.85517241 105.14482759],0
d3,1,0.634454,0.22607,[248  81] ; [195  58],[250.42439863  78.57560137] ; [192.57560137  60.42439863],0
a1,1,0.669188,0.182553,[ 21 308] ; [ 14 239],[ 19.78522337 309.21477663] ; [ 15.21477663 237.78522337],0
a7,1,0.714123,0.134193,[245  84] ; [185  68],[243.07560137  85.92439863] ; [186.92439863  66.07560137],0
n3,1,0.775443,0.081375,[44 18] ; [55 25],[43.22535211 18.77464789] ; [55.77464789 24.22535211],0
b1,1,0.871577,0.026133,[127 202] ; [ 96 157],[126.06013746 202.93986254] ; [ 96.93986254 156.06013746],0
u2,1,0.901958,0.015175,[29 25] ; [28 23],[29.31428571 24.68571429] ; [27.68571429 23.31428571],0
d4,1,0.907772,0.013421,[300  29] ; [230  23],[299.604811  29.395189] ; [230.395189  22.604811],0
p1,1,0.927953,0.008176,[ 24 303] ; [ 18 234],[ 23.72020725 303.27979275] ; [ 18.27979275 233.72020725],0
d2,1,0.991421,0.000116,[204 124] ; [156  95],[203.93782383 124.06217617] ; [156.06217617  94.93782383],0
