Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,27.344664,[188  58] ; [39 46],[168.70694864  77.29305136] ; [58.29305136 26.70694864],1
d2,1,0.0,27.004625,[143 103] ; [22 64],[122.25903614 123.74096386] ; [42.74096386 43.25903614],1
a4,1,1e-06,24.998405,[127 117] ; [18 68],[107.21212121 136.78787879] ; [37.78787879 48.21212121],1
u1,1,6e-06,20.414494,[ 55 191] ; [ 1 85],[ 41.4939759 204.5060241] ; [14.5060241 71.4939759],1
d1,1,1.6e-05,18.62081,[160  86] ; [33 53],[143.0060241 102.9939759] ; [49.9939759 36.0060241],1
a6,1,1.6e-05,18.595692,[187  59] ; [44 42],[171.1626506  74.8373494] ; [59.8373494 26.1626506],1
r1,1,7.8e-05,15.615924,[207  39] ; [55 31],[194.13253012  51.86746988] ; [67.86746988 18.13253012],1
d5,1,0.001398,10.208853,[210  36] ; [60 26],[200.06024096  45.93975904] ; [69.93975904 16.06024096],0
d4,1,0.00261,9.062051,[206  40] ; [59 27],[196.35542169  49.64457831] ; [68.64457831 17.35542169],0
a7,1,0.004146,8.218798,[197  49] ; [55 30],[187.28700906  58.71299094] ; [64.71299094 20.28700906],0
d3,1,0.012999,6.169222,[181  65] ; [51 35],[171.90361446  74.09638554] ; [60.09638554 25.90361446],0
p11,1,0.015184,5.895025,[209  37] ; [63 23],[201.54216867  44.45783133] ; [70.45783133 15.54216867],0
n4,1,0.03494,4.448104,[201  45] ; [61 25],[194.13253012  51.86746988] ; [67.86746988 18.13253012],0
b2,1,0.038722,4.273023,[66 98] ; [13 40],[ 59.70506912 104.29493088] ; [19.29493088 33.70506912],0
b3,1,0.038722,4.273023,[66 98] ; [13 40],[ 59.70506912 104.29493088] ; [19.29493088 33.70506912],0
p5,1,0.046516,3.962824,[ 17 226] ; [12 73],[ 21.4847561 221.5152439] ; [ 7.5152439 77.4847561],0
v2,1,0.055128,3.678216,[141  95] ; [39 43],[133.58490566 102.41509434] ; [46.41509434 35.58490566],0
r2,1,0.068152,3.326982,[226  16] ; [74 11],[222.01834862  19.98165138] ; [77.98165138  7.01834862],0
p10,1,0.09265,2.827723,[203  40] ; [64 21],[197.80792683  45.19207317] ; [69.19207317 15.80792683],0
p9,1,0.102555,2.665354,[209  36] ; [66 19],[204.16666667  40.83333333] ; [70.83333333 14.16666667],0
s7,1,0.118738,2.43389,[113 121] ; [31 50],[106.97142857 127.02857143] ; [37.02857143 43.97142857],0
v1,1,0.139418,2.184374,[137 101] ; [40 43],[131.23364486 106.76635514] ; [45.76635514 37.23364486],0
p3,1,0.190928,1.710439,[159  86] ; [49 37],[153.95770393  91.04229607] ; [54.04229607 31.95770393],0
r4,1,0.259592,1.270932,[220  26] ; [73 13],[217.10240964  28.89759036] ; [75.89759036 10.10240964],0
s8,1,0.267058,1.231797,[108 137] ; [32 54],[103.62537764 141.37462236] ; [36.37462236 49.62537764],0
b4,1,0.349812,0.87414,[143 103] ; [45 41],[139.30120482 106.69879518] ; [48.69879518 37.30120482],0
p2,1,0.355143,0.854996,[218  25] ; [74 12],[215.67173252  27.32826748] ; [76.32826748  9.67173252],0
a1,1,0.377148,0.779978,[ 11 235] ; [ 2 84],[  9.63253012 236.36746988] ; [ 3.36746988 82.63253012],0
u3,1,0.405168,0.692935,[35 21] ; [25 21],[32.94117647 23.05882353] ; [27.05882353 18.94117647],0
b1,1,0.410778,0.676549,[104 142] ; [32 54],[100.77108434 145.22891566] ; [35.22891566 50.77108434],0
n5,1,0.414291,0.666454,[192  52] ; [64 22],[189.28484848  54.71515152] ; [66.71515152 19.28484848],0
s6,1,0.430059,0.622664,[157  88] ; [51 35],[153.95770393  91.04229607] ; [54.04229607 31.95770393],0
s2,1,0.471673,0.518053,[109 136] ; [34 51],[106.16666667 138.83333333] ; [36.83333333 48.16666667],0
p12,1,0.478112,0.503167,[ 20 225] ; [ 5 81],[ 18.50453172 226.49546828] ; [ 6.49546828 79.50453172],0
b5,1,0.49242,0.471233,[147  99] ; [55 31],[149.6746988  96.3253012] ; [52.3253012 33.6746988],0
u2,1,0.538679,0.377993,[35 23] ; [25 21],[33.46153846 24.53846154] ; [26.53846154 19.46153846],0
s1,1,0.558956,0.341516,[  9 236] ; [ 2 83],[  8.16666667 236.83333333] ; [ 2.83333333 82.16666667],0
v3,1,0.575862,0.312972,[ 88 146] ; [28 54],[ 85.89873418 148.10126582] ; [30.10126582 51.89873418],0
p1,1,0.659288,0.19439,[ 19 225] ; [ 8 78],[ 19.96363636 224.03636364] ; [ 7.03636364 78.96363636],0
s3,1,0.677589,0.172853,[125 118] ; [41 43],[123.35779817 119.64220183] ; [42.64220183 41.35779817],0
n3,1,0.714155,0.134162,[36 11] ; [13  5],[35.43076923 11.56923077] ; [13.56923077  4.43076923],0
