Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,54.098975,[198  28] ; [215 149],[158.2  67.8] ; [254.8 109.2],1
s2,1,0.0,52.27075,[167  60] ; [158 208],[124.40978078 102.59021922] ; [200.59021922 165.40978078],1
p5,1,0.0,26.892063,[ 49 180] ; [ 25 337],[ 28.67343486 200.32656514] ; [ 45.32656514 316.67343486],1
s8,1,1e-06,24.997772,[139  89] ; [146 220],[109.39393939 118.60606061] ; [175.60606061 190.39393939],1
s3,1,1e-06,24.931395,[158  66] ; [181 184],[128.92359932  95.07640068] ; [210.07640068 154.92359932],1
s7,1,1e-06,24.52596,[143  78] ; [153 199],[114.16404887 106.83595113] ; [181.83595113 170.16404887],1
p6,1,7e-06,20.115556,[113 112] ; [115 248],[ 87.24489796 137.75510204] ; [140.75510204 222.24489796],1
s4,1,2.7e-05,17.600231,[ 56 168] ; [ 43 324],[ 37.52284264 186.47715736] ; [ 61.47715736 305.52284264],1
v1,1,0.000114,14.887187,[151  75] ; [180 176],[128.53264605  97.46735395] ; [202.46735395 153.53264605],1
p3,1,0.000239,13.49806,[143  86] ; [172 194],[121.23529412 107.76470588] ; [193.76470588 172.23529412],1
p1,1,0.001992,9.556979,[ 27 201] ; [ 18 347],[ 17.30185497 210.69814503] ; [ 27.69814503 337.30185497],0
p12,1,0.002666,9.02329,[ 31 197] ; [ 23 342],[ 20.76222597 207.23777403] ; [ 33.23777403 331.76222597],0
a5,1,0.004447,8.09162,[193  36] ; [273  94],[179.05033557  49.94966443] ; [286.94966443  80.05033557],0
a3,1,0.007789,7.081247,[188  40] ; [267  99],[174.64646465  53.35353535] ; [280.35353535  85.64646465],0
n1,1,0.013333,6.124402,[24 24] ; [20 52],[17.6 30.4] ; [26.4 45.6],0
p7,1,0.01349,6.103729,[166  56] ; [232 125],[152.60103627  69.39896373] ; [245.39896373 111.60103627],0
p4,1,0.013724,6.07332,[159  69] ; [218 147],[144.95109612  83.04890388] ; [232.04890388 132.95109612],0
b5,1,0.014681,5.95432,[121 108] ; [231 136],[135.24832215  93.75167785] ; [216.75167785 150.24832215],0
u1,1,0.030392,4.686963,[ 56 173] ; [ 63 304],[ 45.72315436 183.27684564] ; [ 73.27684564 293.72315436],0
a4,1,0.036803,4.359509,[124 105] ; [166 200],[111.61344538 117.38655462] ; [178.38655462 187.61344538],0
r4,1,0.037262,4.338395,[216  13] ; [328  39],[209.02013423  19.97986577] ; [334.97986577  32.02013423],0
a7,1,0.038279,4.292603,[161  68] ; [285  81],[171.65378151  57.34621849] ; [274.34621849  91.65378151],0
n6,1,0.041484,4.15615,[205  21] ; [310  55],[196.93739425  29.06260575] ; [318.06260575  46.93739425],0
a6,1,0.051109,3.804687,[148  80] ; [266 101],[158.64201681  69.35798319] ; [255.35798319 111.64201681],0
p8,1,0.052084,3.773074,[138  88] ; [192 171],[126.62139219  99.37860781] ; [203.37860781 159.62139219],0
d1,1,0.058297,3.585183,[172  57] ; [249 118],[161.76006711  67.23993289] ; [259.23993289 107.76006711],0
d2,1,0.058456,3.580644,[130  98] ; [180 187],[118.78991597 109.21008403] ; [191.21008403 175.78991597],0
d5,1,0.070209,3.278125,[208  21] ; [315  52],[200.95134228  28.04865772] ; [322.04865772  44.95134228],0
a2,1,0.104993,2.628018,[ 68 161] ; [ 87 280],[ 59.55536913 169.44463087] ; [ 95.44463087 271.55536913],0
a8,1,0.105801,2.615851,[ 23 188] ; [ 53 282],[ 29.36996337 181.63003663] ; [ 46.63003663 288.36996337],0
a1,1,0.111636,2.530911,[ 17 212] ; [ 16 351],[ 12.6795302 216.3204698] ; [ 20.3204698 346.6795302],0
u3,1,0.182181,1.77974,[28 13] ; [55 43],[24.48201439 16.51798561] ; [58.51798561 39.48201439],0
p11,1,0.187788,1.734884,[188  41] ; [316  51],[193.65100671  35.34899329] ; [310.34899329  56.65100671],0
n2,1,0.23806,1.392045,[38 10] ; [50 22],[35.2 12.8] ; [52.8 19.2],0
r1,1,0.301399,1.067996,[193  34] ; [300  67],[188.4023569  38.5976431] ; [304.5976431  62.4023569],0
b2,1,0.301602,1.067099,[62 77] ; [ 84 131],[57.32768362 81.67231638] ; [ 88.67231638 126.32768362],0
b3,1,0.301602,1.067099,[62 77] ; [ 84 131],[57.32768362 81.67231638] ; [ 88.67231638 126.32768362],0
p2,1,0.308756,1.035989,[204  25] ; [313  50],[199.98817568  29.01182432] ; [317.01182432  45.98817568],0
p9,1,0.387404,0.747074,[217  11] ; [343  24],[214.58823529  13.41176471] ; [345.41176471  21.58823529],0
r2,1,0.390175,0.738395,[216  10] ; [340  22],[213.70068027  12.29931973] ; [342.29931973  19.70068027],0
v4,1,0.439411,0.597821,[219   7] ; [351  16],[217.23440135   8.76559865] ; [352.76559865  14.23440135],0
s1,1,0.494214,0.467338,[  7 218] ; [  8 356],[  5.73005093 219.26994907] ; [  9.26994907 354.73005093],0
n5,1,0.510534,0.432973,[180  47] ; [281  84],[176.76858108  50.23141892] ; [284.23141892  80.76858108],0
v3,1,0.548387,0.360215,[ 98 127] ; [144 207],[ 94.53125 130.46875] ; [147.46875 203.53125],0
b4,1,0.615866,0.25172,[142  87] ; [220 147],[139.09060403  89.90939597] ; [222.90939597 144.09060403],0
d3,1,0.654667,0.200067,[182  47] ; [286  81],[179.81879195  49.18120805] ; [288.18120805  78.81879195],0
n3,1,0.749693,0.101789,[32 15] ; [51 21],[32.78151261 14.21848739] ; [50.21848739 21.78151261],0
u2,1,0.772883,0.083294,[24 16] ; [62 37],[24.74820144 15.25179856] ; [61.25179856 37.74820144],0
r3,1,0.851179,0.035199,[217  10] ; [352  15],[217.44612795   9.55387205] ; [351.55387205  15.44612795],0
b1,1,0.86001,0.031104,[ 84 145] ; [132 235],[ 82.99328859 146.00671141] ; [133.00671141 233.99328859],0
v2,1,0.869807,0.026864,[135  90] ; [207 142],[134.05923345  90.94076655] ; [207.94076655 141.05923345],0
u4,1,0.887301,0.020085,[  4 225] ; [  7 360],[  4.22651007 224.77348993] ; [  6.77348993 360.22651007],0
n4,1,0.893667,0.017867,[182  47] ; [290  77],[181.3557047  47.6442953] ; [290.6442953  76.3557047],0
