Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002438,9.186832,[23 24] ; [30  7],[29.6547619 17.3452381] ; [23.3452381 13.6547619],0
n2,1,0.0027,9.0,[15  1] ; [3 5],[12.  4.] ; [6. 2.],0
r4,1,0.00327,8.650481,[22 25] ; [29  8],[28.53571429 18.46428571] ; [22.46428571 14.53571429],0
p7,1,0.020149,5.398901,[22 25] ; [26 10],[27.18072289 19.81927711] ; [20.81927711 15.18072289],0
p8,1,0.05161,3.788361,[18 29] ; [21 14],[22.35365854 24.64634146] ; [16.64634146 18.35365854],0
s6,1,0.057139,3.618536,[27 20] ; [25  7],[30.93670886 16.06329114] ; [21.06329114 10.93670886],0
a2,1,0.063744,3.437184,[ 2 45] ; [ 6 31],[ 4.47619048 42.52380952] ; [ 3.52380952 33.47619048],0
d3,1,0.075014,3.169741,[24 23] ; [26 11],[27.97619048 19.02380952] ; [22.02380952 14.97619048],0
p6,1,0.076407,3.139717,[12 33] ; [16 19],[15.75 29.25] ; [12.25 22.75],0
n6,1,0.076748,3.132461,[33 14] ; [32  5],[36.36904762 10.63095238] ; [28.63095238  8.36904762],0
d5,1,0.099029,2.721104,[32 15] ; [31  6],[35.25 11.75] ; [27.75  9.25],0
n4,1,0.100736,2.693856,[29 18] ; [29  8],[32.45238095 14.54761905] ; [25.54761905 11.45238095],0
d1,1,0.101196,2.686587,[17 30] ; [20 17],[20.70238095 26.29761905] ; [16.29761905 20.70238095],0
p1,1,0.127477,2.322965,[ 2 45] ; [ 5 32],[ 3.91666667 43.08333333] ; [ 3.08333333 33.91666667],0
d2,1,0.13587,2.224117,[13 34] ; [16 21],[16.22619048 30.77380952] ; [12.77380952 24.22619048],0
d4,1,0.147125,2.101811,[33 14] ; [31  6],[35.80952381 11.19047619] ; [28.19047619  8.80952381],0
u3,1,0.169148,1.890482,[12  7] ; [5 8],[10.09375  8.90625] ; [6.90625 6.09375],0
p10,1,0.176305,1.828496,[34 12] ; [31  5],[36.46341463  9.53658537] ; [28.53658537  7.46341463],0
a8,1,0.193377,1.6917,[ 1 43] ; [ 3 31],[ 2.25641026 41.74358974] ; [ 1.74358974 32.25641026],0
b4,1,0.204475,1.610121,[24 23] ; [24 13],[26.85714286 20.14285714] ; [21.14285714 15.85714286],0
r2,1,0.213901,1.544822,[34 11] ; [32  5],[36.2195122  8.7804878] ; [29.7804878  7.2195122],0
n1,1,0.241567,1.371429,[8 8] ; [2 6],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
b1,1,0.249099,1.32835,[25 22] ; [15 22],[22.38095238 24.61904762] ; [17.61904762 19.38095238],0
s4,1,0.251774,1.313432,[11 36] ; [ 5 32],[ 8.95238095 38.04761905] ; [ 7.04761905 29.95238095],0
s7,1,0.252819,1.307661,[16 27] ; [18 18],[18.50632911 24.49367089] ; [15.49367089 20.50632911],0
s1,1,0.264039,1.247456,[ 4 43] ; [ 1 36],[ 2.79761905 44.20238095] ; [ 2.20238095 34.79761905],0
s2,1,0.27181,1.207591,[26 21] ; [16 21],[23.5 23.5] ; [18.5 18.5],0
p11,1,0.293579,1.103134,[32 15] ; [29  8],[34.13095238 12.86904762] ; [26.86904762 10.13095238],0
p9,1,0.294199,1.100307,[38  9] ; [33  4],[39.72619048  7.27380952] ; [31.27380952  5.72619048],0
s3,1,0.294747,1.09781,[27 20] ; [17 20],[24.61904762 22.38095238] ; [19.38095238 17.61904762],0
b3,1,0.309259,1.033839,[ 8 19] ; [10 13],[ 9.72 17.28] ; [ 8.28 14.72],0
b2,1,0.309259,1.033839,[ 8 19] ; [10 13],[ 9.72 17.28] ; [ 8.28 14.72],0
a4,1,0.321385,0.983304,[13 34] ; [14 23],[15.10714286 31.89285714] ; [11.89285714 25.10714286],0
b5,1,0.342999,0.899191,[27 20] ; [25 12],[29.0952381 17.9047619] ; [22.9047619 14.0952381],0
a7,1,0.451043,0.568031,[28 19] ; [25 12],[29.6547619 17.3452381] ; [23.3452381 13.6547619],0
r3,1,0.464275,0.53557,[37  9] ; [32  5],[38.24096386  7.75903614] ; [30.75903614  6.24096386],0
v4,1,0.475187,0.50989,[41  5] ; [31  6],[39.90361446  6.09638554] ; [32.09638554  4.90361446],0
p2,1,0.512984,0.427975,[35 12] ; [29  7],[36.24096386 10.75903614] ; [27.75903614  8.24096386],0
p3,1,0.538894,0.377593,[25 21] ; [22 14],[26.36585366 19.63414634] ; [20.63414634 15.36585366],0
u2,1,0.551815,0.354075,[ 9 10] ; [7 5],[9.80645161 9.19354839] ; [6.19354839 5.80645161],0
s5,1,0.566672,0.328283,[15 30] ; [ 9 24],[13.84615385 31.15384615] ; [10.15384615 22.84615385],0
s8,1,0.570835,0.321287,[15 32] ; [14 23],[16.22619048 30.77380952] ; [12.77380952 24.22619048],0
p4,1,0.572528,0.318471,[29 18] ; [20 16],[27.74698795 19.25301205] ; [21.25301205 14.74698795],0
n5,1,0.577239,0.31072,[33 14] ; [28  9],[34.13095238 12.86904762] ; [26.86904762 10.13095238],0
a3,1,0.620121,0.245698,[28 19] ; [24 13],[29.0952381 17.9047619] ; [22.9047619 14.0952381],0
n3,1,0.769698,0.085714,[9 7] ; [5 3],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
a6,1,0.826042,0.048304,[24 23] ; [18 19],[23.5 23.5] ; [18.5 18.5],0
a1,1,0.850883,0.035341,[ 3 44] ; [ 2 35],[ 2.79761905 44.20238095] ; [ 2.20238095 34.79761905],0
u1,1,0.850883,0.035341,[ 3 44] ; [ 2 35],[ 2.79761905 44.20238095] ; [ 2.20238095 34.79761905],0
p5,1,0.867853,0.027684,[ 7 40] ; [ 6 31],[ 7.27380952 39.72619048] ; [ 5.72619048 31.27380952],0
p12,1,0.875235,0.024653,[ 3 44] ; [ 2 34],[ 2.8313253 44.1686747] ; [ 2.1686747 33.8313253],0
a5,1,0.895175,0.01736,[26 21] ; [21 16],[26.29761905 20.70238095] ; [20.70238095 16.29761905],0
