Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000248,13.425252,[20 25] ; [70 22],[29.5620438 15.4379562] ; [60.4379562 31.5620438],1
d5,1,0.013227,6.138491,[34 11] ; [83  8],[38.71323529  6.28676471] ; [78.28676471 12.71323529],0
d1,1,0.014265,6.00505,[24 21] ; [69 24],[30.32608696 14.67391304] ; [62.67391304 30.32608696],0
p8,1,0.019711,5.437348,[28 17] ; [75 18],[33.58695652 11.41304348] ; [69.41304348 23.58695652],0
v2,1,0.020838,5.340323,[19 25] ; [59 33],[25.23529412 18.76470588] ; [52.76470588 39.23529412],0
a3,1,0.0236,5.123815,[30 15] ; [77 15],[35.1459854  9.8540146] ; [71.8540146 20.1459854],0
d4,1,0.029642,4.729943,[35 10] ; [83  8],[39.04411765  5.95588235] ; [78.95588235 12.04411765],0
p11,1,0.035745,4.409217,[32 13] ; [80 13],[36.52173913  8.47826087] ; [75.47826087 17.52173913],0
a8,1,0.04717,3.93932,[ 2 40] ; [15 71],[ 5.578125 36.421875] ; [11.421875 74.578125],0
a2,1,0.074238,3.18673,[ 8 37] ; [30 63],[12.39130435 32.60869565] ; [25.60869565 67.39130435],0
v3,1,0.077415,3.118357,[14 30] ; [44 48],[18.76470588 25.23529412] ; [39.23529412 52.76470588],0
u1,1,0.085011,2.966399,[ 7 38] ; [27 66],[11.08695652 33.91304348] ; [22.91304348 70.08695652],0
r1,1,0.08812,2.908387,[34 11] ; [81 12],[37.5  7.5] ; [77.5 15.5],0
n1,1,0.093373,2.815243,[5 8] ; [13  6],[7.3125 5.6875] ; [10.6875  8.3125],0
a7,1,0.118808,2.432967,[27 18] ; [68 25],[30.97826087 14.02173913] ; [64.02173913 28.97826087],0
a5,1,0.128366,2.312149,[34 11] ; [80 13],[37.17391304  7.82608696] ; [76.82608696 16.17391304],0
d3,1,0.13359,2.250281,[31 14] ; [74 18],[34.48905109 10.51094891] ; [70.51094891 21.48905109],0
s2,1,0.156643,2.00634,[32 13] ; [76 17],[35.2173913  9.7826087] ; [72.7826087 20.2173913],0
r3,1,0.173716,1.850579,[41  3] ; [91  2],[42.39416058  1.60583942] ; [89.60583942  3.39416058],0
u2,1,0.182566,1.776608,[11  4] ; [8 8],[9.19354839 5.80645161] ; [9.80645161 6.19354839],0
v4,1,0.183225,1.771273,[42  3] ; [91  2],[43.36956522  1.63043478] ; [89.63043478  3.36956522],0
p7,1,0.200931,1.635597,[37  7] ; [85  8],[39.18248175  4.81751825] ; [82.81751825 10.18248175],0
d2,1,0.226616,1.461978,[20 25] ; [51 41],[23.32116788 21.67883212] ; [47.67883212 44.32116788],0
b3,1,0.253562,1.303573,[11 18] ; [30 29],[13.51136364 15.48863636] ; [27.48863636 31.51136364],0
b2,1,0.253562,1.303573,[11 18] ; [30 29],[13.51136364 15.48863636] ; [27.48863636 31.51136364],0
n4,1,0.276577,1.183836,[36  9] ; [81 12],[38.15217391  6.84782609] ; [78.84782609 14.15217391],0
n5,1,0.297648,1.084701,[35 10] ; [79 14],[37.17391304  7.82608696] ; [76.82608696 16.17391304],0
b1,1,0.31109,1.026042,[21 24] ; [35 58],[18.26086957 26.73913043] ; [37.73913043 55.26086957],0
b5,1,0.367638,0.811632,[21 24] ; [51 42],[23.47826087 21.52173913] ; [48.52173913 44.47826087],0
p4,1,0.379492,0.772347,[36  9] ; [79 13],[37.77372263  7.22627737] ; [77.22627737 14.77372263],0
s7,1,0.42788,0.628571,[30 12] ; [70 20],[31.81818182 10.18181818] ; [68.18181818 21.81818182],0
s4,1,0.435613,0.607811,[15 28] ; [26 66],[13.05925926 29.94074074] ; [27.94074074 64.05925926],0
a4,1,0.437884,0.60182,[22 23] ; [52 41],[24.13043478 20.86956522] ; [49.86956522 43.13043478],0
n3,1,0.440495,0.594992,[9 4] ; [10  8],[7.96774194 5.03225806] ; [11.03225806  6.96774194],0
r2,1,0.540119,0.375319,[44  1] ; [89  4],[43.36956522  1.63043478] ; [89.63043478  3.36956522],0
s3,1,0.542585,0.370769,[30 15] ; [66 26],[31.53284672 13.46715328] ; [64.46715328 27.53284672],0
p9,1,0.552735,0.35244,[42  3] ; [89  4],[42.7173913  2.2826087] ; [88.2826087  4.7173913],0
n2,1,0.603953,0.269075,[10  3] ; [16  3],[10.5625  2.4375] ; [15.4375  3.5625],0
a1,1,0.636218,0.223722,[ 5 40] ; [ 8 85],[ 4.23913043 40.76086957] ; [ 8.76086957 84.23913043],0
