Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,28.180215,[53 13] ; [ 1 13],[44.55 21.45] ; [9.45 4.55],1
p7,1,0.000142,14.479427,[61  6] ; [7 7],[56.24691358 10.75308642] ; [11.75308642  2.24691358],1
s8,1,0.005008,7.876371,[46 21] ; [ 4 10],[41.35802469 25.64197531] ; [8.64197531 5.35802469],0
s2,1,0.015924,5.811273,[42 24] ; [ 4 10],[37.95 28.05] ; [8.05 5.95],0
p2,1,0.025981,4.957264,[65  3] ; [11  3],[63.02439024  4.97560976] ; [12.97560976  1.02439024],0
p12,1,0.045713,3.992134,[23 45] ; [ 1 13],[19.90243902 48.09756098] ; [4.09756098 9.90243902],0
a4,1,0.050422,3.82737,[34 34] ; [ 3 11],[30.68292683 37.31707317] ; [6.31707317 7.68292683],0
a7,1,0.061183,3.505029,[51 17] ; [7 7],[48.09756098 19.90243902] ; [9.90243902 4.09756098],0
p10,1,0.061184,3.505003,[63  4] ; [11  3],[61.20987654  5.79012346] ; [12.79012346  1.20987654],0
r2,1,0.06455,3.41644,[62  4] ; [11  3],[60.225  5.775] ; [12.775  1.225],0
p4,1,0.072739,3.220103,[66  2] ; [12  2],[64.68292683  3.31707317] ; [13.31707317  0.68292683],0
s3,1,0.073396,3.205395,[45 21] ; [6 8],[42.075 23.925] ; [8.925 5.075],0
n6,1,0.075916,3.150237,[65  2] ; [12  2],[63.69135802  3.30864198] ; [13.30864198  0.69135802],0
b5,1,0.091485,2.848054,[27 41] ; [9 5],[29.85365854 38.14634146] ; [6.14634146 7.85365854],0
s7,1,0.093611,2.811148,[49 15] ; [7 6],[46.54545455 17.45454545] ; [9.45454545 3.54545455],0
d4,1,0.105189,2.62505,[60  8] ; [10  4],[58.04878049  9.95121951] ; [11.95121951  2.04878049],0
n5,1,0.106021,2.612551,[63  5] ; [11  3],[61.36585366  6.63414634] ; [12.63414634  1.36585366],0
n4,1,0.106021,2.612551,[63  5] ; [11  3],[61.36585366  6.63414634] ; [12.63414634  1.36585366],0
v3,1,0.11388,2.49954,[41 25] ; [5 8],[38.43037975 27.56962025] ; [7.56962025 5.43037975],0
p1,1,0.123978,2.366331,[24 44] ; [ 2 12],[21.56097561 46.43902439] ; [4.43902439 9.56097561],0
s6,1,0.146466,2.108679,[54  8] ; [10  4],[52.21052632  9.78947368] ; [11.78947368  2.21052632],0
p9,1,0.159724,1.976842,[65  3] ; [12  2],[63.85365854  4.14634146] ; [13.14634146  0.85365854],0
a5,1,0.221886,1.492134,[54 14] ; [9 5],[52.24390244 15.75609756] ; [10.75609756  3.24390244],0
a1,1,0.278204,1.175844,[13 55] ; [ 1 13],[11.6097561 56.3902439] ; [ 2.3902439 11.6097561],0
a6,1,0.364095,0.82372,[45 23] ; [11  3],[46.43902439 21.56097561] ; [9.56097561 4.43902439],0
d3,1,0.418766,0.653776,[46 22] ; [11  3],[47.26829268 20.73170732] ; [9.73170732 4.26829268],0
v4,1,0.461928,0.541219,[64  2] ; [13  1],[63.525  2.475] ; [13.475  0.525],0
b1,1,0.476491,0.506884,[27 41] ; [7 7],[28.19512195 39.80487805] ; [5.80487805 8.19512195],0
s4,1,0.477663,0.504195,[10 56] ; [ 1 12],[ 9.18987342 56.81012658] ; [ 1.81012658 11.18987342],0
d1,1,0.519706,0.414477,[45 23] ; [8 6],[43.95121951 24.04878049] ; [9.04878049 4.95121951],0
r4,1,0.530505,0.393425,[62  6] ; [12  2],[61.36585366  6.63414634] ; [12.63414634  1.36585366],0
v2,1,0.5765,0.311927,[41 25] ; [7 6],[40.10126582 25.89873418] ; [7.89873418 5.10126582],0
b4,1,0.631596,0.229903,[39 29] ; [9 5],[39.80487805 28.19512195] ; [8.19512195 5.80487805],0
a3,1,0.634361,0.226193,[57 11] ; [11  3],[56.3902439 11.6097561] ; [11.6097561  2.3902439],0
r1,1,0.652019,0.203364,[56 11] ; [11  3],[55.41975309 11.58024691] ; [11.58024691  2.41975309],0
r3,1,0.685458,0.164046,[63  3] ; [13  1],[62.7  3.3] ; [13.3  0.7],0
u1,1,0.776892,0.0803,[17 51] ; [ 3 11],[16.58536585 51.41463415] ; [ 3.41463415 10.58536585],0
p11,1,0.792934,0.068908,[60  8] ; [12  2],[59.70731707  8.29268293] ; [12.29268293  1.70731707],0
s5,1,0.801505,0.063202,[40 19] ; [9 5],[39.60273973 19.39726027] ; [9.39726027 4.60273973],0
u2,1,0.836813,0.042424,[8 3] ; [2 1],[7.85714286 3.14285714] ; [2.14285714 0.85714286],0
s1,1,0.837618,0.042001,[ 6 62] ; [ 1 13],[ 5.80487805 62.19512195] ; [ 1.19512195 12.80487805],0
d2,1,0.851656,0.034971,[37 31] ; [8 6],[37.31707317 30.68292683] ; [7.68292683 6.31707317],0
d5,1,0.859991,0.031112,[57 11] ; [12  2],[57.2195122 10.7804878] ; [11.7804878  2.2195122],0
a8,1,0.935857,0.006477,[ 9 53] ; [ 2 11],[ 9.09333333 52.90666667] ; [ 1.90666667 11.09333333],0
b2,1,0.949472,0.004016,[24 25] ; [6 6],[24.09836066 24.90163934] ; [5.90163934 6.09836066],0
b3,1,0.949472,0.004016,[24 25] ; [6 6],[24.09836066 24.90163934] ; [5.90163934 6.09836066],0
v1,1,0.950809,0.003806,[43 23] ; [9 5],[42.9 23.1] ; [9.1 4.9],0
