Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,44.652483,[38 44] ; [148  24],[60.04724409 21.95275591] ; [125.95275591  46.04724409],1
r3,1,0.076717,3.13312,[70 12] ; [159  13],[73.92913386  8.07086614] ; [155.07086614  16.92913386],0
u1,1,0.082066,3.023508,[ 2 80] ; [ 14 159],[ 5.14509804 76.85490196] ; [ 10.85490196 162.14509804],0
p11,1,0.090613,2.863451,[57 25] ; [137  36],[62.38431373 19.61568627] ; [131.61568627  41.38431373],0
p8,1,0.179288,1.803519,[31 50] ; [79 88],[35.92741935 45.07258065] ; [74.07258065 92.92741935],0
p9,1,0.184574,1.760401,[58 22] ; [136  34],[62.08 17.92] ; [131.92  38.08],0
d3,1,0.204306,1.611325,[31 51] ; [80 93],[35.69411765 46.30588235] ; [75.30588235 97.69411765],0
n5,1,0.220678,1.499959,[56 24] ; [132  39],[59.92031873 20.07968127] ; [128.07968127  42.92031873],0
v1,1,0.224934,1.472615,[37 44] ; [90 77],[41.47983871 39.52016129] ; [85.52016129 81.47983871],0
p7,1,0.249453,1.326363,[43 36] ; [105  64],[47.14516129 31.85483871] ; [100.85483871  68.14516129],0
p4,1,0.318322,0.995828,[36 44] ; [88 82],[39.68 40.32] ; [84.32 85.68],0
b1,1,0.329588,0.950516,[34 48] ; [83 90],[37.62352941 44.37647059] ; [79.37647059 93.62352941],0
p1,1,0.347852,0.881278,[ 8 74] ; [ 11 160],[ 6.15810277 75.84189723] ; [ 12.84189723 158.15810277],0
u4,1,0.411032,0.675813,[ 1 81] ; [  5 168],[ 1.92941176 80.07058824] ; [  4.07058824 168.92941176],0
u3,1,0.427931,0.628431,[25 24] ; [13 18],[23.275 25.725] ; [14.725 16.275],0
a1,1,0.430514,0.621438,[ 4 78] ; [ 13 160],[ 5.46666667 76.53333333] ; [ 11.53333333 161.46666667],0
n2,1,0.495118,0.465385,[20  9] ; [38 12],[21.29113924  7.70886076] ; [36.70886076 13.29113924],0
u2,1,0.506904,0.440453,[25 24] ; [13 17],[23.56962025 25.43037975] ; [14.43037975 15.56962025],0
a8,1,0.529491,0.395368,[ 7 72] ; [ 19 146],[ 8.41803279 70.58196721] ; [ 17.58196721 147.41803279],0
s1,1,0.573517,0.316833,[ 4 76] ; [  6 165],[ 3.187251 76.812749] ; [  6.812749 164.187251],0
p6,1,0.68595,0.163505,[26 53] ; [ 59 107],[27.40816327 51.59183673] ; [ 57.59183673 108.40816327],0
b4,1,0.725931,0.122881,[46 36] ; [93 80],[44.69803922 37.30196078] ; [94.30196078 78.69803922],0
s4,1,0.751543,0.100239,[14 68] ; [ 32 139],[14.90909091 67.09090909] ; [ 31.09090909 139.90909091],0
p12,1,0.7758,0.081109,[ 5 75] ; [  9 159],[ 4.51612903 75.48387097] ; [  9.48387097 158.51612903],0
s3,1,0.874421,0.024978,[45 35] ; [98 73],[45.57768924 34.42231076] ; [97.42231076 73.57768924],0
p5,1,0.886979,0.0202,[ 8 72] ; [ 18 152],[ 8.32 71.68] ; [ 17.68 152.32],0
n1,1,0.995181,3.6e-05,[13 16] ; [22 27],[13.01282051 15.98717949] ; [21.98717949 27.01282051],0
