Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.9e-05,17.495112,[12 33] ; [56 30],[23.35877863 21.64122137] ; [44.64122137 41.35877863],1
d1,1,0.238082,1.391918,[24 21] ; [55 31],[27.13740458 17.86259542] ; [51.86259542 34.13740458],0
v3,1,0.265991,1.237303,[11 32] ; [30 55],[13.7734375 29.2265625] ; [27.2265625 57.7734375],0
p7,1,0.288038,1.128769,[16 29] ; [38 46],[18.8372093 26.1627907] ; [35.1627907 48.8372093],0
n1,1,0.336219,0.924795,[ 4 12] ; [11 17],[ 5.45454545 10.54545455] ; [ 9.54545455 18.45454545],0
n3,1,0.33849,0.916141,[7 9] ; [17 12],[8.53333333 7.46666667] ; [15.46666667 13.53333333],0
s5,1,0.353428,0.86111,[ 7 37] ; [19 64],[ 9.00787402 34.99212598] ; [16.99212598 66.00787402],0
b3,1,0.355353,0.854248,[ 8 22] ; [18 31],[ 9.87341772 20.12658228] ; [16.12658228 32.87341772],0
b2,1,0.355353,0.854248,[ 8 22] ; [18 31],[ 9.87341772 20.12658228] ; [16.12658228 32.87341772],0
u3,1,0.370768,0.801088,[9 5] ; [16 16],[7.60869565 6.39130435] ; [17.39130435 14.60869565],0
p10,1,0.379287,0.773011,[10 35] ; [25 60],[12.11538462 32.88461538] ; [22.88461538 62.11538462],0
v2,1,0.399066,0.711138,[19 26] ; [42 42],[21.27906977 23.72093023] ; [39.72093023 44.27906977],0
a1,1,0.427201,0.63042,[ 2 43] ; [ 7 79],[ 3.09160305 41.90839695] ; [ 5.90839695 80.09160305],0
s2,1,0.429944,0.622974,[14 31] ; [32 52],[16.04651163 28.95348837] ; [29.95348837 54.04651163],0
a3,1,0.487437,0.482178,[31 14] ; [54 32],[29.19847328 15.80152672] ; [55.80152672 30.19847328],0
b1,1,0.562449,0.335481,[28 17] ; [49 37],[26.45038168 18.54961832] ; [50.54961832 35.45038168],0
p3,1,0.568869,0.324579,[16 28] ; [27 59],[14.55384615 29.44615385] ; [28.44615385 57.55384615],0
p1,1,0.585181,0.297933,[ 2 42] ; [ 6 80],[ 2.70769231 41.29230769] ; [ 5.29230769 80.70769231],0
s1,1,0.604476,0.268298,[ 3 41] ; [ 4 82],[ 2.36923077 41.63076923] ; [ 4.63076923 81.36923077],0
v1,1,0.660502,0.192915,[15 30] ; [32 54],[16.14503817 28.85496183] ; [30.85496183 55.14503817],0
a5,1,0.660502,0.192915,[30 15] ; [54 32],[28.85496183 16.14503817] ; [55.14503817 30.85496183],0
p8,1,0.664174,0.188493,[14 31] ; [30 56],[15.11450382 29.88549618] ; [28.88549618 57.11450382],0
s4,1,0.720502,0.128012,[ 7 38] ; [11 72],[ 6.328125 38.671875] ; [11.671875 71.328125],0
d3,1,0.730134,0.118988,[29 16] ; [58 28],[29.88549618 15.11450382] ; [57.11450382 28.88549618],0
d2,1,0.732095,0.117196,[24 21] ; [48 37],[24.92307692 20.07692308] ; [47.07692308 37.92307692],0
a6,1,0.751718,0.100093,[29 16] ; [53 33],[28.16793893 16.83206107] ; [53.83206107 32.16793893],0
r1,1,0.778351,0.079224,[33 12] ; [65 21],[33.66412214 11.33587786] ; [64.33587786 21.66412214],0
a2,1,0.781394,0.077008,[ 9 36] ; [19 67],[ 9.61832061 35.38167939] ; [18.38167939 67.61832061],0
a4,1,0.806227,0.06017,[19 26] ; [34 51],[18.34615385 26.65384615] ; [34.65384615 50.34615385],0
b4,1,0.845161,0.038141,[28 17] ; [55 31],[28.51145038 16.48854962] ; [54.48854962 31.51145038],0
p2,1,0.885688,0.020668,[24 21] ; [47 39],[24.38931298 20.61068702] ; [46.61068702 39.38931298],0
a8,1,0.904461,0.014407,[ 3 40] ; [ 5 73],[ 2.84297521 40.15702479] ; [ 5.15702479 72.84297521],0
p6,1,0.951883,0.003641,[ 8 35] ; [16 68],[ 8.12598425 34.87401575] ; [15.87401575 68.12598425],0
d5,1,0.961724,0.002303,[37  8] ; [71 15],[37.09923664  7.90076336] ; [70.90076336 15.09923664],0
