Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,273.645713,[ 41 224] ; [300  66],[143.20919176 121.79080824] ; [197.79080824 168.20919176],1
s6,1,0.0,101.705336,[129 133] ; [309  48],[185.38933764  76.61066236] ; [252.61066236 104.38933764],1
s7,1,0.0,67.376005,[ 83 170] ; [235 118],[132.76237624 120.23762376] ; [185.23762376 167.76237624],1
s8,1,0.0,66.239008,[ 75 190] ; [223 142],[125.34920635 139.65079365] ; [172.65079365 192.34920635],1
s5,1,0.0,28.804234,[ 65 198] ; [160 189],[ 96.69117647 166.30882353] ; [128.30882353 220.69117647],1
r2,1,0.000113,14.902153,[240  24] ; [354   8],[250.50479233  13.49520767] ; [343.49520767  18.50479233],1
s4,1,0.000265,13.299556,[ 28 235] ; [ 79 284],[ 44.95367412 218.04632588] ; [ 62.04632588 300.95367412],1
p12,1,0.002758,8.960767,[ 13 252] ; [ 43 322],[ 23.55555556 241.44444444] ; [ 32.44444444 332.55555556],0
n2,1,0.007614,7.122103,[36 21] ; [54 10],[42.39669421 14.60330579] ; [47.60330579 16.39669421],0
d1,1,0.014886,5.929864,[146 120] ; [236 130],[160.77848101 105.22151899] ; [221.22151899 144.77848101],0
d2,1,0.022873,5.178138,[113 153] ; [189 177],[127.10759494 138.89240506] ; [174.89240506 191.10759494],0
u4,1,0.025333,5.001001,[  1 265] ; [ 10 356],[  4.62974684 261.37025316] ; [  6.37025316 359.62974684],0
a3,1,0.030008,4.708858,[182  83] ; [279  86],[193.91269841  71.08730159] ; [267.08730159  97.91269841],0
r3,1,0.039332,4.24646,[250  15] ; [355   9],[254.88871224  10.11128776] ; [350.11128776  13.88871224],0
a2,1,0.054993,3.682296,[ 53 213] ; [ 97 269],[ 63.13291139 202.86708861] ; [ 86.86708861 279.13291139],0
n4,1,0.067293,3.347837,[203  63] ; [301  65],[212.12658228  53.87341772] ; [291.87341772  74.12658228],0
v3,1,0.08551,2.956931,[ 96 164] ; [156 200],[106.36363636 153.63636364] ; [145.63636364 210.36363636],0
r4,1,0.101571,2.680697,[239  27] ; [342  24],[244.53481013  21.46518987] ; [336.46518987  29.53481013],0
p3,1,0.126495,2.335003,[136 130] ; [209 156],[145.43581616 120.56418384] ; [199.56418384 165.43581616],0
n3,1,0.12704,2.328308,[37 19] ; [51 14],[40.72727273 15.27272727] ; [47.27272727 17.72727273],0
u3,1,0.140903,2.168072,[45 39] ; [55 30],[49.70414201 34.29585799] ; [50.29585799 34.70414201],0
r1,1,0.143893,2.13583,[210  56] ; [304  60],[217.02222222  48.97777778] ; [296.97777778  67.02222222],0
s1,1,0.161931,1.956097,[  4 260] ; [ 12 352],[  6.72611465 257.27388535] ; [  9.27388535 354.72611465],0
p6,1,0.168204,1.898873,[ 99 165] ; [156 207],[107.36842105 156.63157895] ; [147.63157895 215.36842105],0
d4,1,0.188745,1.727387,[217  49] ; [312  53],[223.00158479  42.99841521] ; [305.99841521  59.00158479],0
u1,1,0.195188,1.678017,[ 41 225] ; [ 71 295],[ 47.13924051 218.86075949] ; [ 64.86075949 301.13924051],0
b1,1,0.23133,1.432666,[ 88 178] ; [138 228],[ 95.12025316 170.87974684] ; [130.87974684 235.12025316],0
a1,1,0.232518,1.425392,[  8 258] ; [ 18 348],[ 10.94303797 255.05696203] ; [ 15.05696203 350.94303797],0
b5,1,0.273945,1.196887,[162 104] ; [207 159],[155.30696203 110.69303797] ; [213.69303797 152.30696203],0
a8,1,0.320786,0.985737,[ 29 207] ; [ 52 290],[ 33.07266436 202.92733564] ; [ 47.92733564 294.07266436],0
d3,1,0.357876,0.845333,[183  81] ; [266 100],[188.15238095  75.84761905] ; [260.84761905 105.15238095],0
n5,1,0.375968,0.783844,[205  59] ; [294  71],[209.43720191  54.56279809] ; [289.56279809  75.43720191],0
n1,1,0.39061,0.737043,[18 39] ; [25 39],[20.25619835 36.74380165] ; [22.74380165 41.25619835],0
v1,1,0.405918,0.690724,[156 107] ; [197 155],[150.95772358 112.04227642] ; [202.04227642 149.95772358],0
p7,1,0.448945,0.573314,[183  81] ; [256  99],[187.23101777  76.76898223] ; [251.76898223 103.23101777],0
p4,1,0.518936,0.416007,[172  94] ; [245 120],[175.78763867  90.21236133] ; [241.21236133 123.78763867],0
d5,1,0.550541,0.356348,[224  41] ; [302  63],[221.25396825  43.74603175] ; [304.74603175  60.25396825],0
a7,1,0.583117,0.301223,[199  66] ; [267  98],[196.01587302  68.98412698] ; [269.98412698  95.01587302],0
p1,1,0.611228,0.25839,[ 21 245] ; [ 33 332],[ 22.76386688 243.23613312] ; [ 31.23613312 333.76386688],0
p5,1,0.66531,0.187137,[ 34 232] ; [ 51 314],[ 35.83201268 230.16798732] ; [ 49.16798732 315.83201268],0
p9,1,0.69597,0.152698,[254  12] ; [347  19],[252.95253165  13.04746835] ; [348.04746835  17.95253165],0
b4,1,0.719531,0.128943,[151 115] ; [213 153],[153.20253165 112.79746835] ; [210.79746835 155.20253165],0
n6,1,0.736241,0.113458,[232  33] ; [321  42],[233.35191083  31.64808917] ; [319.64808917  43.35191083],0
