Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000406,12.502272,[ 9 24] ; [348 246],[18.78947368 14.21052632] ; [338.21052632 255.78947368],1
s6,1,0.000968,10.887155,[15 18] ; [430 165],[23.38375796  9.61624204] ; [421.61624204 173.38375796],1
r4,1,0.002004,9.545484,[26  7] ; [570  41],[30.54037267  2.45962733] ; [565.45962733  45.54037267],0
p3,1,0.002099,9.460702,[ 9 23] ; [341 269],[17.44548287 14.55451713] ; [332.55451713 277.44548287],0
p2,1,0.002297,9.296019,[23 10] ; [535  73],[28.72698908  4.27301092] ; [529.27301092  78.72698908],0
p6,1,0.004004,8.281887,[ 5 27] ; [250 357],[12.76995305 19.23004695] ; [242.23004695 364.76995305],0
b1,1,0.005106,7.841604,[19 14] ; [206 405],[11.52950311 21.47049689] ; [213.47049689 397.52950311],0
p4,1,0.013436,6.110843,[14 18] ; [398 212],[20.53582555 11.46417445] ; [391.46417445 218.53582555],0
a5,1,0.024662,5.047456,[20 13] ; [474 137],[25.3136646  7.6863354] ; [468.6863354 142.3136646],0
s1,1,0.025505,4.989247,[ 3 30] ; [ 15 590],[ 0.93103448 32.06896552] ; [ 17.06896552 587.93103448],0
a4,1,0.060186,3.532256,[10 23] ; [287 323],[15.24261275 17.75738725] ; [281.75738725 328.24261275],0
p5,1,0.06336,3.447162,[ 1 32] ; [ 88 518],[ 4.59624413 28.40375587] ; [ 84.40375587 521.59624413],0
s4,1,0.077257,3.121675,[ 2 30] ; [112 492],[ 5.73584906 26.26415094] ; [108.26415094 495.73584906],0
s2,1,0.085626,2.954749,[13 20] ; [331 274],[17.79310345 15.20689655] ; [326.20689655 278.79310345],0
p11,1,0.086886,2.931143,[25  8] ; [528  83],[28.33695652  4.66304348] ; [524.66304348  86.33695652],0
r3,1,0.097266,2.749816,[30  3] ; [586  21],[31.7625  1.2375] ; [584.2375  22.7625],0
n1,1,0.141122,2.16568,[6 4] ; [43 75],[3.828125 6.171875] ; [45.171875 72.828125],0
a2,1,0.185845,1.750249,[ 5 28] ; [155 456],[ 8.19875776 24.80124224] ; [151.80124224 459.19875776],0
b2,1,0.20783,1.586476,[ 6 16] ; [149 216],[ 8.81136951 13.18863049] ; [146.18863049 218.81136951],0
b3,1,0.20783,1.586476,[ 6 16] ; [149 216],[ 8.81136951 13.18863049] ; [146.18863049 218.81136951],0
a1,1,0.214817,1.538661,[ 3 30] ; [ 27 584],[ 1.53726708 31.46273292] ; [ 28.46273292 582.53726708],0
d4,1,0.228678,1.449063,[25  8] ; [511  99],[27.50855365  5.49144635] ; [508.49144635 101.50855365],0
d3,1,0.235983,1.404432,[20 13] ; [429 181],[23.04354588  9.95645412] ; [425.95645412 184.04354588],0
b5,1,0.236199,1.403135,[16 17] ; [360 251],[19.26708075 13.73291925] ; [356.73291925 254.26708075],0
n5,1,0.251789,1.313349,[25  8] ; [509 101],[27.4059098  5.5940902] ; [506.5940902 103.4059098],0
u1,1,0.285986,1.138424,[ 4 29] ; [120 491],[ 6.35403727 26.64596273] ; [117.64596273 493.35403727],0
v2,1,0.293355,1.104158,[16 16] ; [348 238],[18.84789644 13.15210356] ; [345.15210356 240.84789644],0
s3,1,0.296875,1.08818,[16 17] ; [348 255],[18.88679245 14.11320755] ; [345.11320755 257.88679245],0
s8,1,0.298246,1.082021,[13 20] ; [296 312],[15.90795632 17.09204368] ; [293.09204368 314.90795632],0
p8,1,0.305864,1.048451,[16 17] ; [347 256],[18.83490566 14.16509434] ; [344.16509434 258.83490566],0
p7,1,0.339884,0.910868,[18 12] ; [410 190],[20.38095238  9.61904762] ; [407.61904762 192.38095238],0
s5,1,0.357371,0.847111,[10 23] ; [224 361],[12.49514563 20.50485437] ; [221.50485437 363.49514563],0
a7,1,0.481334,0.49584,[26  7] ; [446 163],[24.26168224  8.73831776] ; [447.73831776 161.26168224],0
u3,1,0.487926,0.481097,[4 5] ; [90 70],[5.00591716 3.99408284] ; [88.99408284 71.00591716],0
p1,1,0.488867,0.479019,[ 2 31] ; [ 59 550],[ 3.13551402 29.86448598] ; [ 57.86448598 551.13551402],0
v4,1,0.510392,0.433264,[31  2] ; [585  23],[31.71294852  1.28705148] ; [584.28705148  23.71294852],0
n4,1,0.534689,0.385473,[26  7] ; [507 104],[27.3121118  5.6878882] ; [505.6878882 105.3121118],0
u2,1,0.536127,0.382766,[4 5] ; [88 72],[4.89940828 4.10059172] ; [87.10059172 72.89940828],0
b4,1,0.553991,0.350216,[21 12] ; [357 254],[19.36956522 13.63043478] ; [358.63043478 252.36956522],0
a8,1,0.655755,0.198721,[ 5 25] ; [ 77 482],[ 4.17657046 25.82342954] ; [ 77.82342954 481.17657046],0
d1,1,0.662699,0.190262,[19 14] ; [375 236],[20.18944099 12.81055901] ; [373.81055901 237.18944099],0
n3,1,0.715482,0.132863,[7 3] ; [88 29],[7.48031496 2.51968504] ; [87.51968504 29.48031496],0
r2,1,0.719017,0.129437,[31  1] ; [578  27],[30.59340659  1.40659341] ; [578.40659341  26.59340659],0
s7,1,0.733771,0.115677,[16 16] ; [310 274],[16.93506494 15.06493506] ; [309.06493506 274.93506494],0
d5,1,0.738759,0.11122,[28  5] ; [503 106],[27.29439252  5.70560748] ; [503.70560748 105.29439252],0
n2,1,0.750756,0.100897,[7 3] ; [88 30],[7.421875 2.578125] ; [87.578125 30.421875],0
a6,1,0.776406,0.08066,[22 11] ; [421 189],[22.73561431 10.26438569] ; [420.26438569 189.73561431],0
d2,1,0.8366,0.042537,[17 16] ; [303 307],[16.42301711 16.57698289] ; [303.57698289 306.42301711],0
a3,1,0.882178,0.021966,[24  9] ; [450 159],[24.36448598  8.63551402] ; [449.63551402 159.36448598],0
r1,1,0.938523,0.005948,[27  6] ; [495 114],[26.8317757  6.1682243] ; [495.1682243 113.8317757],0
v3,1,0.98889,0.000194,[14 19] ; [250 341],[13.96153846 19.03846154] ; [250.03846154 340.96153846],0
