Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.001494,10.08551,[4 1] ; [ 1 13],[1.31578947 3.68421053] ; [ 3.68421053 10.31578947],0
d2,1,0.002563,9.094942,[ 2 15] ; [18 14],[ 6.93877551 10.06122449] ; [13.06122449 18.93877551],0
n5,1,0.004815,7.947826,[8 9] ; [28  5],[12.24  4.76] ; [23.76  9.24],0
p7,1,0.067721,3.337421,[ 6 11] ; [ 4 27],[ 3.54166667 13.45833333] ; [ 6.45833333 24.54166667],0
n1,1,0.076823,3.130856,[3 8] ; [11  7],[5.31034483 5.68965517] ; [8.68965517 9.31034483],0
v4,1,0.091184,2.853342,[12  5] ; [15 18],[9.18 7.82] ; [17.82 15.18],0
p8,1,0.104883,2.629677,[ 5 11] ; [ 4 29],[ 2.93877551 13.06122449] ; [ 6.06122449 26.93877551],0
a1,1,0.109429,2.562449,[ 1 16] ; [ 8 25],[ 3.06 13.94] ; [ 5.94 27.06],0
d1,1,0.130269,2.289297,[ 4 13] ; [15 18],[ 6.46 10.54] ; [12.54 20.46],0
a4,1,0.138726,2.19203,[ 4 13] ; [14 17],[ 6.375 10.625] ; [11.625 19.375],0
v2,1,0.149381,2.078557,[ 1 16] ; [ 7 25],[ 2.7755102 14.2244898] ; [ 5.2244898 26.7755102],0
p2,1,0.154561,2.026654,[ 7 10] ; [ 7 25],[ 4.85714286 12.14285714] ; [ 9.14285714 22.85714286],0
p10,1,0.185049,1.756599,[8 9] ; [ 9 23],[ 5.89795918 11.10204082] ; [11.10204082 20.89795918],0
d4,1,0.195517,1.67555,[12  5] ; [17 16],[9.86 7.14] ; [19.14 13.86],0
s1,1,0.195777,1.673599,[ 3 14] ; [ 2 31],[ 1.7 15.3] ; [ 3.3 29.7],0
a5,1,0.196798,1.665981,[ 6 11] ; [18 15],[8.16 8.84] ; [15.84 17.16],0
p1,1,0.2351,1.409739,[ 1 16] ; [ 6 27],[ 2.38 14.62] ; [ 4.62 28.38],0
r2,1,0.242205,1.367716,[9 8] ; [21  9],[10.85106383  6.14893617] ; [19.14893617 10.85106383],0
p4,1,0.254371,1.299137,[ 5 12] ; [ 5 27],[ 3.46938776 13.53061224] ; [ 6.53061224 25.46938776],0
s3,1,0.275963,1.186863,[ 3 14] ; [10 21],[ 4.60416667 12.39583333] ; [ 8.39583333 22.60416667],0
v1,1,0.282209,1.156422,[ 6 11] ; [ 7 26],[ 4.42 12.58] ; [ 8.58 24.42],0
s5,1,0.32203,0.980684,[ 1 16] ; [ 5 27],[ 2.08163265 14.91836735] ; [ 3.91836735 28.08163265],0
a2,1,0.339354,0.912872,[ 1 16] ; [ 5 28],[ 2.04 14.96] ; [ 3.96 29.04],0
d5,1,0.360628,0.835706,[8 9] ; [20 13],[9.52 7.48] ; [18.48 14.52],0
a6,1,0.373405,0.7923,[ 6 11] ; [16 17],[7.48 9.52] ; [14.52 18.48],0
n6,1,0.373405,0.7923,[ 6 11] ; [16 17],[7.48 9.52] ; [14.52 18.48],0
b3,1,0.403454,0.698009,[2 5] ; [12 14],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
b2,1,0.403454,0.698009,[2 5] ; [12 14],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
u2,1,0.418222,0.655306,[2 3] ; [ 3 11],[1.31578947 3.68421053] ; [ 3.68421053 10.31578947],0
p6,1,0.466348,0.530615,[ 1 16] ; [ 4 28],[ 1.73469388 15.26530612] ; [ 3.26530612 28.73469388],0
a7,1,0.479677,0.499597,[9 8] ; [14 19],[7.82 9.18] ; [15.18 17.82],0
d3,1,0.479677,0.499597,[9 8] ; [14 19],[7.82 9.18] ; [15.18 17.82],0
n3,1,0.488462,0.479912,[6 5] ; [ 7 10],[5.10714286 5.89285714] ; [7.89285714 9.10714286],0
a3,1,0.51946,0.414966,[12  5] ; [19 12],[10.97916667  6.02083333] ; [20.02083333 10.97916667],0
p3,1,0.557084,0.344779,[ 3 14] ; [ 8 24],[ 3.81632653 13.18367347] ; [ 7.18367347 24.81632653],0
s2,1,0.557659,0.343774,[ 2 15] ; [ 6 27],[ 2.72 14.28] ; [ 5.28 27.72],0
r1,1,0.60293,0.270599,[8 9] ; [13 20],[7.14 9.86] ; [13.86 19.14],0
b5,1,0.60293,0.270599,[8 9] ; [13 20],[7.14 9.86] ; [13.86 19.14],0
b1,1,0.623022,0.241643,[12  5] ; [21 12],[11.22  5.78] ; [21.78 11.22],0
r4,1,0.74371,0.106893,[ 2 15] ; [ 5 28],[ 2.38 14.62] ; [ 4.62 28.38],0
s8,1,0.74371,0.106893,[ 2 15] ; [ 5 28],[ 2.38 14.62] ; [ 4.62 28.38],0
v3,1,0.774987,0.081715,[ 4 13] ; [ 9 24],[ 4.42 12.58] ; [ 8.58 24.42],0
n2,1,0.812126,0.056494,[6 5] ; [9 9],[5.68965517 5.31034483] ; [9.31034483 8.68965517],0
s6,1,0.851364,0.03511,[ 4 13] ; [ 7 26],[ 3.74 13.26] ; [ 7.26 25.74],0
p9,1,0.891577,0.01858,[ 6 10] ; [11 20],[ 5.78723404 10.21276596] ; [11.21276596 19.78723404],0
b4,1,0.914138,0.011625,[9 8] ; [18 15],[9.18 7.82] ; [17.82 15.18],0
s7,1,0.958762,0.002674,[ 3 12] ; [ 6 25],[ 2.93478261 12.06521739] ; [ 6.06521739 24.93478261],0
s4,1,0.962813,0.002174,[ 3 14] ; [ 6 27],[ 3.06 13.94] ; [ 5.94 27.06],0
