Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6.2e-05,16.036832,[71 21] ; [24 30],[59.8630137 32.1369863] ; [35.1369863 18.8630137],1
p7,1,0.000135,14.568798,[54 37] ; [14 39],[42.97222222 48.02777778] ; [25.02777778 27.97222222],1
v4,1,0.00116,10.552698,[83  9] ; [38 17],[75.72789116 16.27210884] ; [45.27210884  9.72789116],0
p4,1,0.002153,9.413983,[40 52] ; [10 44],[31.50684932 60.49315068] ; [18.49315068 35.50684932],0
s7,1,0.014133,6.021404,[23 65] ; [ 5 49],[17.35211268 70.64788732] ; [10.64788732 43.35211268],0
r3,1,0.0165,5.748756,[80 12] ; [39 16],[74.47619048 17.52380952] ; [44.52380952 10.47619048],0
p10,1,0.020277,5.387872,[60 31] ; [25 29],[53.34482759 37.65517241] ; [31.65517241 22.34482759],0
s1,1,0.027759,4.842985,[ 3 87] ; [ 7 47],[ 6.25 83.75] ; [ 3.75 50.25],0
p6,1,0.03805,4.302784,[27 64] ; [ 8 47],[21.81506849 69.18493151] ; [13.18493151 41.81506849],0
p8,1,0.049435,3.860504,[40 52] ; [15 40],[34.42176871 57.57823129] ; [20.57823129 34.42176871],0
p11,1,0.052838,3.749051,[66 27] ; [31 25],[60.54362416 32.45637584] ; [36.45637584 19.54362416],0
n6,1,0.056198,3.646176,[69 23] ; [33 22],[63.83673469 28.16326531] ; [38.16326531 16.83673469],0
n1,1,0.057358,3.612179,[ 6 20] ; [10 10],[ 9.04347826 16.95652174] ; [ 6.95652174 13.04347826],0
d4,1,0.062529,3.469008,[49 43] ; [21 35],[43.51351351 48.48648649] ; [26.48648649 29.51351351],0
b4,1,0.090999,2.856613,[58 35] ; [27 29],[53.05369128 39.94630872] ; [31.94630872 24.05369128],0
b5,1,0.119028,2.430059,[57 36] ; [27 29],[52.4295302 40.5704698] ; [31.5704698 24.4295302],0
s5,1,0.135805,2.224855,[21 70] ; [ 7 47],[17.57241379 73.42758621] ; [10.42758621 43.57241379],0
s3,1,0.144684,2.127425,[44 47] ; [19 34],[39.8125 51.1875] ; [23.1875 29.8125],0
a4,1,0.172673,1.859587,[22 70] ; [ 8 47],[18.7755102 73.2244898] ; [11.2244898 43.7755102],0
d3,1,0.187581,1.736516,[40 53] ; [18 38],[36.20134228 56.79865772] ; [21.79865772 34.20134228],0
a7,1,0.234644,1.412487,[55 38] ; [27 28],[51.52702703 41.47297297] ; [30.47297297 24.52702703],0
s6,1,0.246183,1.344838,[42 49] ; [20 35],[38.64383562 52.35616438] ; [23.35616438 31.64383562],0
r4,1,0.255394,1.293556,[68 25] ; [36 20],[64.91275168 28.08724832] ; [39.08724832 16.91275168],0
p12,1,0.287611,1.130769,[ 3 88] ; [ 4 52],[ 4.33333333 86.66666667] ; [ 2.66666667 53.33333333],0
