Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5.3e-05,16.34494,[13 58] ; [24 20],[22.84347826 48.15652174] ; [14.15652174 29.84347826],1
v2,1,0.001035,10.763995,[19 51] ; [25 18],[27.25663717 42.74336283] ; [16.74336283 26.25663717],0
p9,1,0.013651,6.082679,[34 35] ; [32 12],[40.30088496 28.69911504] ; [25.69911504 18.30088496],0
a3,1,0.015558,5.852168,[36 35] ; [33 12],[42.23275862 28.76724138] ; [26.76724138 18.23275862],0
p2,1,0.018724,5.527078,[33 37] ; [30 13],[39.02654867 30.97345133] ; [23.97345133 19.02654867],0
s8,1,0.029973,4.710816,[ 9 62] ; [13 32],[13.46551724 57.53448276] ; [ 8.53448276 36.46551724],0
s7,1,0.040239,4.207792,[12 54] ; [15 27],[16.5 49.5] ; [10.5 31.5],0
u3,1,0.044978,4.019457,[ 7 28] ; [6 6],[ 9.68085106 25.31914894] ; [3.31914894 8.68085106],0
u2,1,0.056234,3.645104,[11 24] ; [7 4],[13.69565217 21.30434783] ; [4.30434783 6.69565217],0
n2,1,0.069792,3.287907,[17 16] ; [16  5],[20.16666667 12.83333333] ; [12.83333333  8.16666667],0
d3,1,0.086366,2.940845,[31 40] ; [27 18],[35.5 35.5] ; [22.5 22.5],0
r3,1,0.100987,2.68989,[34 35] ; [28 15],[38.19642857 30.80357143] ; [23.80357143 19.19642857],0
p7,1,0.115148,2.482109,[21 48] ; [19 23],[24.86486486 44.13513514] ; [15.13513514 26.86486486],0
p12,1,0.11995,2.417974,[ 1 71] ; [ 3 41],[ 2.48275862 69.51724138] ; [ 1.51724138 42.48275862],0
v3,1,0.123856,2.367864,[15 56] ; [15 29],[18.52173913 52.47826087] ; [11.47826087 32.52173913],0
s2,1,0.123856,2.367864,[15 56] ; [15 29],[18.52173913 52.47826087] ; [11.47826087 32.52173913],0
n3,1,0.129589,2.297426,[13 19] ; [13  8],[15.69811321 16.30188679] ; [10.30188679 10.69811321],0
v4,1,0.130257,2.289444,[37 32] ; [28 13],[40.77272727 28.22727273] ; [24.22727273 16.77272727],0
p10,1,0.149415,2.078211,[33 36] ; [26 16],[36.67567568 32.32432432] ; [22.32432432 19.67567568],0
b1,1,0.196331,1.669458,[36 36] ; [28 17],[39.38461538 32.61538462] ; [24.61538462 20.38461538],0
d4,1,0.206883,1.593107,[44 27] ; [33 12],[47.12931034 23.87068966] ; [29.87068966 15.12931034],0
s3,1,0.212952,1.551242,[20 49] ; [17 25],[23. 46.] ; [14. 28.],0
p5,1,0.252988,1.306725,[ 5 65] ; [ 6 38],[ 6.75438596 63.24561404] ; [ 4.24561404 39.75438596],0
s5,1,0.264517,1.244959,[ 9 62] ; [ 9 35],[11.11304348 59.88695652] ; [ 6.88695652 37.11304348],0
u1,1,0.272583,1.203704,[ 4 68] ; [ 5 40],[ 5.53846154 66.46153846] ; [ 3.46153846 41.53846154],0
p1,1,0.300394,1.072445,[ 9 62] ; [ 3 42],[ 7.34482759 63.65517241] ; [ 4.65517241 40.34482759],0
p11,1,0.306179,1.047085,[33 39] ; [25 20],[35.69230769 36.30769231] ; [22.30769231 22.69230769],0
a2,1,0.307224,1.042574,[ 8 64] ; [ 8 37],[ 9.84615385 62.15384615] ; [ 6.15384615 38.84615385],0
b4,1,0.326746,0.961753,[45 27] ; [24 21],[42.46153846 29.53846154] ; [26.53846154 18.46153846],0
a5,1,0.362651,0.828693,[37 35] ; [27 18],[39.38461538 32.61538462] ; [24.61538462 20.38461538],0
b5,1,0.380438,0.769287,[34 38] ; [25 20],[36.30769231 35.69230769] ; [22.69230769 22.30769231],0
p3,1,0.390536,0.737273,[17 55] ; [13 29],[18.94736842 53.05263158] ; [11.05263158 30.94736842],0
p6,1,0.444613,0.584348,[11 59] ; [ 9 33],[12.5 57.5] ; [ 7.5 34.5],0
s1,1,0.46593,0.531612,[ 4 68] ; [ 4 40],[ 4.96551724 67.03448276] ; [ 3.03448276 40.96551724],0
a4,1,0.498574,0.457969,[24 47] ; [18 27],[25.70689655 45.29310345] ; [16.29310345 28.70689655],0
n5,1,0.513532,0.426863,[45 25] ; [25 18],[43.36283186 26.63716814] ; [26.63716814 16.36283186],0
a6,1,0.578226,0.309112,[39 33] ; [22 23],[37.53846154 34.46153846] ; [23.46153846 21.53846154],0
d1,1,0.610928,0.258826,[27 45] ; [19 26],[28.30769231 43.69230769] ; [17.69230769 27.30769231],0
r2,1,0.647016,0.209683,[39 30] ; [25 16],[40.14545455 28.85454545] ; [23.85454545 17.14545455],0
a7,1,0.64756,0.20899,[34 37] ; [23 21],[35.19130435 35.80869565] ; [21.80869565 22.19130435],0
n1,1,0.653,0.202139,[13 20] ; [ 7 14],[12.22222222 20.77777778] ; [ 7.77777778 13.22222222],0
n6,1,0.693282,0.155556,[41 29] ; [23 19],[40. 30.] ; [24. 18.],0
p4,1,0.710817,0.137462,[25 46] ; [17 27],[25.93043478 45.06956522] ; [16.06956522 27.93043478],0
p8,1,0.746021,0.104905,[19 52] ; [13 31],[19.75652174 51.24347826] ; [12.24347826 31.75652174],0
d5,1,0.759313,0.09387,[46 26] ; [30 15],[46.76923077 25.23076923] ; [29.23076923 15.76923077],0
a1,1,0.809628,0.058036,[ 7 65] ; [ 5 40],[ 7.38461538 64.61538462] ; [ 4.61538462 40.38461538],0
d2,1,0.811643,0.05679,[28 42] ; [17 28],[27.39130435 42.60869565] ; [17.60869565 27.39130435],0
b2,1,0.826064,0.048291,[16 26] ; [11 16],[16.43478261 25.56521739] ; [10.56521739 16.43478261],0
b3,1,0.826064,0.048291,[16 26] ; [11 16],[16.43478261 25.56521739] ; [10.56521739 16.43478261],0
n4,1,0.829129,0.046578,[44 28] ; [26 18],[43.44827586 28.55172414] ; [26.55172414 17.44827586],0
r1,1,0.945655,0.004646,[23 49] ; [14 29],[23.16521739 48.83478261] ; [13.83478261 29.16521739],0
