Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,31.594865,[21  1] ; [ 7 29],[10.62068966 11.37931034] ; [17.37931034 18.62068966],1
d3,1,6e-06,20.618067,[19  4] ; [ 8 28],[10.52542373 12.47457627] ; [16.47457627 19.52542373],1
d5,1,6.4e-05,15.977979,[21  2] ; [14 22],[13.6440678  9.3559322] ; [21.3559322 14.6440678],1
d4,1,0.000127,14.689798,[22  1] ; [17 19],[15.20338983  7.79661017] ; [23.79661017 12.20338983],1
r2,1,0.003119,8.736638,[16  4] ; [14 22],[10.71428571  9.28571429] ; [19.28571429 16.71428571],0
a4,1,0.005715,7.637904,[12 10] ; [ 7 29],[ 7.20689655 14.79310345] ; [11.79310345 24.20689655],0
a3,1,0.007736,7.093619,[18  5] ; [15 20],[13.0862069  9.9137931] ; [19.9137931 15.0862069],0
s5,1,0.050954,3.809781,[ 7 15] ; [ 4 32],[ 4.17241379 17.82758621] ; [ 6.82758621 29.17241379],0
a5,1,0.09181,2.842352,[16  7] ; [17 19],[12.86440678 10.13559322] ; [20.13559322 15.86440678],0
v2,1,0.096799,2.757502,[10 13] ; [ 8 27],[ 7.13793103 15.86206897] ; [10.86206897 24.13793103],0
p7,1,0.114782,2.48711,[ 5 18] ; [15 21],[ 7.79661017 15.20338983] ; [12.20338983 23.79661017],0
a2,1,0.12608,2.340113,[ 3 20] ; [ 1 35],[ 1.55932203 21.44067797] ; [ 2.44067797 33.55932203],0
v1,1,0.144001,2.134675,[ 3 19] ; [11 25],[ 5.31034483 16.68965517] ; [ 8.68965517 27.31034483],0
p11,1,0.150162,2.070602,[14  9] ; [15 21],[11.30508475 11.69491525] ; [17.69491525 18.30508475],0
b4,1,0.200466,1.638974,[16  7] ; [19 17],[13.6440678  9.3559322] ; [21.3559322 14.6440678],0
p2,1,0.223987,1.478645,[ 8 14] ; [19 17],[10.24137931 11.75862069] ; [16.75862069 19.24137931],0
s1,1,0.236982,1.398456,[ 1 22] ; [ 5 31],[ 2.33898305 20.66101695] ; [ 3.66101695 32.33898305],0
s8,1,0.236982,1.398456,[ 1 22] ; [ 5 31],[ 2.33898305 20.66101695] ; [ 3.66101695 32.33898305],0
r3,1,0.244565,1.354087,[16  7] ; [19 16],[13.87931034  9.12068966] ; [21.12068966 13.87931034],0
p8,1,0.276209,1.185649,[ 3 19] ; [ 9 26],[ 4.63157895 17.36842105] ; [ 7.36842105 27.63157895],0
n4,1,0.310993,1.026452,[17  6] ; [22 14],[15.20338983  7.79661017] ; [23.79661017 12.20338983],0
p1,1,0.313833,1.014475,[ 3 20] ; [ 2 34],[ 1.94915254 21.05084746] ; [ 3.05084746 32.94915254],0
a6,1,0.316129,1.004893,[12 11] ; [14 22],[10.13559322 12.86440678] ; [15.86440678 20.13559322],0
p5,1,0.330629,0.946434,[ 3 20] ; [ 2 33],[ 1.98275862 21.01724138] ; [ 3.01724138 31.98275862],0
a8,1,0.339816,0.911125,[ 2 21] ; [ 6 28],[ 3.22807018 19.77192982] ; [ 4.77192982 29.22807018],0
s3,1,0.35027,0.872478,[10 13] ; [11 24],[ 8.32758621 14.67241379] ; [12.67241379 22.32758621],0
n5,1,0.431915,0.617669,[13 10] ; [24 12],[14.42372881  8.57627119] ; [22.57627119 13.42372881],0
b2,1,0.432075,0.617239,[ 8 11] ; [ 7 16],[ 6.78571429 12.21428571] ; [ 8.21428571 14.78571429],0
b3,1,0.432075,0.617239,[ 8 11] ; [ 7 16],[ 6.78571429 12.21428571] ; [ 8.21428571 14.78571429],0
r4,1,0.479841,0.499224,[ 7 16] ; [ 8 28],[ 5.84745763 17.15254237] ; [ 9.15254237 26.84745763],0
p3,1,0.479841,0.499224,[ 7 16] ; [ 8 28],[ 5.84745763 17.15254237] ; [ 9.15254237 26.84745763],0
r1,1,0.541478,0.372807,[ 9 14] ; [17 19],[10.13559322 12.86440678] ; [15.86440678 20.13559322],0
n3,1,0.618757,0.247619,[4 6] ; [8 8],[4.61538462 5.38461538] ; [7.38461538 8.61538462],0
u1,1,0.639841,0.21895,[ 2 21] ; [ 2 34],[ 1.55932203 21.44067797] ; [ 2.44067797 33.55932203],0
s7,1,0.640263,0.218398,[ 5 17] ; [ 6 28],[ 4.32142857 17.67857143] ; [ 6.67857143 27.32142857],0
p9,1,0.66051,0.192905,[10 12] ; [18 17],[10.80701754 11.19298246] ; [17.19298246 17.80701754],0
n6,1,0.66051,0.192905,[12 10] ; [17 18],[11.19298246 10.80701754] ; [17.80701754 17.19298246],0
n1,1,0.701122,0.147308,[4 7] ; [7 9],[4.48148148 6.51851852] ; [6.51851852 9.48148148],0
s4,1,0.705796,0.142512,[ 3 20] ; [ 6 30],[ 3.50847458 19.49152542] ; [ 5.49152542 30.50847458],0
p10,1,0.70972,0.138557,[11 12] ; [15 20],[10.31034483 12.68965517] ; [15.68965517 19.31034483],0
b5,1,0.710599,0.13768,[12 11] ; [17 19],[11.30508475 11.69491525] ; [17.69491525 18.30508475],0
p6,1,0.72376,0.124919,[ 3 19] ; [ 6 29],[ 3.47368421 18.52631579] ; [ 5.52631579 29.47368421],0
s6,1,0.742905,0.10759,[ 7 15] ; [10 26],[ 6.44827586 15.55172414] ; [10.55172414 25.44827586],0
u3,1,0.750277,0.101299,[1 4] ; [ 3 18],[0.76923077 4.23076923] ; [ 3.23076923 17.76923077],0
s2,1,0.830888,0.045609,[ 5 18] ; [ 7 29],[ 4.6779661 18.3220339] ; [ 7.3220339 28.6779661],0
n2,1,0.93021,0.00767,[5 6] ; [7 9],[4.88888889 6.11111111] ; [7.11111111 8.88888889],0
a1,1,0.96113,0.002375,[ 2 21] ; [ 3 33],[ 1.94915254 21.05084746] ; [ 3.05084746 32.94915254],0
a7,1,0.963866,0.002052,[11 12] ; [17 19],[10.91525424 12.08474576] ; [17.08474576 18.91525424],0
b1,1,0.963866,0.002052,[12 11] ; [19 17],[12.08474576 10.91525424] ; [18.91525424 17.08474576],0
p4,1,0.99216,9.7e-05,[ 7 16] ; [11 25],[ 7.01694915 15.98305085] ; [10.98305085 25.01694915],0
