Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,22.127012,[6 4] ; [253  12],[9.41818182 0.58181818] ; [249.58181818  15.41818182],1
r3,1,0.000379,12.631099,[8 2] ; [258   5],[9.74358974 0.25641026] ; [256.25641026   6.74358974],1
n6,1,0.002128,9.435563,[6 4] ; [238  25],[8.93772894 1.06227106] ; [235.06227106  27.93772894],0
v4,1,0.002517,9.128285,[8 2] ; [257   7],[9.67153285 0.32846715] ; [255.32846715   8.67153285],0
p12,1,0.004622,8.021849,[4 6] ; [ 28 235],[1.17216117 8.82783883] ; [ 30.82783883 232.17216117],0
d1,1,0.01321,6.140789,[4 6] ; [199  66],[7.38181818 2.61818182] ; [195.61818182  69.38181818],0
p9,1,0.015495,5.859241,[7 3] ; [243  21],[9.12408759 0.87591241] ; [240.87591241  23.12408759],0
a4,1,0.028873,4.775153,[2 8] ; [146 119],[5.38181818 4.61818182] ; [142.61818182 122.38181818],0
a5,1,0.031012,4.652283,[5 5] ; [209  56],[7.78181818 2.21818182] ; [206.21818182  58.78181818],0
n4,1,0.034954,4.447439,[6 4] ; [225  40],[8.4 1.6] ; [222.6  42.4],0
a3,1,0.039515,4.238593,[5 5] ; [205  58],[7.69230769 2.30769231] ; [202.30769231  60.69230769],0
r1,1,0.055699,3.661028,[6 4] ; [221  44],[8.25454545 1.74545455] ; [218.74545455  46.25454545],0
p8,1,0.165336,1.924727,[9 1] ; [183  80],[7.03296703 2.96703297] ; [184.96703297  78.03296703],0
s4,1,0.168201,1.898901,[4 6] ; [ 56 204],[2.22222222 7.77777778] ; [ 57.77777778 202.22222222],0
a2,1,0.182452,1.777535,[1 9] ; [ 78 187],[2.87272727 7.12727273] ; [ 76.12727273 188.87272727],0
v2,1,0.195922,1.672518,[8 2] ; [155 105],[6.03703704 3.96296296] ; [156.96296296 103.03703704],0
s8,1,0.213931,1.544623,[4 6] ; [157 106],[5.8974359 4.1025641] ; [155.1025641 107.8974359],0
b1,1,0.22525,1.470606,[6 4] ; [108 157],[4.14545455 5.85454545] ; [109.85454545 155.14545455],0
u1,1,0.253082,1.306209,[1 9] ; [ 69 196],[2.54545455 7.45454545] ; [ 67.45454545 197.54545455],0
d2,1,0.265978,1.237374,[4 6] ; [153 112],[5.70909091 4.29090909] ; [151.29090909 113.70909091],0
d5,1,0.270338,1.215031,[8 2] ; [240  25],[9.01818182 0.98181818] ; [238.98181818  26.01818182],0
a7,1,0.271437,1.209472,[6 4] ; [199  65],[7.48175182 2.51824818] ; [197.51824818  66.48175182],0
p5,1,0.323605,0.974319,[3 7] ; [ 47 218],[1.81818182 8.18181818] ; [ 48.18181818 216.81818182],0
u2,1,0.342038,0.902778,[4 1] ; [35 25],[3. 2.] ; [36. 24.],0
s3,1,0.399992,0.708351,[5 5] ; [166  97],[6.26373626 3.73626374] ; [164.73626374  98.26373626],0
n5,1,0.400674,0.706302,[7 3] ; [214  51],[8.03636364 1.96363636] ; [212.96363636  52.03636364],0
d3,1,0.420619,0.648585,[7 3] ; [213  52],[8. 2.] ; [212.  53.],0
p4,1,0.448869,0.573506,[9 1] ; [213  52],[8.07272727 1.92727273] ; [213.92727273  51.07272727],0
p11,1,0.478774,0.501654,[9 1] ; [215  50],[8.14545455 1.85454545] ; [215.85454545  49.14545455],0
u3,1,0.495856,0.463795,[4 1] ; [39 21],[3.30769231 1.69230769] ; [39.69230769 20.30769231],0
s6,1,0.517642,0.41859,[7 3] ; [202  55],[7.82771536 2.17228464] ; [201.17228464  55.82771536],0
b4,1,0.576307,0.312242,[5 5] ; [156 109],[5.85454545 4.14545455] ; [155.14545455 109.85454545],0
v3,1,0.58155,0.303736,[5 5] ; [106 151],[4.15730337 5.84269663] ; [106.84269663 150.15730337],0
p7,1,0.582753,0.301805,[9 1] ; [217  43],[8.37037037 1.62962963] ; [217.62962963  42.37037037],0
a8,1,0.589419,0.291253,[2 8] ; [ 33 204],[1.41700405 8.58299595] ; [ 33.58299595 203.41700405],0
s7,1,0.632317,0.228932,[5 4] ; [161  93],[5.68060837 3.31939163] ; [160.31939163  93.68060837],0
n1,1,0.711332,0.13695,[1 2] ; [23 29],[1.30909091 1.69090909] ; [22.69090909 29.30909091],0
p10,1,0.741196,0.109078,[9 1] ; [228  36],[8.64963504 1.35036496] ; [228.35036496  35.64963504],0
a6,1,0.751832,0.099998,[7 3] ; [172  92],[6.53284672 3.46715328] ; [172.46715328  91.53284672],0
s5,1,0.764971,0.089377,[5 5] ; [113 137],[4.53846154 5.46153846] ; [113.46153846 136.53846154],0
b2,1,0.773466,0.082854,[2 3] ; [80 92],[2.31638418 2.68361582] ; [79.68361582 92.31638418],0
b3,1,0.773466,0.082854,[2 3] ; [80 92],[2.31638418 2.68361582] ; [79.68361582 92.31638418],0
a1,1,0.774341,0.082198,[1 9] ; [ 20 245],[0.76363636 9.23636364] ; [ 20.23636364 244.76363636],0
p3,1,0.776401,0.080663,[7 3] ; [174  91],[6.58181818 3.41818182] ; [174.41818182  90.58181818],0
v1,1,0.777365,0.07995,[6 4] ; [168  93],[6.42066421 3.57933579] ; [167.57933579  93.42066421],0
n2,1,0.792366,0.069295,[2 1] ; [39 14],[2.19642857 0.80357143] ; [38.80357143 14.19642857],0
s2,1,0.841134,0.040178,[6 4] ; [166  97],[6.3003663 3.6996337] ; [165.6996337  97.3003663],0
b5,1,0.980894,0.000574,[6 4] ; [160 105],[6.03636364 3.96363636] ; [159.96363636 105.03636364],0
p2,1,0.984296,0.000387,[9 1] ; [239  26],[9.01818182 0.98181818] ; [238.98181818  26.01818182],0
