Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.016573,5.741039,[ 6 16] ; [15  9],[10.04347826 11.95652174] ; [10.95652174 13.04347826],0
b4,1,0.298688,1.080042,[21  3] ; [19  6],[19.59183673  4.40816327] ; [20.40816327  4.59183673],0
a5,1,0.315041,1.009424,[14 10] ; [18  7],[15.67346939  8.32653061] ; [16.32653061  8.67346939],0
u1,1,0.316771,1.002231,[ 1 23] ; [ 3 22],[ 1.95918367 22.04081633] ; [ 2.04081633 22.95918367],0
d2,1,0.320472,0.98702,[11 13] ; [ 8 17],[ 9.30612245 14.69387755] ; [ 9.69387755 15.30612245],0
a7,1,0.320472,0.98702,[13 11] ; [17  8],[14.69387755  9.30612245] ; [15.30612245  9.69387755],0
n4,1,0.322199,0.98,[12 12] ; [16  9],[13.71428571 10.28571429] ; [14.28571429 10.71428571],0
u3,1,0.36131,0.833333,[5 5] ; [7 3],[6. 4.] ; [6. 4.],0
p1,1,0.36574,0.818087,[ 5 18] ; [ 3 22],[ 3.83333333 19.16666667] ; [ 4.16666667 20.83333333],0
a4,1,0.443638,0.586854,[ 8 16] ; [11 14],[ 9.30612245 14.69387755] ; [ 9.69387755 15.30612245],0
s2,1,0.455714,0.5564,[17  7] ; [20  5],[18.12244898  5.87755102] ; [18.87755102  6.12244898],0
a6,1,0.476671,0.506469,[11 13] ; [14 11],[12.24489796 11.75510204] ; [12.75510204 12.24489796],0
d3,1,0.478391,0.502528,[15  9] ; [18  7],[16.16326531  7.83673469] ; [16.83673469  8.16326531],0
n5,1,0.483865,0.490141,[13 11] ; [16  9],[14.20408163  9.79591837] ; [14.79591837 10.20408163],0
p12,1,0.527064,0.400048,[ 2 22] ; [ 1 24],[ 1.46938776 22.53061224] ; [ 1.53061224 23.46938776],0
b2,1,0.637947,0.221437,[ 6 10] ; [6 7],[6.62068966 9.37931034] ; [5.37931034 7.62068966],0
b3,1,0.637947,0.221437,[ 6 10] ; [6 7],[6.62068966 9.37931034] ; [5.37931034 7.62068966],0
b5,1,0.65591,0.19853,[10 14] ; [12 13],[10.7755102 13.2244898] ; [11.2244898 13.7755102],0
s3,1,0.684029,0.165626,[14 10] ; [16  9],[14.69387755  9.30612245] ; [15.30612245  9.69387755],0
s6,1,0.711531,0.136752,[20  4] ; [19  5],[19.5  4.5] ; [19.5  4.5],0
n2,1,0.718904,0.129545,[9 2] ; [6 2],[8.68421053 2.31578947] ; [6.31578947 1.68421053],0
n1,1,0.728794,0.120222,[5 6] ; [3 5],[4.63157895 6.36842105] ; [3.36842105 4.63157895],0
s7,1,0.736465,0.113258,[13  9] ; [13 11],[12.43478261  9.56521739] ; [13.56521739 10.43478261],0
p6,1,0.772638,0.083478,[11 13] ; [12 12],[11.5 12.5] ; [11.5 12.5],0
p11,1,0.829672,0.046278,[17  7] ; [17  8],[16.65306122  7.34693878] ; [17.34693878  7.65306122],0
b1,1,0.868951,0.027222,[10 14] ; [11 14],[10.28571429 13.71428571] ; [10.71428571 14.28571429],0
p7,1,0.891138,0.018732,[12 11] ; [13 11],[12.23404255 10.76595745] ; [12.76595745 11.23404255],0
a3,1,0.905544,0.01408,[14 10] ; [15 10],[14.20408163  9.79591837] ; [14.79591837 10.20408163],0
r4,1,0.935145,0.006622,[18  6] ; [19  6],[18.12244898  5.87755102] ; [18.87755102  6.12244898],0
r3,1,0.949673,0.003984,[20  4] ; [21  4],[20.08163265  3.91836735] ; [20.91836735  4.08163265],0
r2,1,0.949673,0.003984,[20  4] ; [21  4],[20.08163265  3.91836735] ; [20.91836735  4.08163265],0
a2,1,0.96602,0.001815,[ 2 22] ; [ 2 23],[ 1.95918367 22.04081633] ; [ 2.04081633 22.95918367],0
a8,1,0.975463,0.000946,[ 1 22] ; [ 1 23],[ 0.9787234 22.0212766] ; [ 1.0212766 22.9787234],0
u2,1,1.0,0.0,[6 4] ; [6 4],[6. 4.] ; [6. 4.],0
