Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.018731,5.52642,[46  8] ; [4 4],[43.5483871 10.4516129] ; [6.4516129 1.5483871],0
p9,1,0.020594,5.360824,[53  2] ; [6 2],[51.50793651  3.49206349] ; [7.49206349 0.50793651],0
p10,1,0.032174,4.589224,[53  3] ; [5 2],[51.55555556  4.44444444] ; [6.44444444 0.55555556],0
d4,1,0.060469,3.524476,[48  8] ; [4 3],[46.22222222  9.77777778] ; [5.77777778 1.22222222],0
d5,1,0.088843,2.895221,[47  9] ; [4 3],[45.33333333 10.66666667] ; [5.66666667 1.33333333],0
p4,1,0.116248,2.467152,[50  6] ; [4 2],[48.77419355  7.22580645] ; [5.22580645 0.77419355],0
p3,1,0.123322,2.374615,[46 10] ; [4 3],[44.44444444 11.55555556] ; [5.55555556 1.44444444],0
p12,1,0.141253,2.164251,[14 42] ; [4 4],[15.75 40.25] ; [2.25 5.75],0
p8,1,0.154882,2.023496,[46  9] ; [5 3],[44.52380952 10.47619048] ; [6.47619048 1.52380952],0
b5,1,0.178057,1.813765,[21 35] ; [5 3],[22.75 33.25] ; [3.25 4.75],0
u1,1,0.253098,1.306122,[ 6 50] ; [2 6],[ 7. 49.] ; [1. 7.],0
b3,1,0.285952,1.138582,[16 21] ; [4 2],[17.20930233 19.79069767] ; [2.79069767 3.20930233],0
b2,1,0.285952,1.138582,[16 21] ; [4 2],[17.20930233 19.79069767] ; [2.79069767 3.20930233],0
u2,1,0.287495,1.131313,[10  2] ; [1 1],[9.42857143 2.57142857] ; [1.57142857 0.42857143],0
s8,1,0.335446,0.927759,[34 21] ; [3 4],[32.82258065 22.17741935] ; [4.17741935 2.82258065],0
v2,1,0.375514,0.785336,[37 19] ; [4 4],[35.875 20.125] ; [5.125 2.875],0
d1,1,0.434967,0.609524,[36 20] ; [4 4],[35. 21.] ; [5. 3.],0
r3,1,0.434967,0.609524,[53  3] ; [7 1],[52.5  3.5] ; [7.5 0.5],0
d3,1,0.502957,0.448692,[39 17] ; [4 3],[38.22222222 17.77777778] ; [4.77777778 2.22222222],0
b4,1,0.550616,0.356215,[36 20] ; [6 2],[36.75 19.25] ; [5.25 2.75],0
s7,1,0.559566,0.340456,[37 14] ; [5 3],[36.30508475 14.69491525] ; [5.69491525 2.30508475],0
b1,1,0.563816,0.333141,[22 34] ; [4 4],[22.75 33.25] ; [3.25 4.75],0
n4,1,0.5974,0.278935,[52  4] ; [7 1],[51.625  4.375] ; [7.375 0.625],0
d2,1,0.655965,0.198463,[27 29] ; [4 3],[27.55555556 28.44444444] ; [3.44444444 3.55555556],0
a4,1,0.703239,0.145125,[25 31] ; [3 5],[24.5 31.5] ; [3.5 4.5],0
a1,1,0.707148,0.141142,[10 46] ; [1 7],[ 9.625 46.375] ; [1.375 6.625],0
s3,1,0.711326,0.136957,[36 20] ; [4 3],[35.55555556 20.44444444] ; [4.44444444 2.55555556],0
p11,1,0.745805,0.10509,[51  5] ; [7 1],[50.75  5.25] ; [7.25 0.75],0
v1,1,0.756389,0.096241,[39 17] ; [6 2],[39.375 16.625] ; [5.625 2.375],0
s2,1,0.762752,0.091125,[38 18] ; [5 3],[37.625 18.375] ; [5.375 2.625],0
a2,1,0.794679,0.067725,[ 9 47] ; [1 7],[ 8.75 47.25] ; [1.25 6.75],0
a8,1,0.814541,0.055024,[ 7 46] ; [1 5],[ 7.18644068 45.81355932] ; [0.81355932 5.18644068],0
a3,1,0.819202,0.052245,[44 12] ; [6 2],[43.75 12.25] ; [6.25 1.75],0
a7,1,0.833541,0.044168,[40 16] ; [6 2],[40.25 15.75] ; [5.75 2.25],0
n5,1,0.87968,0.022914,[50  6] ; [7 1],[49.875  6.125] ; [7.125 0.875],0
s4,1,0.893575,0.017898,[ 7 49] ; [1 6],[ 7.11111111 48.88888889] ; [0.88888889 6.11111111],0
p1,1,0.914812,0.011443,[15 41] ; [2 6],[14.875 41.125] ; [2.125 5.875],0
p6,1,0.970402,0.001377,[34 21] ; [5 3],[34.04761905 20.95238095] ; [4.95238095 3.04761905],0
