Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.003616,8.46747,[ 4 19] ; [35 32],[ 9.96666667 13.03333333] ; [29.03333333 37.96666667],0
p2,1,0.006894,7.300454,[15  8] ; [60  7],[19.16666667  3.83333333] ; [55.83333333 11.16666667],0
s7,1,0.023603,5.123587,[ 7 16] ; [36 26],[11.63529412 11.36470588] ; [31.36470588 30.63529412],0
p5,1,0.025868,4.96485,[ 1 22] ; [17 48],[ 4.70454545 18.29545455] ; [13.29545455 51.70454545],0
s3,1,0.049935,3.843632,[10 13] ; [44 22],[13.95505618  9.04494382] ; [40.04494382 25.95505618],0
r4,1,0.066163,3.37573,[22  1] ; [53 14],[19.16666667  3.83333333] ; [55.83333333 11.16666667],0
a3,1,0.066163,3.37573,[ 9 14] ; [41 26],[12.77777778 10.22222222] ; [37.22222222 29.77777778],0
p8,1,0.149787,2.07442,[12 10] ; [47 19],[14.75  7.25] ; [44.25 21.75],0
s1,1,0.161604,1.959153,[ 3 20] ; [ 3 63],[ 1.5505618 21.4494382] ; [ 4.4494382 61.5505618],0
n4,1,0.212451,1.554646,[18  5] ; [43 24],[15.58888889  7.41111111] ; [45.41111111 21.58888889],0
s2,1,0.243705,1.359037,[ 9 13] ; [37 30],[11.37078652 10.62921348] ; [34.62921348 32.37078652],0
n2,1,0.252136,1.311429,[4 1] ; [6 6],[2.94117647 2.05882353] ; [7.05882353 4.94117647],0
b1,1,0.279798,1.168073,[ 8 15] ; [32 35],[10.22222222 12.77777778] ; [29.77777778 37.22222222],0
s8,1,0.279798,1.168073,[ 8 15] ; [32 35],[10.22222222 12.77777778] ; [29.77777778 37.22222222],0
v4,1,0.286959,1.133835,[22  1] ; [58  8],[20.6741573  2.3258427] ; [59.3258427  6.6741573],0
n3,1,0.301409,1.067949,[3 2] ; [10  2],[3.82352941 1.17647059] ; [9.17647059 2.82352941],0
a5,1,0.37457,0.788449,[12 11] ; [42 25],[13.8  9.2] ; [40.2 26.8],0
p3,1,0.37457,0.788449,[12 11] ; [42 25],[13.8  9.2] ; [40.2 26.8],0
n5,1,0.38059,0.768794,[18  5] ; [46 21],[16.35555556  6.64444444] ; [47.64444444 19.35555556],0
r1,1,0.392868,0.730045,[17  6] ; [43 24],[15.33333333  7.66666667] ; [44.66666667 22.33333333],0
u4,1,0.422829,0.64244,[ 1 22] ; [ 1 66],[ 0.51111111 22.48888889] ; [ 1.48888889 65.51111111],0
r2,1,0.435016,0.609394,[21  2] ; [56 10],[19.8988764  3.1011236] ; [57.1011236  8.8988764],0
u2,1,0.457956,0.550886,[9 5] ; [13 12],[7.8974359 6.1025641] ; [14.1025641 10.8974359],0
p1,1,0.491271,0.47374,[ 3 20] ; [13 54],[ 4.08888889 18.91111111] ; [11.91111111 55.08888889],0
p9,1,0.491271,0.47374,[20  3] ; [54 13],[18.91111111  4.08888889] ; [55.08888889 11.91111111],0
a2,1,0.549535,0.358151,[ 2 21] ; [ 9 58],[ 2.81111111 20.18888889] ; [ 8.18888889 58.81111111],0
b4,1,0.553874,0.350422,[15  8] ; [39 28],[13.8  9.2] ; [40.2 26.8],0
v3,1,0.597118,0.279365,[ 6 16] ; [22 44],[ 7. 15.] ; [21. 45.],0
a6,1,0.600784,0.273814,[13 10] ; [42 25],[14.05555556  8.94444444] ; [40.94444444 26.05555556],0
s5,1,0.630148,0.23186,[ 5 16] ; [19 46],[ 5.86046512 15.13953488] ; [18.13953488 46.86046512],0
r3,1,0.669224,0.182511,[21  2] ; [59  8],[20.44444444  2.55555556] ; [59.55555556  7.44444444],0
a7,1,0.678062,0.172316,[14  9] ; [44 23],[14.82222222  8.17777778] ; [43.17777778 23.82222222],0
a8,1,0.809163,0.058325,[ 3 19] ; [ 7 53],[ 2.68292683 19.31707317] ; [ 7.31707317 52.68292683],0
b3,1,0.823368,0.049825,[4 9] ; [15 29],[4.33333333 8.66666667] ; [14.66666667 29.33333333],0
b2,1,0.823368,0.049825,[4 9] ; [15 29],[4.33333333 8.66666667] ; [14.66666667 29.33333333],0
s4,1,0.824692,0.049068,[ 3 20] ; [10 57],[ 3.32222222 19.67777778] ; [ 9.67777778 57.32222222],0
p11,1,0.831765,0.04513,[17  6] ; [51 16],[17.37777778  5.62222222] ; [50.62222222 16.37777778],0
v2,1,0.845903,0.037771,[10 12] ; [28 37],[ 9.6091954 12.3908046] ; [28.3908046 36.6091954],0
d2,1,0.849638,0.035941,[ 7 16] ; [19 48],[ 6.64444444 16.35555556] ; [19.35555556 47.64444444],0
s6,1,0.898839,0.016162,[14  8] ; [41 25],[13.75  8.25] ; [41.25 24.75],0
u3,1,0.904587,0.014368,[7 7] ; [12 13],[6.82051282 7.17948718] ; [12.17948718 12.82051282],0
d4,1,0.905926,0.013966,[11 12] ; [33 34],[11.24444444 11.75555556] ; [32.75555556 34.24444444],0
a4,1,0.912132,0.012177,[ 6 17] ; [18 48],[ 6.20224719 16.79775281] ; [17.79775281 48.20224719],0
n6,1,0.913934,0.011681,[19  4] ; [56 11],[19.16666667  3.83333333] ; [55.83333333 11.16666667],0
b5,1,0.928483,0.008056,[15  8] ; [43 24],[14.82222222  8.17777778] ; [43.17777778 23.82222222],0
n1,1,0.949272,0.004048,[2 3] ; [5 7],[2.05882353 2.94117647] ; [4.94117647 7.05882353],0
p10,1,0.95764,0.002821,[18  5] ; [52 14],[18.08988764  4.91011236] ; [51.91011236 14.08988764],0
p12,1,0.962198,0.002246,[ 3 20] ; [ 9 58],[ 3.06666667 19.93333333] ; [ 8.93333333 58.06666667],0
d1,1,0.969893,0.001424,[ 2 21] ; [ 6 61],[ 2.04444444 20.95555556] ; [ 5.95555556 61.04444444],0
a1,1,0.97921,0.000679,[ 1 22] ; [ 3 64],[ 1.02222222 21.97777778] ; [ 2.97777778 64.02222222],0
