Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,56.756266,[ 35 121] ; [107  60],[68.58204334 87.41795666] ; [73.41795666 93.58204334],1
p6,1,0.0,31.505944,[ 25 127] ; [76 90],[ 48.27672956 103.72327044] ; [ 52.72327044 113.27672956],1
p7,1,1e-06,24.245262,[71 81] ; [121  43],[92.35443038 59.64556962] ; [99.64556962 64.35443038],1
p8,1,5e-06,20.918059,[59 96] ; [105  60],[79.4375 75.5625] ; [84.5625 80.4375],1
p5,1,0.000144,14.444354,[  7 148] ; [ 30 136],[ 17.86604361 137.13395639] ; [ 19.13395639 146.86604361],1
s7,1,0.001314,10.322845,[ 54 100] ; [82 72],[68. 86.] ; [68. 86.],0
n5,1,0.002606,9.064457,[103  52] ; [134  31],[114.796875  40.203125] ; [122.203125  42.796875],0
p2,1,0.006373,7.441829,[122  33] ; [149  17],[130.85669782  24.14330218] ; [140.14330218  25.85669782],0
p10,1,0.0081,7.01112,[128  26] ; [153  12],[135.65517241  18.34482759] ; [145.34482759  19.65517241],0
n4,1,0.010776,6.501834,[98 58] ; [126  40],[108.52173913  47.47826087] ; [115.47826087  50.52173913],0
u2,1,0.017325,5.663139,[30 40] ; [40 23],[36.84210526 33.15789474] ; [33.15789474 29.84210526],0
s6,1,0.026704,4.909859,[90 64] ; [114  48],[99.41772152 54.58227848] ; [104.58227848  57.41772152],0
a4,1,0.034266,4.481368,[ 33 122] ; [ 53 114],[ 41.39751553 113.60248447] ; [ 44.60248447 122.39751553],0
n2,1,0.041992,4.135513,[37  5] ; [25 11],[33.38461538  8.61538462] ; [28.61538462  7.38461538],0
n6,1,0.056652,3.632776,[119  35] ; [142  24],[125.60625  28.39375] ; [135.39375  30.60625],0
u1,1,0.059231,3.558775,[  9 147] ; [  3 164],[  5.79566563 150.20433437] ; [  6.20433437 160.79566563],0
s4,1,0.063094,3.454138,[ 33 123] ; [ 22 143],[ 26.72897196 129.27102804] ; [ 28.27102804 136.72897196],0
s8,1,0.066732,3.361634,[ 50 106] ; [70 97],[57.95665635 98.04334365] ; [ 62.04334365 104.95665635],0
r1,1,0.081788,3.029012,[100  55] ; [122  44],[107.19626168  47.80373832] ; [114.80373832  51.19626168],0
a5,1,0.099838,2.70813,[84 72] ; [105  62],[91.28173375 64.71826625] ; [97.71826625 69.28173375],0
d5,1,0.109094,2.567293,[80 75] ; [101  66],[87.12732919 67.87267081] ; [93.87267081 73.12732919],0
