Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6e-05,16.08817,[29 27] ; [11 53],[18.66666667 37.33333333] ; [21.33333333 42.66666667],1
r3,1,7.5e-05,15.685171,[55  4] ; [42 24],[45.784 13.216] ; [51.216 14.784],1
p10,1,0.000439,12.358719,[43 16] ; [27 38],[33.30645161 25.69354839] ; [36.69354839 28.30645161],1
s6,1,0.001947,9.598399,[40 19] ; [26 39],[31.40322581 27.59677419] ; [34.59677419 30.40322581],0
s2,1,0.002618,9.056286,[32 27] ; [18 47],[23.79032258 35.20967742] ; [26.20967742 38.79032258],0
v4,1,0.003322,8.621431,[53  6] ; [45 21],[46.256 12.744] ; [51.744 14.256],0
d4,1,0.007479,7.15409,[49  9] ; [41 24],[42.43902439 15.56097561] ; [47.56097561 17.43902439],0
p6,1,0.00801,7.03124,[16 42] ; [ 6 59],[10.37398374 47.62601626] ; [11.62601626 53.37398374],0
p9,1,0.00875,6.873198,[42 16] ; [32 33],[34.89430894 23.10569106] ; [39.10569106 25.89430894],0
r4,1,0.014887,5.929763,[49 10] ; [42 24],[42.952 16.048] ; [48.048 17.952],0
d5,1,0.015236,5.888992,[45 13] ; [37 28],[38.66666667 19.33333333] ; [43.33333333 21.66666667],0
n3,1,0.04385,4.062311,[12  2] ; [14 12],[9.1 4.9] ; [16.9  9.1],0
n6,1,0.046675,3.957069,[49  9] ; [45 20],[44.32520325 13.67479675] ; [49.67479675 15.32520325],0
r1,1,0.048254,3.901133,[47 12] ; [42 24],[42.008 16.992] ; [46.992 19.008],0
d1,1,0.053432,3.730352,[37 22] ; [30 36],[31.624 27.376] ; [35.376 30.624],0
p12,1,0.056455,3.638568,[ 7 52] ; [ 2 64],[ 4.248 54.752] ; [ 4.752 61.248],0
s8,1,0.06276,3.462916,[27 31] ; [20 46],[21.98387097 36.01612903] ; [25.01612903 40.98387097],0
p11,1,0.064453,3.418934,[40 19] ; [34 32],[34.928 24.072] ; [39.072 26.928],0
v3,1,0.073302,3.207481,[27 31] ; [19 43],[22.23333333 35.76666667] ; [23.76666667 38.23333333],0
a7,1,0.073665,3.199403,[43 16] ; [38 28],[38.232 20.768] ; [42.768 23.232],0
s5,1,0.074748,3.175554,[17 40] ; [10 52],[12.93277311 44.06722689] ; [14.06722689 47.93277311],0
s1,1,0.07677,3.131995,[ 2 56] ; [ 8 58],[ 4.67741935 53.32258065] ; [ 5.32258065 60.67741935],0
b2,1,0.08093,3.046129,[13 29] ; [24 25],[17.07692308 24.92307692] ; [19.92307692 29.07692308],0
b3,1,0.08093,3.046129,[13 29] ; [24 25],[17.07692308 24.92307692] ; [19.92307692 29.07692308],0
v1,1,0.095053,2.786646,[27 31] ; [20 43],[22.52892562 35.47107438] ; [24.47107438 38.52892562],0
n1,1,0.1262,2.338636,[5 9] ; [17 11],[7.33333333 6.66666667] ; [14.66666667 13.33333333],0
s7,1,0.132109,2.267542,[28 29] ; [22 40],[23.94957983 33.05042017] ; [26.05042017 35.94957983],0
s3,1,0.154318,2.029042,[31 28] ; [25 38],[27.08196721 31.91803279] ; [28.91803279 34.08196721],0
p8,1,0.156305,2.009616,[16 43] ; [11 55],[12.744 46.256] ; [14.256 51.744],0
p1,1,0.165654,1.921842,[ 3 56] ; [ 8 58],[ 5.192 53.808] ; [ 5.808 60.192],0
n2,1,0.166478,1.914376,[12  2] ; [19 10],[10.09302326  3.90697674] ; [20.90697674  8.09302326],0
u2,1,0.196835,1.665703,[11  8] ; [10 16],[ 8.86666667 10.13333333] ; [12.13333333 13.86666667],0
d3,1,0.207461,1.589059,[36 22] ; [33 32],[32.53658537 25.46341463] ; [36.46341463 28.53658537],0
s4,1,0.208544,1.581505,[12 46] ; [ 8 57],[ 9.43089431 48.56910569] ; [10.56910569 54.43089431],0
r2,1,0.21161,1.560378,[53  4] ; [55  9],[50.87603306  6.12396694] ; [57.12396694  6.87603306],0
u3,1,0.234165,1.415385,[12  8] ; [11 15],[10. 10.] ; [13. 13.],0
p3,1,0.269244,1.220597,[24 34] ; [21 45],[21.0483871 36.9516129] ; [23.9516129 42.0483871],0
p5,1,0.272627,1.20348,[ 4 55] ; [ 8 55],[ 5.80327869 53.19672131] ; [ 6.19672131 56.80327869],0
n5,1,0.32442,0.971045,[45 14] ; [55 11],[47.2 11.8] ; [52.8 13.2],0
b5,1,0.380912,0.767758,[35 24] ; [34 32],[32.568 26.432] ; [36.432 29.568],0
d2,1,0.414987,0.664468,[31 27] ; [29 34],[28.76033058 29.23966942] ; [31.23966942 31.76033058],0
u1,1,0.446916,0.578461,[13 46] ; [11 55],[11.328 47.672] ; [12.672 53.328],0
a5,1,0.470245,0.5214,[42 17] ; [43 23],[40.12 18.88] ; [44.88 21.12],0
p4,1,0.508625,0.436894,[18 39] ; [17 48],[16.35245902 40.64754098] ; [18.64754098 46.35245902],0
u4,1,0.558443,0.342407,[ 3 56] ; [ 2 64],[ 2.36 56.64] ; [ 2.64 63.36],0
a3,1,0.67717,0.173329,[39 20] ; [40 24],[37.89430894 21.10569106] ; [41.10569106 22.89430894],0
a4,1,0.689774,0.15933,[27 32] ; [27 37],[25.90243902 33.09756098] ; [28.09756098 35.90243902],0
a6,1,0.769763,0.085664,[36 22] ; [42 23],[36.7804878 21.2195122] ; [41.2195122 23.7804878],0
b1,1,0.791979,0.06956,[29 30] ; [34 32],[29.736 29.264] ; [33.264 32.736],0
a8,1,0.814483,0.055059,[ 8 44] ; [ 9 56],[ 7.55555556 44.44444444] ; [ 9.44444444 55.55555556],0
a1,1,0.823766,0.049597,[ 7 52] ; [ 7 59],[ 6.608 52.392] ; [ 7.392 58.608],0
a2,1,0.928618,0.008025,[12 47] ; [13 53],[11.8 47.2] ; [13.2 52.8],0
b4,1,0.995372,3.4e-05,[34 25] ; [38 28],[33.984 25.016] ; [38.016 27.984],0
