Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.068667,[ 7 28] ; [51 11],[20.92783505 14.07216495] ; [37.07216495 24.92783505],1
v4,1,1.2e-05,19.134722,[21 14] ; [59  3],[28.86597938  6.13402062] ; [51.13402062 10.86597938],1
r4,1,1.4e-05,18.839779,[17 18] ; [55  7],[25.97938144  9.02061856] ; [46.02061856 15.97938144],1
s2,1,5.1e-05,16.400353,[ 6 29] ; [37 25],[15.51546392 19.48453608] ; [27.48453608 34.51546392],1
s8,1,6.9e-05,15.84238,[ 5 30] ; [34 27],[14.21875 20.78125] ; [24.78125 36.21875],1
r3,1,0.000389,12.582904,[23 12] ; [58  4],[29.22680412  5.77319588] ; [51.77319588 10.22680412],1
p6,1,0.000778,11.293931,[ 1 33] ; [20 41],[ 7.51578947 26.48421053] ; [13.48421053 47.51578947],1
n2,1,0.001213,10.470535,[ 6 13] ; [20  5],[11.22727273  7.77272727] ; [14.77272727 10.22727273],0
s6,1,0.001446,10.146658,[12 23] ; [42 20],[19.48453608 15.51546392] ; [34.51546392 27.48453608],0
p11,1,0.001446,10.146658,[12 23] ; [42 20],[19.48453608 15.51546392] ; [34.51546392 27.48453608],0
s7,1,0.00218,9.391667,[ 9 23] ; [37 23],[16. 16.] ; [30. 30.],0
n3,1,0.006491,7.408599,[ 5 12] ; [18  7],[9.30952381 7.69047619] ; [13.69047619 11.30952381],0
s3,1,0.007532,7.141602,[11 24] ; [37 25],[17.31958763 17.68041237] ; [30.68041237 31.31958763],0
v2,1,0.018414,5.556335,[13 22] ; [35 21],[18.46153846 16.53846154] ; [29.53846154 26.46153846],0
p7,1,0.022128,5.235693,[ 6 28] ; [24 35],[10.96774194 23.03225806] ; [19.03225806 39.96774194],0
r1,1,0.022325,5.22026,[20 15] ; [49 13],[24.89690722 10.10309278] ; [44.10309278 17.89690722],0
a6,1,0.030541,4.678583,[18 17] ; [44 16],[22.84210526 12.15789474] ; [39.15789474 20.84210526],0
d2,1,0.031032,4.651185,[30  4] ; [41 19],[25.68085106  8.31914894] ; [45.31914894 14.68085106],0
n5,1,0.03601,4.39661,[18 17] ; [45 17],[22.73195876 12.26804124] ; [40.26804124 21.73195876],0
p3,1,0.061607,3.493594,[ 7 27] ; [24 37],[11.09473684 22.90526316] ; [19.90526316 41.09473684],0
n4,1,0.069032,3.305891,[21 14] ; [48 14],[24.89690722 10.10309278] ; [44.10309278 17.89690722],0
b5,1,0.071823,3.240861,[16 19] ; [40 22],[20.20618557 14.79381443] ; [35.79381443 26.20618557],0
b1,1,0.110646,2.544965,[20 15] ; [25 37],[16.2371134 18.7628866] ; [28.7628866 33.2371134],0
s1,1,0.112337,2.52103,[ 4 31] ; [ 2 59],[ 2.1875 32.8125] ; [ 3.8125 57.1875],0
a7,1,0.124347,2.361698,[22 13] ; [48 14],[25.25773196  9.74226804] ; [44.74226804 17.25773196],0
p8,1,0.137968,2.200482,[ 5 30] ; [17 45],[ 7.93814433 27.06185567] ; [14.06185567 47.93814433],0
a5,1,0.145765,2.116015,[25 10] ; [52 10],[27.78350515  7.21649485] ; [49.21649485 12.78350515],0
v1,1,0.152528,2.04679,[10 25] ; [26 34],[13.26315789 21.73684211] ; [22.73684211 37.26315789],0
s5,1,0.184106,1.764161,[ 7 28] ; [19 39],[ 9.78494624 25.21505376] ; [16.21505376 41.78494624],0
p5,1,0.191727,1.704294,[ 1 34] ; [ 6 53],[ 2.60638298 32.39361702] ; [ 4.39361702 54.60638298],0
n6,1,0.195818,1.673294,[22 12] ; [47 14],[24.69473684  9.30526316] ; [44.30526316 16.69473684],0
u2,1,0.198982,1.649832,[3 5] ; [8 4],[4.4 3.6] ; [6.6 5.4],0
p4,1,0.206472,1.595996,[ 9 25] ; [24 37],[11.81052632 22.18947368] ; [21.18947368 39.81052632],0
n1,1,0.207589,1.588162,[ 7 12] ; [14 11],[9.06818182 9.93181818] ; [11.93181818 13.06818182],0
v3,1,0.231445,1.431959,[ 9 25] ; [21 33],[11.59090909 22.40909091] ; [18.40909091 35.59090909],0
d3,1,0.231506,1.431585,[27  8] ; [52  8],[29.10526316  5.89473684] ; [49.89473684 10.10526316],0
b3,1,0.271718,1.208055,[ 7 17] ; [20 27],[ 9.12676056 14.87323944] ; [17.87323944 29.12676056],0
b2,1,0.271718,1.208055,[ 7 17] ; [20 27],[ 9.12676056 14.87323944] ; [17.87323944 29.12676056],0
u3,1,0.349575,0.875,[5 4] ; [9 3],[6. 3.] ; [8. 4.],0
u1,1,0.416085,0.661347,[ 7 28] ; [17 45],[ 8.65979381 26.34020619] ; [15.34020619 46.65979381],0
a8,1,0.426159,0.633268,[ 1 32] ; [ 4 53],[ 1.83333333 31.16666667] ; [ 3.16666667 53.83333333],0
a3,1,0.465189,0.533381,[26  9] ; [50 12],[27.42268041  7.57731959] ; [48.57731959 13.42268041],0
a2,1,0.486824,0.483539,[10 25] ; [22 40],[11.54639175 23.45360825] ; [20.45360825 41.54639175],0
b4,1,0.546083,0.364381,[21 14] ; [41 21],[22.37113402 12.62886598] ; [39.62886598 22.37113402],0
a1,1,0.583401,0.300769,[ 4 31] ; [ 5 57],[ 3.24742268 31.75257732] ; [ 5.75257732 56.24742268],0
p1,1,0.698405,0.150137,[ 3 32] ; [ 4 58],[ 2.5257732 32.4742268] ; [ 4.4742268 57.5257732],0
s4,1,0.73176,0.117502,[ 6 29] ; [12 48],[ 6.63157895 28.36842105] ; [11.36842105 48.63157895],0
a4,1,0.860684,0.030801,[22 12] ; [39 23],[21.60416667 12.39583333] ; [39.39583333 22.60416667],0
