Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.4e-05,16.669449,[27  6] ; [19 33],[17.85882353 15.14117647] ; [28.14117647 23.85882353],1
p7,1,0.000273,13.25043,[27  5] ; [23 29],[19.04761905 12.95238095] ; [30.95238095 21.04761905],1
p4,1,0.0115,6.386322,[25  8] ; [25 27],[19.41176471 13.58823529] ; [30.58823529 21.41176471],0
d4,1,0.032782,4.557143,[28  5] ; [33 19],[23.68235294  9.31764706] ; [37.31764706 14.68235294],0
a8,1,0.038281,4.292506,[ 8 23] ; [ 4 43],[ 4.76923077 26.23076923] ; [ 7.23076923 39.76923077],0
p5,1,0.039469,4.240569,[ 8 25] ; [ 4 46],[ 4.77108434 28.22891566] ; [ 7.22891566 42.77108434],0
p12,1,0.068955,3.30773,[ 5 28] ; [ 2 49],[ 2.75 30.25] ; [ 4.25 46.75],0
p11,1,0.100938,2.69066,[27  6] ; [34 18],[23.68235294  9.31764706] ; [37.31764706 14.68235294],0
s7,1,0.110977,2.540251,[25  6] ; [30 17],[21.85897436  9.14102564] ; [33.14102564 13.85897436],0
n5,1,0.142229,2.153678,[27  6] ; [35 17],[24.07058824  8.92941176] ; [37.92941176 14.07058824],0
d2,1,0.142229,2.153678,[ 6 27] ; [17 35],[ 8.92941176 24.07058824] ; [14.07058824 37.92941176],0
b3,1,0.146823,2.104948,[ 8 15] ; [ 5 24],[ 5.75 17.25] ; [ 7.25 21.75],0
b2,1,0.146823,2.104948,[ 8 15] ; [ 5 24],[ 5.75 17.25] ; [ 7.25 21.75],0
p3,1,0.17324,1.854681,[17 16] ; [19 33],[13.97647059 19.02352941] ; [22.02352941 29.97647059],0
p9,1,0.179392,1.80265,[29  4] ; [38 12],[26.63855422  6.36144578] ; [40.36144578  9.63855422],0
s5,1,0.189223,1.723661,[11 19] ; [11 37],[ 8.46153846 21.53846154] ; [13.53846154 34.46153846],0
r4,1,0.193502,1.690754,[31  2] ; [44  8],[29.11764706  3.88235294] ; [45.88235294  6.11764706],0
n3,1,0.215508,1.534035,[5 1] ; [7 6],[3.78947368 2.21052632] ; [8.21052632 4.78947368],0
p1,1,0.227203,1.458284,[ 7 26] ; [ 6 46],[ 5.04705882 27.95294118] ; [ 7.95294118 44.04705882],0
n4,1,0.23535,1.408234,[25  8] ; [33 19],[22.51764706 10.48235294] ; [35.48235294 16.51764706],0
n1,1,0.2524,1.309972,[4 2] ; [5 8],[2.84210526 3.15789474] ; [6.15789474 6.84210526],0
v3,1,0.270699,1.213202,[16 17] ; [17 30],[13.6125 19.3875] ; [19.3875 27.6125],0
