Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,153.048345,[276  34] ; [26 73],[228.8997555  81.1002445] ; [73.1002445 25.8997555],1
s6,1,0.0,43.787294,[276  28] ; [62 37],[254.96774194  49.03225806] ; [83.03225806 15.96774194],1
s8,1,0.000513,12.069179,[227  81] ; [54 44],[213.17241379  94.82758621] ; [67.82758621 30.17241379],1
s5,1,0.001899,9.645058,[146 148] ; [31 67],[132.75 161.25] ; [44.25 53.75],0
r1,1,0.031906,4.603529,[268  41] ; [77 22],[261.28676471  47.71323529] ; [83.71323529 15.28676471],0
b1,1,0.034032,4.493081,[131 179] ; [30 69],[122.02933985 187.97066015] ; [38.97066015 60.02933985],0
d1,1,0.049011,3.874961,[209 101] ; [56 43],[200.85574572 109.14425428] ; [64.14425428 34.85574572],0
s1,1,0.058868,3.568996,[ 17 290] ; [ 1 97],[ 13.64444444 293.35555556] ; [ 4.35555556 93.64444444],0
s4,1,0.07132,3.252372,[ 74 235] ; [15 83],[ 67.57002457 241.42997543] ; [21.42997543 76.57002457],0
p1,1,0.093722,2.80926,[ 37 271] ; [ 6 93],[ 32.54054054 275.45945946] ; [10.45945946 88.54054054],0
d4,1,0.116747,2.460422,[265  42] ; [79 20],[260.1182266  46.8817734] ; [83.8817734 15.1182266],0
n5,1,0.124258,2.362808,[255  54] ; [74 24],[249.78132678  59.21867322] ; [79.21867322 18.78132678],0
n2,1,0.147056,2.102531,[56 11] ; [16  7],[53.6 13.4] ; [18.4  4.6],0
p12,1,0.16484,1.929253,[ 34 275] ; [ 6 91],[ 30.44334975 278.55665025] ; [ 9.55665025 87.44334975],0
n4,1,0.167247,1.90745,[261  47] ; [78 21],[256.54054054  51.45945946] ; [82.45945946 16.54054054],0
b4,1,0.229573,1.443505,[181 129] ; [51 48],[175.84352078 134.15647922] ; [56.15647922 42.84352078],0
a8,1,0.2635,1.250272,[ 53 233] ; [11 72],[ 49.60433604 236.39566396] ; [14.39566396 68.60433604],0
p11,1,0.266209,1.236179,[248  62] ; [74 25],[244.05867971  65.94132029] ; [77.94132029 21.05867971],0
p9,1,0.289205,1.12332,[276  32] ; [84 14],[273.10344828  34.89655172] ; [86.89655172 11.10344828],0
d2,1,0.299282,1.077392,[177 131] ; [51 48],[172.54054054 135.45945946] ; [55.45945946 43.54054054],0
p8,1,0.313646,1.015259,[175 130] ; [50 47],[170.70895522 134.29104478] ; [54.29104478 42.70895522],0
b2,1,0.318809,0.993826,[ 87 127] ; [35 39],[ 90.65277778 123.34722222] ; [31.34722222 42.65277778],0
b3,1,0.318809,0.993826,[ 87 127] ; [35 39],[ 90.65277778 123.34722222] ; [31.34722222 42.65277778],0
a3,1,0.338873,0.914689,[256  53] ; [77 21],[252.81818182  56.18181818] ; [80.18181818 17.81818182],0
v4,1,0.342648,0.900498,[302   7] ; [95  4],[300.66911765   8.33088235] ; [96.33088235  2.66911765],0
p5,1,0.356617,0.849773,[ 52 253] ; [13 86],[ 49.07178218 255.92821782] ; [15.92821782 83.07178218],0
p7,1,0.367176,0.813199,[212  86] ; [65 33],[208.44949495  89.55050505] ; [68.55050505 29.44949495],0
a1,1,0.37416,0.789801,[ 20 290] ; [ 4 95],[ 18.19070905 291.80929095] ; [ 5.80929095 93.19070905],0
p6,1,0.381175,0.76691,[139 167] ; [49 48],[142.74937965 163.25062035] ; [45.25062035 51.74937965],0
