Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.59387,[ 1 16] ; [86 16],[12.42857143  4.57142857] ; [74.57142857 27.42857143],1
p2,1,3e-06,21.992231,[ 4 13] ; [80 21],[12.10169492  4.89830508] ; [71.89830508 29.10169492],1
r1,1,5.8e-05,16.164424,[ 6 11] ; [82 19],[12.6779661  4.3220339] ; [75.3220339 25.6779661],1
v4,1,7.2e-05,15.753209,[9 8] ; [92 10],[14.42857143  2.57142857] ; [86.57142857 15.42857143],1
a1,1,0.000168,14.158309,[ 4 13] ; [  2 100],[ 0.85714286 16.14285714] ; [ 5.14285714 96.85714286],1
v2,1,0.000316,12.973835,[ 1 16] ; [50 44],[7.81081081 9.18918919] ; [43.18918919 50.81081081],1
p11,1,0.000703,11.481561,[ 3 14] ; [63 39],[9.42857143 7.57142857] ; [56.57142857 45.42857143],1
s2,1,0.003799,8.377384,[ 1 16] ; [43 58],[ 6.33898305 10.66101695] ; [37.66101695 63.33898305],0
r2,1,0.004665,8.005059,[11  6] ; [91 10],[14.69491525  2.30508475] ; [87.30508475 13.69491525],0
p4,1,0.012877,6.185954,[ 2 15] ; [44 57],[ 6.62711864 10.37288136] ; [39.37288136 61.62711864],0
n3,1,0.02156,5.280936,[2 5] ; [23  8],[4.60526316 2.39473684] ; [20.39473684 10.60526316],0
s6,1,0.024694,5.045223,[ 4 13] ; [54 48],[8.28571429 8.71428571] ; [49.71428571 52.28571429],0
d4,1,0.056746,3.630034,[11  6] ; [85 16],[13.83050847  3.16949153] ; [82.16949153 18.83050847],0
p7,1,0.056902,3.625448,[ 4 11] ; [52 46],[7.43362832 7.56637168] ; [48.56637168 49.43362832],0
p10,1,0.074894,3.172373,[ 7 10] ; [64 36],[10.31623932  6.68376068] ; [60.68376068 39.31623932],0
a4,1,0.078272,3.100424,[10  7] ; [37 65],[ 6.71428571 10.28571429] ; [40.28571429 61.71428571],0
p1,1,0.0925,2.830315,[ 3 14] ; [ 6 95],[ 1.29661017 15.70338983] ; [ 7.70338983 93.29661017],0
a6,1,0.097763,2.74167,[11  6] ; [83 18],[13.54237288  3.45762712] ; [80.45762712 20.54237288],0
b1,1,0.098659,2.727083,[11  6] ; [44 58],[7.85714286 9.14285714] ; [47.14285714 54.85714286],0
p6,1,0.102798,2.661586,[ 1 16] ; [23 76],[ 3.51724138 13.48275862] ; [20.48275862 78.51724138],0
n1,1,0.107181,2.595297,[4 3] ; [ 8 23],[2.21052632 4.78947368] ; [ 9.78947368 21.21052632],0
p9,1,0.115475,2.477647,[9 8] ; [72 28],[11.76923077  5.23076923] ; [69.23076923 30.76923077],0
s3,1,0.134193,2.243319,[ 5 12] ; [49 51],[7.84615385 9.15384615] ; [46.15384615 53.84615385],0
p8,1,0.211952,1.558041,[ 4 12] ; [41 58],[6.26086957 9.73913043] ; [38.73913043 60.26086957],0
a3,1,0.215444,1.53446,[13  3] ; [67 35],[10.84745763  5.15254237] ; [69.15254237 32.84745763],0
d5,1,0.217894,1.518187,[12  5] ; [84 17],[13.83050847  3.16949153] ; [82.16949153 18.83050847],0
d3,1,0.234956,1.410606,[11  6] ; [78 22],[12.93162393  4.06837607] ; [76.06837607 23.93162393],0
b5,1,0.237495,1.395403,[9 8] ; [69 33],[11.14285714  5.85714286] ; [66.85714286 35.14285714],0
s8,1,0.250194,1.322222,[ 3 14] ; [32 70],[ 5. 12.] ; [30. 72.],0
s1,1,0.276936,1.182066,[ 2 15] ; [ 5 95],[ 1.01709402 15.98290598] ; [ 5.98290598 94.01709402],0
p3,1,0.316275,1.004287,[ 4 13] ; [36 64],[ 5.81196581 11.18803419] ; [34.18803419 65.81196581],0
n2,1,0.338539,0.915955,[3 4] ; [20 12],[4.12820513 2.87179487] ; [18.87179487 13.12820513],0
s4,1,0.367036,0.813675,[ 1 16] ; [14 88],[ 2.14285714 14.85714286] ; [12.85714286 89.14285714],0
d1,1,0.368939,0.807236,[ 7 10] ; [54 48],[8.71428571 8.28571429] ; [52.28571429 49.71428571],0
d2,1,0.41294,0.67032,[8 9] ; [37 64],[ 6.48305085 10.51694915] ; [38.51694915 62.48305085],0
a2,1,0.415014,0.664392,[ 5 12] ; [21 81],[ 3.71428571 13.28571429] ; [22.28571429 79.71428571],0
b4,1,0.45055,0.569269,[11  6] ; [56 46],[9.57142857 7.42857143] ; [57.42857143 44.57142857],0
s7,1,0.597397,0.278939,[ 4 12] ; [30 65],[ 4.9009009 11.0990991] ; [29.0990991 65.9009009],0
p5,1,0.680737,0.169297,[ 1 15] ; [ 4 96],[ 0.68965517 15.31034483] ; [ 4.31034483 95.68965517],0
u2,1,0.681442,0.168507,[3 1] ; [22 12],[2.63157895 1.36842105] ; [22.36842105 11.63157895],0
n5,1,0.729852,0.119247,[8 9] ; [43 58],[7.34745763 9.65254237] ; [43.65254237 57.34745763],0
a5,1,0.748144,0.103097,[11  6] ; [70 32],[11.57142857  5.42857143] ; [69.42857143 32.57142857],0
u3,1,0.764744,0.089555,[3 1] ; [23 11],[2.73684211 1.26315789] ; [23.26315789 10.73684211],0
v1,1,0.788749,0.07179,[ 7 10] ; [37 61],[ 6.50434783 10.49565217] ; [37.49565217 60.50434783],0
b3,1,0.797252,0.066,[3 8] ; [13 42],[2.66666667 8.33333333] ; [13.33333333 41.66666667],0
b2,1,0.797252,0.066,[3 8] ; [13 42],[2.66666667 8.33333333] ; [13.33333333 41.66666667],0
n4,1,0.822328,0.050424,[8 9] ; [51 51],[8.42857143 8.57142857] ; [50.57142857 51.42857143],0
v3,1,0.862317,0.030076,[ 5 12] ; [26 69],[ 4.70535714 12.29464286] ; [26.29464286 68.70535714],0
a8,1,0.896954,0.016773,[ 2 15] ; [12 81],[ 2.16363636 14.83636364] ; [11.83636364 81.16363636],0
s5,1,0.995132,3.7e-05,[ 3 14] ; [17 79],[ 3.00884956 13.99115044] ; [16.99115044 79.00884956],0
