Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.374887,[6 4] ; [248  11],[9.44237918 0.55762082] ; [244.55762082  14.44237918],1
r2,1,0.001305,10.334753,[8 2] ; [251   6],[9.70037453 0.29962547] ; [249.29962547   7.70037453],0
r1,1,0.001512,10.064123,[5 5] ; [223  35],[8.50746269 1.49253731] ; [219.49253731  38.50746269],0
p11,1,0.002778,8.947832,[5 5] ; [221  38],[8.40148699 1.59851301] ; [217.59851301  41.40148699],0
a7,1,0.008141,7.002231,[4 6] ; [198  60],[7.53731343 2.46268657] ; [194.46268657  63.53731343],0
p10,1,0.047419,3.930475,[7 3] ; [231  26],[8.91385768 1.08614232] ; [229.08614232  27.91385768],0
n6,1,0.047419,3.930475,[7 3] ; [231  26],[8.91385768 1.08614232] ; [229.08614232  27.91385768],0
b1,1,0.063689,3.438618,[7 3] ; [105 154],[4.16356877 5.83643123] ; [107.83643123 151.16356877],0
p2,1,0.071512,3.247971,[7 3] ; [230  29],[8.81040892 1.18959108] ; [228.18959108  30.81040892],0
d1,1,0.074642,3.177872,[4 6] ; [174  85],[6.61710037 3.38289963] ; [171.38289963  87.61710037],0
s4,1,0.133923,2.246425,[3 7] ; [ 34 222],[1.39097744 8.60902256] ; [ 35.60902256 220.39097744],0
s1,1,0.135443,2.228984,[1 9] ; [  6 252],[0.26119403 9.73880597] ; [  6.73880597 251.26119403],0
d4,1,0.141893,2.157311,[7 3] ; [224  35],[8.58736059 1.41263941] ; [222.41263941  36.58736059],0
d5,1,0.141893,2.157311,[7 3] ; [224  35],[8.58736059 1.41263941] ; [222.41263941  36.58736059],0
d3,1,0.144312,2.131365,[5 5] ; [185  74],[7.06319703 2.93680297] ; [182.93680297  76.06319703],0
a6,1,0.146865,2.104513,[5 5] ; [184  74],[7.05223881 2.94776119] ; [181.94776119  76.05223881],0
p6,1,0.205806,1.600688,[7 3] ; [126 128],[5.03787879 4.96212121] ; [127.96212121 126.03787879],0
p8,1,0.208806,1.579688,[5 5] ; [177  80],[6.8164794 3.1835206] ; [175.1835206  81.8164794],0
s6,1,0.244093,1.356801,[8 1] ; [182  74],[6.45283019 2.54716981] ; [183.54716981  72.45283019],0
b5,1,0.261157,1.262612,[4 6] ; [150 109],[5.72490706 4.27509294] ; [148.27509294 110.72490706],0
p9,1,0.262105,1.257606,[8 2] ; [234  24],[9.02985075 0.97014925] ; [232.97014925  25.02985075],0
n5,1,0.294088,1.100813,[7 3] ; [213  44],[8.23970037 1.76029963] ; [211.76029963  45.23970037],0
u3,1,0.347011,0.884358,[1 2] ; [31 20],[1.77777778 1.22222222] ; [30.22222222 20.77777778],0
v3,1,0.350204,0.872719,[4 5] ; [153 102],[5.35227273 3.64772727] ; [151.64772727 103.35227273],0
s8,1,0.367618,0.811702,[4 6] ; [140 117],[5.39325843 4.60674157] ; [138.60674157 118.39325843],0
s3,1,0.394863,0.723915,[7 3] ; [145 112],[5.6928839 4.3071161] ; [146.3071161 110.6928839],0
a3,1,0.40808,0.684387,[7 3] ; [208  50],[8.02238806 1.97761194] ; [206.97761194  51.02238806],0
p4,1,0.417625,0.65699,[9 1] ; [206  53],[7.99256506 2.00743494] ; [207.00743494  51.99256506],0
v1,1,0.419706,0.651138,[6 4] ; [183  72],[7.13207547 2.86792453] ; [181.86792453  73.13207547],0
p7,1,0.4328,0.615298,[7 3] ; [206  51],[7.97752809 2.02247191] ; [205.02247191  51.97752809],0
n1,1,0.489434,0.477771,[2 1] ; [17 20],[1.425 1.575] ; [17.575 19.425],0
p5,1,0.525978,0.402155,[1 9] ; [ 46 213],[1.7472119 8.2527881] ; [ 45.2527881 213.7472119],0
a5,1,0.57967,0.306768,[9 1] ; [216  43],[8.36431227 1.63568773] ; [216.63568773  42.36431227],0
n4,1,0.61854,0.247925,[8 2] ; [221  37],[8.54477612 1.45522388] ; [220.45522388  37.54477612],0
u2,1,0.621114,0.244305,[2 1] ; [26 24],[1.58490566 1.41509434] ; [26.41509434 23.58490566],0
s2,1,0.686604,0.162786,[6 4] ; [137 119],[5.37593985 4.62406015] ; [137.62406015 118.37593985],0
a8,1,0.742729,0.107742,[1 8] ; [ 35 197],[1.34439834 7.65560166] ; [ 34.65560166 197.34439834],0
p12,1,0.745596,0.105269,[1 9] ; [ 35 223],[1.34328358 8.65671642] ; [ 34.65671642 223.34328358],0
d2,1,0.783326,0.075618,[6 4] ; [144 115],[5.57620818 4.42379182] ; [144.42379182 114.57620818],0
s7,1,0.839279,0.041134,[5 4] ; [145 101],[5.29411765 3.70588235] ; [144.70588235 101.29411765],0
p1,1,0.874516,0.02494,[1 9] ; [ 30 228],[1.15671642 8.84328358] ; [ 29.84328358 228.15671642],0
s5,1,0.919231,0.010282,[4 5] ; [106 142],[3.85214008 5.14785992] ; [106.14785992 141.85214008],0
a4,1,0.942463,0.005209,[5 5] ; [126 132],[4.8880597 5.1119403] ; [126.1119403 131.8880597],0
b4,1,0.9922,9.6e-05,[6 4] ; [155 104],[5.98513011 4.01486989] ; [155.01486989 103.98513011],0
a2,1,0.993749,6.1e-05,[3 7] ; [ 78 181],[3.01115242 6.98884758] ; [ 77.98884758 181.01115242],0
b2,1,0.996488,1.9e-05,[3 4] ; [73 97],[3.00564972 3.99435028] ; [72.99435028 97.00564972],0
b3,1,0.996488,1.9e-05,[3 4] ; [73 97],[3.00564972 3.99435028] ; [72.99435028 97.00564972],0
