Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000148,14.398252,[23 55] ; [14  4],[30.0625 47.9375] ; [ 6.9375 11.0625],1
p3,1,0.000554,11.924522,[16 62] ; [11  7],[21.9375 56.0625] ; [ 5.0625 12.9375],1
v1,1,0.001352,10.269506,[19 58] ; [11  6],[24.57446809 52.42553191] ; [ 5.42553191 11.57446809],0
s8,1,0.004083,8.246667,[14 64] ; [9 9],[18.6875 59.3125] ; [ 4.3125 13.6875],0
s2,1,0.007653,7.112967,[20 58] ; [10  7],[24.63157895 53.36842105] ; [ 5.36842105 11.63157895],0
p2,1,0.009274,6.769192,[43 34] ; [16  2],[47.82105263 29.17894737] ; [11.17894737  6.82105263],0
s7,1,0.012494,6.239363,[13 58] ; [8 9],[16.94318182 54.05681818] ; [ 4.05681818 12.94318182],0
s3,1,0.026423,4.928092,[36 41] ; [13  4],[40.13829787 36.86170213] ; [8.86170213 8.13829787],0
p10,1,0.028492,4.798023,[34 44] ; [13  5],[38.1875 39.8125] ; [8.8125 9.1875],0
p6,1,0.041666,4.148718,[11 66] ; [ 6 11],[13.92553191 63.07446809] ; [ 3.07446809 13.92553191],0
d3,1,0.041787,4.143804,[39 37] ; [14  4],[42.85106383 33.14893617] ; [10.14893617  7.85106383],0
p8,1,0.046289,3.971064,[20 57] ; [9 9],[23.50526316 53.49473684] ; [ 5.49473684 12.50526316],0
d4,1,0.046948,3.94725,[50 27] ; [16  2],[53.49473684 23.50526316] ; [12.50526316  5.49473684],0
p4,1,0.061824,3.487762,[21 56] ; [9 9],[24.31578947 52.68421053] ; [ 5.68421053 12.31578947],0
d1,1,0.061828,3.48766,[25 53] ; [10  8],[28.4375 49.5625] ; [ 6.5625 11.4375],0
s4,1,0.078644,3.092702,[12 66] ; [ 6 12],[14.625 63.375] ; [ 3.375 14.625],0
v4,1,0.1037,2.647702,[54 23] ; [16  2],[56.73684211 20.26315789] ; [13.26315789  4.73684211],0
p9,1,0.107316,2.59331,[40 38] ; [13  5],[43.0625 34.9375] ; [9.9375 8.0625],0
n3,1,0.17612,1.830065,[16 12] ; [2 5],[14.4 13.6] ; [3.6 3.4],0
p7,1,0.205775,1.600907,[31 43] ; [10  7],[33.34065934 40.65934066] ; [7.65934066 9.34065934],0
d5,1,0.239714,1.382275,[44 33] ; [13  5],[46.2 30.8] ; [10.8  7.2],0
n1,1,0.242166,1.367938,[10 20] ; [4 3],[11.35135135 18.64864865] ; [2.64864865 4.35135135],0
n4,1,0.252516,1.309329,[42 36] ; [ 7 11],[39.8125 38.1875] ; [9.1875 8.8125],0
v3,1,0.279567,1.169194,[12 63] ; [ 1 16],[10.59782609 64.40217391] ; [ 2.40217391 14.59782609],0
a3,1,0.349911,0.873778,[42 35] ; [12  6],[43.76842105 33.23157895] ; [10.23157895  7.76842105],0
r3,1,0.359281,0.840404,[52 26] ; [14  4],[53.625 24.375] ; [12.375  5.625],0
n2,1,0.384206,0.7572,[16 14] ; [5 2],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
b2,1,0.404033,0.696292,[12 37] ; [5 9],[13.22222222 35.77777778] ; [ 3.77777778 10.22222222],0
b3,1,0.404033,0.696292,[12 37] ; [5 9],[13.22222222 35.77777778] ; [ 3.77777778 10.22222222],0
a2,1,0.415973,0.661664,[15 63] ; [ 2 16],[13.8125 64.1875] ; [ 3.1875 14.8125],0
r1,1,0.426269,0.632967,[44 34] ; [12  6],[45.5 32.5] ; [10.5  7.5],0
r4,1,0.426269,0.632967,[44 34] ; [12  6],[45.5 32.5] ; [10.5  7.5],0
b5,1,0.426269,0.632967,[47 31] ; [9 9],[45.5 32.5] ; [10.5  7.5],0
a8,1,0.42801,0.628217,[ 9 66] ; [ 1 17],[ 8.06451613 66.93548387] ; [ 1.93548387 16.06451613],0
p5,1,0.518205,0.417464,[ 2 75] ; [ 1 17],[ 2.43157895 74.56842105] ; [ 0.56842105 17.43157895],0
p11,1,0.534488,0.385851,[37 41] ; [10  8],[38.1875 39.8125] ; [8.8125 9.1875],0
a7,1,0.568098,0.325875,[49 29] ; [10  8],[47.9375 30.0625] ; [11.0625  6.9375],0
u3,1,0.61063,0.259259,[20 16] ; [4 2],[20.57142857 15.42857143] ; [3.42857143 2.57142857],0
b4,1,0.644639,0.212726,[43 35] ; [11  7],[43.875 34.125] ; [10.125  7.875],0
p1,1,0.648036,0.208385,[ 6 71] ; [ 2 16],[ 6.48421053 70.51578947] ; [ 1.51578947 16.48421053],0
n5,1,0.684613,0.164979,[34 43] ; [ 7 11],[33.23157895 43.76842105] ; [ 7.76842105 10.23157895],0
a5,1,0.768185,0.086878,[42 36] ; [9 9],[41.4375 36.5625] ; [9.5625 8.4375],0
r2,1,0.783884,0.075219,[62 15] ; [15  3],[62.41052632 14.58947368] ; [14.58947368  3.41052632],0
d2,1,0.823326,0.049849,[32 45] ; [ 8 10],[32.42105263 44.57894737] ; [ 7.57894737 10.42105263],0
a6,1,0.841514,0.039983,[49 28] ; [11  7],[48.63157895 28.36842105] ; [11.36842105  6.63157895],0
a1,1,0.914789,0.011449,[ 8 70] ; [ 2 16],[ 8.125 69.875] ; [ 1.875 16.125],0
a4,1,0.94671,0.004467,[31 47] ; [ 7 11],[30.875 47.125] ; [ 7.125 10.875],0
b1,1,0.947466,0.004341,[44 34] ; [10  8],[43.875 34.125] ; [10.125  7.875],0
