Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,27.506818,[19 76] ; [17  5],[29.23076923 65.76923077] ; [ 6.76923077 15.23076923],1
p8,1,0.440478,0.595036,[27 68] ; [ 4 16],[25.60869565 69.39130435] ; [ 5.39130435 14.60869565],0
b5,1,0.454337,0.559809,[60 35] ; [12 10],[58.46153846 36.53846154] ; [13.53846154  8.46153846],0
b3,1,0.475547,0.509059,[21 33] ; [ 4 10],[19.85294118 34.14705882] ; [5.14705882 8.85294118],0
b2,1,0.475547,0.509059,[21 33] ; [ 4 10],[19.85294118 34.14705882] ; [5.14705882 8.85294118],0
p3,1,0.478759,0.501689,[19 75] ; [ 3 19],[17.82758621 76.17241379] ; [ 4.17241379 17.82758621],0
p5,1,0.487608,0.4818,[ 2 93] ; [ 1 20],[ 2.45689655 92.54310345] ; [ 0.54310345 20.45689655],0
u1,1,0.495159,0.465295,[ 5 90] ; [ 2 20],[ 5.68376068 89.31623932] ; [ 1.31623932 20.68376068],0
n4,1,0.501015,0.452786,[55 40] ; [11 11],[53.58974359 41.41025641] ; [12.41025641  9.58974359],0
d5,1,0.51155,0.430895,[57 37] ; [15  7],[58.34482759 35.65517241] ; [13.65517241  8.34482759],0
s1,1,0.514082,0.425749,[ 2 93] ; [ 1 21],[ 2.43589744 92.56410256] ; [ 0.56410256 21.43589744],0
p12,1,0.520116,0.413664,[ 2 92] ; [ 1 21],[ 2.43103448 91.56896552] ; [ 0.56896552 21.43103448],0
a1,1,0.538745,0.377871,[ 8 87] ; [ 1 21],[ 7.30769231 87.69230769] ; [ 1.69230769 20.30769231],0
v1,1,0.549058,0.359007,[26 66] ; [ 7 13],[27.10714286 64.89285714] ; [ 5.89285714 14.10714286],0
v3,1,0.568194,0.325714,[26 69] ; [ 4 15],[25. 70.] ; [ 5. 14.],0
p7,1,0.569406,0.323678,[31 62] ; [ 8 12],[32.09734513 60.90265487] ; [ 6.90265487 13.09734513],0
b1,1,0.594249,0.283757,[36 59] ; [ 7 15],[34.91452991 60.08547009] ; [ 8.08547009 13.91452991],0
p11,1,0.621765,0.243395,[55 40] ; [14  8],[56.02564103 38.97435897] ; [12.97435897  9.02564103],0
n6,1,0.626208,0.237238,[64 31] ; [16  6],[64.95726496 30.04273504] ; [15.04273504  6.95726496],0
a3,1,0.644011,0.213535,[49 46] ; [12  9],[49.95689655 45.04310345] ; [11.04310345  9.95689655],0
a8,1,0.790674,0.070456,[ 6 85] ; [ 1 19],[ 5.73873874 85.26126126] ; [ 1.26126126 18.73873874],0
a7,1,0.804621,0.061192,[54 40] ; [12 10],[53.48275862 40.51724138] ; [12.51724138  9.48275862],0
a2,1,0.841507,0.039986,[10 85] ; [ 2 20],[ 9.74358974 85.25641026] ; [ 2.25641026 19.74358974],0
d3,1,0.875268,0.02464,[44 49] ; [10 12],[43.66956522 49.33043478] ; [10.33043478 11.66956522],0
v2,1,0.876578,0.024121,[28 66] ; [ 6 13],[28.28318584 65.71681416] ; [ 5.71681416 13.28318584],0
u2,1,0.895905,0.017118,[17 28] ; [4 6],[17.18181818 27.81818182] ; [3.81818182 6.18181818],0
u3,1,0.978379,0.000734,[14 32] ; [3 7],[13.96428571 32.03571429] ; [3.03571429 6.96428571],0
