Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3.9e-05,16.906823,[43 73] ; [68 37],[58.26244344 57.73755656] ; [52.73755656 52.26244344],1
v3,1,0.000902,11.018623,[27 93] ; [45 59],[38.57142857 81.42857143] ; [33.42857143 70.57142857],1
a5,1,0.003116,8.738537,[78 47] ; [88 22],[88.29787234 36.70212766] ; [77.70212766 32.29787234],0
s6,1,0.006732,7.343238,[62 62] ; [73 35],[72.15517241 51.84482759] ; [62.84482759 45.15517241],0
s2,1,0.007239,7.212591,[40 83] ; [53 53],[49.95196507 73.04803493] ; [43.04803493 62.95196507],0
p4,1,0.010833,6.492432,[42 83] ; [55 55],[51.59574468 73.40425532] ; [45.40425532 64.59574468],0
p5,1,0.022919,5.174616,[  3 122] ; [10 98],[  6.97424893 118.02575107] ; [  6.02575107 101.97424893],0
r1,1,0.024529,5.056852,[83 41] ; [88 22],[90.61538462 33.38461538] ; [80.38461538 29.61538462],0
p9,1,0.038312,4.291138,[97 28] ; [95 13],[103.00429185  21.99570815] ; [88.99570815 19.00429185],0
v4,1,0.043052,4.093345,[110  15] ; [104   5],[114.31623932  10.68376068] ; [99.68376068  9.31623932],0
p3,1,0.058815,3.570477,[32 92] ; [41 69],[38.68376068 85.31623932] ; [34.31623932 75.68376068],0
r4,1,0.094274,2.799835,[103  22] ; [99 11],[107.44680851  17.55319149] ; [94.55319149 15.44680851],0
u3,1,0.096903,2.755792,[25 21] ; [24  9],[28.53164557 17.46835443] ; [20.46835443 12.53164557],0
b5,1,0.121242,2.401202,[73 52] ; [75 35],[78.72340426 46.27659574] ; [69.27659574 40.72340426],0
s7,1,0.133005,2.257075,[35 87] ; [40 65],[40.30837004 81.69162996] ; [34.69162996 70.30837004],0
n2,1,0.183908,1.765761,[29 11] ; [20  3],[31.11111111  8.88888889] ; [17.88888889  5.11111111],0
p2,1,0.185187,1.755501,[87 38] ; [85 25],[91.4893617 33.5106383] ; [80.5106383 29.4893617],0
a2,1,0.190433,1.714266,[ 19 106] ; [24 86],[ 22.87234043 102.12765957] ; [20.12765957 89.87234043],0
u2,1,0.197696,1.659315,[24 22] ; [22 11],[26.78481013 19.21518987] ; [19.21518987 13.78481013],0
a8,1,0.2041,1.612793,[  9 107] ; [13 87],[ 11.81481481 104.18518519] ; [10.18518519 89.81481481],0
p6,1,0.239584,1.383037,[ 15 110] ; [19 90],[ 18.16239316 106.83760684] ; [15.83760684 93.16239316],0
n6,1,0.253049,1.306391,[109  16] ; [90 20],[105.85106383  19.14893617] ; [93.14893617 16.85106383],0
s3,1,0.262652,1.254727,[54 70] ; [54 52],[58.22608696 65.77391304] ; [49.77391304 56.22608696],0
