Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000499,12.118103,[67 11] ; [30 21],[58.65116279 19.34883721] ; [38.34883721 12.65116279],1
s6,1,0.000701,11.486324,[43 34] ; [13 38],[33.6875 43.3125] ; [22.3125 28.6875],1
u1,1,0.002321,9.276213,[16 62] ; [ 1 50],[10.27906977 67.72093023] ; [ 6.72093023 44.27906977],0
n5,1,0.008588,6.906464,[49 29] ; [20 31],[41.72093023 36.27906977] ; [27.27906977 23.72093023],0
s7,1,0.015331,5.878019,[28 45] ; [ 8 38],[22.08403361 50.91596639] ; [13.91596639 32.08403361],0
p11,1,0.020477,5.370784,[39 39] ; [15 36],[32.65116279 45.34883721] ; [21.34883721 29.65116279],0
b5,1,0.022731,5.188927,[51 27] ; [23 28],[44.74418605 33.25581395] ; [29.25581395 21.74418605],0
d1,1,0.023214,5.152437,[45 33] ; [19 32],[38.69767442 39.30232558] ; [25.30232558 25.69767442],0
s8,1,0.024332,5.070828,[22 55] ; [ 6 45],[16.84375 60.15625] ; [11.15625 39.84375],0
r3,1,0.031479,4.626651,[64 13] ; [34 17],[58.953125 18.046875] ; [39.046875 11.953125],0
s2,1,0.066266,3.373176,[26 49] ; [10 41],[21.42857143 53.57142857] ; [14.57142857 36.42857143],0
p4,1,0.083177,3.001702,[28 50] ; [11 40],[23.58139535 54.41860465] ; [15.41860465 35.58139535],0
d3,1,0.089546,2.882521,[50 28] ; [25 26],[45.34883721 32.65116279] ; [29.65116279 21.34883721],0
n2,1,0.102556,2.665343,[21 11] ; [12 15],[17.89830508 14.10169492] ; [15.10169492 11.89830508],0
a1,1,0.161954,1.955887,[ 5 73] ; [ 7 44],[ 7.25581395 70.74418605] ; [ 4.74418605 46.25581395],0
p8,1,0.201869,1.628803,[14 64] ; [ 5 46],[11.48837209 66.51162791] ; [ 7.51162791 43.48837209],0
p9,1,0.213504,1.547508,[27 48] ; [13 38],[23.80952381 51.19047619] ; [16.19047619 34.80952381],0
s5,1,0.216833,1.525206,[14 61] ; [ 5 43],[11.58536585 63.41463415] ; [ 7.41463415 40.58536585],0
s4,1,0.235815,1.405438,[15 61] ; [ 6 45],[12.56692913 63.43307087] ; [ 8.43307087 42.56692913],0
d4,1,0.239226,1.385151,[60 17] ; [35 16],[57.1484375 19.8515625] ; [37.8515625 13.1484375],0
r4,1,0.260028,1.268609,[52 26] ; [29 22],[48.97674419 29.02325581] ; [32.02325581 18.97674419],0
p2,1,0.26101,1.263392,[40 38] ; [21 30],[36.88372093 41.11627907] ; [24.11627907 26.88372093],0
d2,1,0.261247,1.262139,[42 34] ; [23 28],[38.8976378 37.1023622] ; [26.1023622 24.8976378],0
n4,1,0.290094,1.119186,[53 25] ; [30 21],[50.18604651 27.81395349] ; [32.81395349 18.18604651],0
