Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.004321,8.143885,[ 4 29] ; [11 13],[ 8.68421053 24.31578947] ; [ 6.31578947 17.68421053],0
n5,1,0.012948,6.176167,[17 16] ; [20  4],[21.42105263 11.57894737] ; [15.57894737  8.42105263],0
a7,1,0.041999,4.135244,[20 13] ; [ 8 16],[16.21052632 16.78947368] ; [11.78947368 12.21052632],0
s8,1,0.072359,3.228671,[ 1 32] ; [ 4 20],[ 2.89473684 30.10526316] ; [ 2.10526316 21.89473684],0
v2,1,0.079089,3.083524,[ 8 24] ; [11 12],[11.05454545 20.94545455] ; [ 7.94545455 15.05454545],0
b4,1,0.112397,2.520189,[15 18] ; [16  8],[17.94736842 15.05263158] ; [13.05263158 10.94736842],0
a1,1,0.118954,2.431044,[ 8 25] ; [ 2 22],[ 5.78947368 27.21052632] ; [ 4.21052632 19.78947368],0
d4,1,0.136642,2.215375,[20 13] ; [19  5],[22.57894737 10.42105263] ; [16.42105263  7.57894737],0
s3,1,0.179482,1.801911,[12 20] ; [ 5 19],[ 9.71428571 22.28571429] ; [ 7.28571429 16.71428571],0
b5,1,0.181105,1.788537,[12 21] ; [13 11],[14.47368421 18.52631579] ; [10.52631579 13.47368421],0
r3,1,0.205397,1.603581,[11 22] ; [12 12],[13.31578947 19.68421053] ; [ 9.68421053 14.31578947],0
v4,1,0.205397,1.603581,[11 22] ; [12 12],[13.31578947 19.68421053] ; [ 9.68421053 14.31578947],0
s4,1,0.207623,1.587923,[ 3 30] ; [ 5 19],[ 4.63157895 28.36842105] ; [ 3.36842105 20.63157895],0
s7,1,0.211166,1.563414,[ 5 26] ; [ 7 16],[ 6.88888889 24.11111111] ; [ 5.11111111 17.88888889],0
p8,1,0.226792,1.46087,[ 4 28] ; [ 6 18],[ 5.71428571 26.28571429] ; [ 4.28571429 19.71428571],0
b1,1,0.268905,1.222324,[20 13] ; [11 13],[17.94736842 15.05263158] ; [13.05263158 10.94736842],0
a6,1,0.268905,1.222324,[20 13] ; [11 13],[17.94736842 15.05263158] ; [13.05263158 10.94736842],0
d1,1,0.268905,1.222324,[13 20] ; [13 11],[15.05263158 17.94736842] ; [10.94736842 13.05263158],0
p10,1,0.289519,1.121859,[ 9 23] ; [10 14],[10.85714286 21.14285714] ; [ 8.14285714 15.85714286],0
u3,1,0.291841,1.111111,[ 2 10] ; [3 5],[3. 9.] ; [2. 6.],0
r1,1,0.299759,1.075267,[11 22] ; [ 5 19],[ 9.26315789 23.73684211] ; [ 6.73684211 17.26315789],0
p4,1,0.334992,0.929505,[ 4 29] ; [ 5 18],[ 5.30357143 27.69642857] ; [ 3.69642857 19.30357143],0
n3,1,0.340943,0.906883,[ 6 12] ; [7 7],[ 7.3125 10.6875] ; [5.6875 8.3125],0
s6,1,0.352248,0.865343,[ 5 28] ; [ 6 18],[ 6.36842105 26.63157895] ; [ 4.63157895 19.36842105],0
p7,1,0.402241,0.701615,[ 7 25] ; [ 3 20],[ 5.81818182 26.18181818] ; [ 4.18181818 18.81818182],0
