Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,88.924867,[282  71] ; [52 92],[237.22736419 115.77263581] ; [96.77263581 47.22736419],1
d3,1,0.0,41.442227,[277  76] ; [71 73],[247.17102616 105.82897384] ; [100.82897384  43.17102616],1
a2,1,0.0,29.011378,[111 244] ; [ 12 132],[ 87.50501002 267.49498998] ; [ 35.49498998 108.50501002],1
b5,1,3e-06,21.8953,[238 117] ; [64 80],[214.8496994 140.1503006] ; [87.1503006 56.8496994],1
u1,1,5.2e-05,16.383833,[ 79 276] ; [ 10 134],[ 63.31663327 291.68336673] ; [ 25.68336673 118.31663327],1
d1,1,0.000397,12.545653,[224 131] ; [66 78],[206.31262525 148.68737475] ; [83.68737475 60.31262525],1
r4,1,0.000673,11.563234,[331  24] ; [120  24],[320.85170341  34.14829659] ; [130.14829659  13.85170341],1
r1,1,0.000785,11.27747,[297  54] ; [103  41],[283.63636364  67.36363636] ; [116.36363636  27.63636364],1
r2,1,0.00117,10.537694,[337  13] ; [125  16],[329.32790224  20.67209776] ; [132.67209776   8.32790224],0
r3,1,0.001796,9.747642,[345   8] ; [132  12],[338.79476861  14.20523139] ; [138.20523139   5.79476861],0
p9,1,0.004205,8.192984,[308  45] ; [110  33],[297.48790323  55.51209677] ; [120.51209677  22.48790323],0
v4,1,0.008083,7.014998,[343   9] ; [131  11],[337.74898785  14.25101215] ; [136.25101215   5.74898785],0
b1,1,0.017405,5.655051,[134 221] ; [71 73],[145.84168337 209.15831663] ; [59.15831663 84.84168337],0
p10,1,0.020315,5.384663,[302  52] ; [108  33],[293.21212121  60.78787879] ; [116.78787879  24.21212121],0
d5,1,0.029558,4.734794,[297  57] ; [108  35],[288.47082495  65.52917505] ; [116.52917505  26.47082495],0
s5,1,0.030016,4.708391,[107 244] ; [57 83],[117.23828921 233.76171079] ; [46.76171079 93.23828921],0
p4,1,0.030586,4.676047,[239 116] ; [81 61],[228.57142857 126.42857143] ; [91.42857143 50.57142857],0
d4,1,0.033055,4.54292,[296  58] ; [107  35],[287.625  66.375] ; [115.375  26.625],0
a8,1,0.058032,3.592749,[ 57 259] ; [ 15 122],[ 50.22516556 265.77483444] ; [ 21.77483444 115.22516556],0
s4,1,0.06909,3.304503,[ 56 294] ; [ 33 111],[ 63.05668016 286.94331984] ; [ 25.94331984 118.05668016],0
a5,1,0.076511,3.137501,[269  86] ; [98 46],[261.09218437  93.90781563] ; [105.90781563  38.09218437],0
p2,1,0.081978,3.025236,[321  33] ; [122  21],[315.53722334  38.46277666] ; [127.46277666  15.53722334],0
u3,1,0.108788,2.571743,[52 41] ; [20 28],[47.4893617 45.5106383] ; [24.5106383 23.4893617],0
n6,1,0.136799,2.213606,[299  52] ; [114  29],[293.44736842  57.55263158] ; [119.55263158  23.44736842],0
a3,1,0.143825,2.136548,[260  93] ; [96 47],[253.36290323  99.63709677] ; [102.63709677  40.36290323],0
s6,1,0.16615,1.917338,[241 110] ; [87 53],[234.47657841 116.52342159] ; [93.52342159 46.47657841],0
n4,1,0.205114,1.605581,[274  80] ; [103  40],[268.52716298  85.47283702] ; [108.47283702  34.52716298],0
v2,1,0.211951,1.558049,[206 137] ; [76 65],[199.84710744 143.15289256] ; [82.15289256 58.84710744],0
b4,1,0.215698,1.532765,[204 151] ; [74 70],[197.7755511 157.2244489] ; [80.2244489 63.7755511],0
s8,1,0.222198,1.490118,[152 202] ; [70 73],[158.12474849 195.87525151] ; [63.87525151 79.12474849],0
n3,1,0.24285,1.363973,[52 10] ; [29 10],[49.72277228 12.27722772] ; [31.27722772  7.72277228],0
p8,1,0.244375,1.355175,[230 123] ; [84 57],[224.37651822 128.62348178] ; [89.62348178 51.37651822],0
p12,1,0.275788,1.187727,[ 18 337] ; [  4 137],[ 15.74596774 339.25403226] ; [  6.25403226 134.74596774],0
s7,1,0.318294,0.995942,[164 176] ; [73 64],[168.93081761 171.06918239] ; [68.06918239 68.93081761],0
p3,1,0.445257,0.582698,[202 153] ; [76 67],[198.17269076 156.82730924] ; [79.82730924 63.17269076],0
s1,1,0.44643,0.5797,[  8 342] ; [  5 138],[  9.22920892 340.77079108] ; [  3.77079108 139.22920892],0
n1,1,0.448003,0.575698,[18 43] ; [14 24],[19.71717172 41.28282828] ; [12.28282828 25.71717172],0
v1,1,0.499688,0.4556,[193 155] ; [74 68],[189.6244898 158.3755102] ; [77.3755102 64.6244898],0
a4,1,0.510367,0.433314,[160 194] ; [60 83],[156.70020121 197.29979879] ; [63.29979879 79.70020121],0
s3,1,0.525107,0.403851,[198 151] ; [85 57],[201.15478615 147.84521385] ; [81.84521385 60.15478615],0
a1,1,0.536065,0.382882,[ 13 342] ; [  7 137],[ 14.22845691 340.77154309] ; [  5.77154309 138.22845691],0
p11,1,0.547016,0.36269,[287  68] ; [113  31],[284.56913828  70.43086172] ; [115.43086172  28.56913828],0
b2,1,0.629501,0.232737,[ 70 142] ; [33 59],[ 71.82894737 140.17105263] ; [31.17105263 60.82894737],0
b3,1,0.629501,0.232737,[ 70 142] ; [33 59],[ 71.82894737 140.17105263] ; [31.17105263 60.82894737],0
u4,1,0.660417,0.193018,[  4 351] ; [  1 143],[  3.55711423 351.44288577] ; [  1.44288577 142.55711423],0
p6,1,0.738064,0.111835,[153 200] ; [63 77],[154.66125761 198.33874239] ; [61.33874239 78.66125761],0
v3,1,0.79454,0.067819,[130 213] ; [56 87],[131.27160494 211.72839506] ; [54.72839506 88.27160494],0
s2,1,0.796494,0.066506,[181 172] ; [72 72],[179.69617706 173.30382294] ; [73.30382294 70.69617706],0
u2,1,0.801552,0.063171,[51 41] ; [25 22],[50.30215827 41.69784173] ; [25.69784173 21.30215827],0
p1,1,0.806606,0.05993,[ 20 332] ; [  9 135],[ 20.58064516 331.41935484] ; [  8.41935484 135.58064516],0
n5,1,0.868419,0.027445,[261  91] ; [105  38],[260.26666667  91.73333333] ; [105.73333333  37.26666667],0
d2,1,0.946734,0.004463,[166 188] ; [68 76],[166.3373494 187.6626506] ; [67.6626506 76.3373494],0
n2,1,0.953826,0.003353,[48 14] ; [30  9],[47.88118812 14.11881188] ; [30.11881188  8.88118812],0
